SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
SCGB2A1,ENSG00000124939,ENSP00000244930,ENST00000244930,4246,,Hs.97644,O75556
APLP1,ENSG00000105290,,,333,IPI00020012,Hs.74565,P51693
CHN1,ENSG00000128656,,,1123,IPI00910824,Hs.380138,P15882
TBC1D3,ENSG00000274611,ENSP00000478683,ENST00000620215,729873,IPI00735340,Hs.454716,Q6IPX1
TIAM1,ENSG00000156299,,,7074,,Hs.517228,Q13009
DIO1,ENSG00000211452,,,1733,,Hs.251415,A8K415
RACGAP1,ENSG00000161800,,,29127,,Hs.505469,A0A024R136
BBC3,ENSG00000105327,,,27113,,Hs.467020,Q96PG8
PCDHGB3,ENSG00000262209,ENSP00000461862,ENST00000576222,56102,,Hs.368160,Q9Y5G1
CDCA7L,ENSG00000164649,,,55536,,Hs.744069,Q96GN5
LPXN,ENSG00000110031,,,9404,,Hs.125474,O60711
TMEM183B,,,,653659,,Hs.652908,Q1AE95
DNAJB12,ENSG00000148719,,,54788,,Hs.500013,J3KPS0
NUGGC,ENSG00000189233,,,389643,IPI00785036,Hs.370129,Q68CJ6
ACOX3,ENSG00000087008,,,8310,IPI00020226,Hs.479122,O15254
HNRNPD,ENSG00000138668,,,3184,IPI00028888,Hs.480073,Q14103
RPP25,ENSG00000178718,ENSP00000317691,ENST00000322177,54913,,Hs.8562,Q9BUL9
TNFRSF19,ENSG00000127863,,,55504,,Hs.149168,Q9NS68
LRFN4,ENSG00000173621,ENSP00000377524,ENST00000531590,78999,,Hs.209979,A0A024R5I6
PLA2G4B,ENSG00000243708,,,100137049,,Hs.198161,P0C869
SLC13A3,ENSG00000158296,,,64849,,Hs.655498,Q8WWT9
OR2C1,ENSG00000168158,ENSP00000307726,ENST00000304936,4993,,Hs.258574,O95371
UBE2B,ENSG00000119048,ENSP00000265339,ENST00000265339,7320,,Hs.612096,P63146
DNAAF3,ENSG00000167646,,,352909,,Hs.351582,A0A0C4DH81
IFNK,ENSG00000147896,ENSP00000276943,ENST00000276943,56832,,Hs.591083,Q9P0W0
DSC2,ENSG00000134755,,,1824,,Hs.95612,Q02487
IFIH1,ENSG00000115267,ENSP00000497271,ENST00000649979,64135,,Hs.163173,Q9BYX4
RAB4B,ENSG00000167578,,,53916,IPI00477489,Hs.631539,A0A024R0K8
SUCNR1,ENSG00000198829,ENSP00000355156,ENST00000362032,56670,,Hs.133181,Q9BXA5
NKIRAS1,ENSG00000197885,,,28512,,Hs.173202,Q9NYS0
OR8B8,ENSG00000197125,ENSP00000493014,ENST00000642064,26493,IPI00018729,Hs.351822,A0A126GW73
GSX1,ENSG00000169840,ENSP00000304331,ENST00000302945,219409,,Hs.351785,Q9H4S2
LEFTY1,ENSG00000243709,ENSP00000272134,ENST00000272134,10637,,Hs.656214,O75610
ZFP41,ENSG00000181638,,,286128,,Hs.668016,A0A0G2JH32
CCDC78,ENSG00000162004,,,124093,,Hs.381943,A2IDD5
LHFPL2,ENSG00000145685,,,10184,,Hs.79299,A0A024RAM8
PTPN13,ENSG00000163629,,,5783,IPI00006714,Hs.436142,Q12923
ATP11C,ENSG00000101974,,,286410,,Hs.88252,Q8NB49
BRCA1,ENSG00000012048,,,672,IPI00909467,Hs.194143,P38398
KRT82,ENSG00000161850,ENSP00000257974,ENST00000257974,3888,IPI00300053,Hs.134640,Q9NSB4
GNRHR,ENSG00000109163,ENSP00000226413,ENST00000226413,2798,IPI00028132,Hs.407587,P30968
PTBP3,ENSG00000119314,,,9991,,Hs.269988,O95758
HSPB2-C11orf52,ENSG00000254445,ENSP00000457706,ENST00000527616,100528019,,Hs.97013,
SPPL2A,ENSG00000138600,ENSP00000261854,ENST00000261854,84888,,Hs.401537,Q8TCT8
MAGEB3,ENSG00000198798,ENSP00000355198,ENST00000361644,4114,,Hs.113290,O15480
ATP5L,,,,,,,
B2M,ENSG00000166710,ENSP00000481426,ENST00000617605,567,IPI00004656,Hs.534255,P61769
FUBP1,ENSG00000162613,,,8880,,Hs.567380,B4DT31
WEE2,ENSG00000214102,ENSP00000380675,ENST00000397541,494551,IPI00745231,Hs.657927,P0C1S8
RPL3L,ENSG00000140986,ENSP00000268661,ENST00000268661,6123,,Hs.657266,Q92901
IGHM,,,,3507,,Hs.510635,
KRT77,ENSG00000189182,ENSP00000342710,ENST00000341809,374454,IPI00376379,Hs.334989,Q0IIN1
TMX4,ENSG00000125827,ENSP00000246024,ENST00000246024,56255,,Hs.169358,Q9H1E5
SNX27,ENSG00000143376,,,81609,,Hs.192326,Q96L92
EFCAB2,ENSG00000203666,,,84288,,Hs.134857,Q5VUJ9
TRAV34,,,,28648,,,
STK36,ENSG00000163482,,,27148,,Hs.471404,Q9NRP7
SNRNP48,ENSG00000168566,,,154007,,Hs.13366,Q6IEG0
MUC21,ENSG00000204544,ENSP00000457640,ENST00000486149,394263,,Hs.448277,Q5SSG8
CASC3,ENSG00000108349,,,22794,,Hs.743287,O15234
RETREG1,ENSG00000154153,,,54463,IPI00549844,Hs.481704,Q9H6L5
DSCC1,ENSG00000136982,ENSP00000322180,ENST00000313655,79075,,Hs.315167,Q9BVC3
BCAR1,ENSG00000050820,ENSP00000494719,ENST00000646604,9564,,Hs.479747,P56945
FETUB,ENSG00000090512,,,26998,IPI00743766,Hs.81073,Q9UGM5
MYRF,ENSG00000124920,,,745,IPI00179851,Hs.473109,Q9Y2G1
CDC42,ENSG00000070831,,,998,IPI00007189,Hs.467637,A0A024RAE4
CLTC,ENSG00000141367,,,1213,IPI00024067,Hs.491351,A0A087WVQ6
PWWP2B,ENSG00000171813,,,170394,,Hs.527751,Q6NUJ5
SEMA4G,ENSG00000095539,,,57715,,Hs.591923,Q9NTN9
unassigned,,,,,,,
MAGEB5,ENSG00000188408,ENSP00000473493,ENST00000602297,347541,,Hs.224079,Q9BZ81
FANCB,ENSG00000181544,,,2187,,Hs.554740,A0A024RBW1
FOXRED1,ENSG00000110074,,,55572,,Hs.317190,Q96CU9
NMNAT1,ENSG00000173614,,,64802,,Hs.633762,A0A024R4E1
CTHRC1,ENSG00000164932,,,115908,,Hs.405614,Q96CG8
MTURN,ENSG00000180354,,,222166,,Hs.200100,Q8N3F0
CCDC159,ENSG00000183401,,,126075,,Hs.631636,P0C7I6
DAGLB,ENSG00000164535,,,221955,,Hs.487498,Q8NCG7
IGF2,ENSG00000167244,ENSP00000495715,ENST00000643349,3481,IPI00940065,Hs.272259,P01344
MAT2B,ENSG00000038274,,,27430,,Hs.54642,A0A140VJP2
ARFGEF1,ENSG00000066777,ENSP00000428429,ENST00000520381,10565,,Hs.656902,A0A024R7X0
SKIDA1,ENSG00000180592,,,387640,IPI00166533,Hs.350848,E9PAX1
ATIC,ENSG00000138363,,,471,IPI00289499,Hs.90280,P31939
NPIPA5,ENSG00000183793,ENSP00000487876,ENST00000634011,100288332,,Hs.634612,E9PKD4
PLXNB3,ENSG00000198753,,,5365,IPI00943863,Hs.632833,A8K920
RBM5,ENSG00000003756,,,10181,,Hs.439480,A0A024R2U6
SUMO1,ENSG00000116030,,,7341,,Hs.81424,A0A024R3Z2
IFITM10,ENSG00000244242,ENSP00000371557,ENST00000382123,402778,,Hs.121575,A6NMD0
NXN,ENSG00000167693,ENSP00000485936,ENST00000628640,64359,,Hs.527989,Q6DKJ4
CRIM1,ENSG00000150938,ENSP00000280527,ENST00000280527,51232,,Hs.699247,Q9NZV1
AK1,ENSG00000106992,,,203,IPI00018342,Hs.175473,P00568
POPDC2,ENSG00000121577,,,64091,,Hs.534383,Q9HBU9
ENO1,ENSG00000074800,,,2023,,Hs.517145,P06733
SETD4,ENSG00000185917,,,54093,IPI00792793,Hs.606200,Q9NVD3
POP4,ENSG00000105171,ENSP00000465213,ENST00000585603,10775,,Hs.412870,O95707
IGLV2-33,,,,28811,,,
LRR1,ENSG00000165501,,,122769,,Hs.451090,Q6AWA7
OOEP,ENSG00000203907,ENSP00000359388,ENST00000370363,441161,,Hs.671212,A6NGQ2
SAMD12,ENSG00000177570,,,401474,,Hs.359393,B8ZZB7
TTC38,ENSG00000075234,,,55020,,Hs.435832,Q5R3I4
C17orf80,ENSG00000141219,,,55028,,Hs.12929,Q9BSJ5
MAPRE1,ENSG00000101367,ENSP00000364721,ENST00000375571,22919,,Hs.472437,Q15691
GFOD2,ENSG00000141098,,,81577,,Hs.307084,Q3B7J2
GRPEL1,ENSG00000109519,,,80273,,Hs.443723,Q9HAV7
ZBTB33,ENSG00000177485,ENSP00000314153,ENST00000326624,10009,,Hs.143604,Q86T24
CEP68,ENSG00000011523,,,23177,,Hs.709257,Q76N32
CDHR3,ENSG00000128536,,,222256,,Hs.150120,B7Z8X2
LINC00311,ENSG00000179219,,,197196,,Hs.679002,
NOP10,ENSG00000182117,ENSP00000332198,ENST00000328848,55505,,Hs.14317,Q9NPE3
NPCDR1,,,,246734,,Hs.683659,
NBN,ENSG00000104320,,,4683,,Hs.492208,A0A0C4DG07
SYP,ENSG00000102003,,,6855,IPI00027770,Hs.632804,P08247
DDX60,ENSG00000137628,,,55601,,Hs.591710,Q6B0F7
TRAV25,,,,28658,,,
USP1,ENSG00000162607,,,7398,,Hs.35086,O94782
CTDSP2,ENSG00000175215,,,10106,,Hs.524530,A0A024RBA6
TGM5,ENSG00000104055,,,9333,,Hs.129719,B4DPS8
PGM2,ENSG00000169299,,,55276,,Hs.23363,Q96G03
PGBD4,ENSG00000182405,ENSP00000380872,ENST00000397766,161779,,Hs.156317,Q96DM1
KDM5B,ENSG00000117139,,,10765,,Hs.18891,Q9UGL1
GGA2,ENSG00000103365,,,23062,,Hs.460336,Q9UJY4
HMX3,ENSG00000188620,ENSP00000350549,ENST00000357878,340784,,Hs.531194,A6NHT5
C3orf22,ENSG00000180697,ENSP00000422064,ENST00000505070,152065,,Hs.178210,Q8N5N4
ZNF114,ENSG00000178150,ENSP00000469998,ENST00000595607,163071,,Hs.511883,Q8NC26
TAF3,ENSG00000165632,ENSP00000340271,ENST00000344293,83860,,Hs.527688,Q5VWG9
WDR97,ENSG00000179698,,,340390,,Hs.98723,A6NE52
FSTL5,ENSG00000168843,,,56884,,Hs.32452,Q8N475
NHSL2,ENSG00000204131,ENSP00000488668,ENST00000633930,340527,,Hs.397836,A0A0J9YY34
FAM161A,ENSG00000170264,,,84140,,Hs.440466,Q3B820
SCML1,ENSG00000047634,,,6322,,Hs.109655,A0A024RBY0
MAP1S,ENSG00000130479,,,55201,,Hs.66048,Q66K74
RAB8B,ENSG00000166128,,,51762,IPI00024282,Hs.389733,Q92930
PPIP5K2,ENSG00000145725,,,23262,,Hs.212046,O43314
CCR5,ENSG00000160791,,,1234,IPI00743929,Hs.450802,P51681
GABPB2,ENSG00000143458,,,126626,,Hs.15671,Q8TAK5
GDI1,ENSG00000203879,,,2664,IPI00010154,Hs.74576,A0A0S2Z3X8
C12orf77,ENSG00000226397,,,196415,,Hs.434453,
FAM109A,,,,,,,
BTBD2,ENSG00000133243,ENSP00000255608,ENST00000592895,55643,,Hs.465543,Q9BX70
HELLS,ENSG00000119969,,,3070,IPI00807698,Hs.463677,A0A0B4J1V9
SLC10A5,ENSG00000253598,ENSP00000428612,ENST00000518568,347051,,Hs.683849,Q5PT55
KCNQ1,ENSG00000053918,ENSP00000488783,ENST00000632981,3784,IPI00020502,Hs.95162,P51787
CH25H,ENSG00000138135,ENSP00000360918,ENST00000371852,9023,,Hs.47357,O95992
FAM168B,ENSG00000152102,,,130074,,Hs.534679,A0A024QZ31
L1CAM,ENSG00000198910,,,3897,IPI00334532,Hs.522818,P32004
ZNF429,ENSG00000197013,ENSP00000351280,ENST00000594022,353088,,Hs.572567,Q86V71
GHRL,ENSG00000157017,,,51738,IPI00872396,Hs.590080,Q9UBU3
RNF111,ENSG00000157450,,,54778,,Hs.404423,Q6ZNA4
CCDC198,ENSG00000100557,ENSP00000431919,ENST00000534528,55195,,Hs.659706,B7ZL43
POLR2L,ENSG00000177700,ENSP00000432807,ENST00000534030,5441,IPI00003311,Hs.441072,P62875
DPP6,ENSG00000130226,ENSP00000489259,ENST00000635128,1804,,Hs.490684,A7E2E4
IGHA2,,,,3494,,Hs.699841,
PDZRN3,ENSG00000121440,,,23024,,Hs.660347,Q9UPQ7
OR6C65,ENSG00000205328,ENSP00000368986,ENST00000379665,403282,,Hs.554553,A0A126GW71
RNASEH2A,ENSG00000104889,ENSP00000221486,ENST00000221486,10535,,Hs.532851,O75792
MFSD4B,ENSG00000173214,ENSP00000357840,ENST00000368847,91749,IPI00217751,Hs.400572,B3KSA1
TDRD3,ENSG00000083544,,,81550,,Hs.525061,Q9H7E2
USP21,ENSG00000143258,,,27005,IPI00376946,Hs.8015,Q9UK80
OR52E2,ENSG00000176787,ENSP00000322088,ENST00000321522,119678,,Hs.553557,Q8NGJ4
MAP2K7,ENSG00000076984,,,5609,IPI00794495,Hs.531754,B4DV95
LILRB4,ENSG00000186818,ENSP00000478077,ENST00000616137,11006,,Hs.67846,Q8NHJ6
DDX28,ENSG00000182810,ENSP00000332340,ENST00000332395,55794,,Hs.458313,Q9NUL7
KIR2DS1,ENSG00000275921,ENSP00000479102,ENST00000615190,3806,IPI00292723,Hs.744319,K7QUS8
TXNRD1,ENSG00000198431,,,7296,,Hs.654922,Q16881
DALRD3,ENSG00000178149,,,55152,,Hs.654815,Q5D0E6
KLHDC8A,ENSG00000162873,,,55220,,Hs.10414,A0A024R981
USP26,ENSG00000134588,,,83844,,Hs.333137,Q9BXU7
PCDHGA9,ENSG00000261934,ENSP00000480862,ENST00000616887,56107,,Hs.368160,Q9Y5G4
WIPI1,ENSG00000070540,,,55062,,Hs.463964,B4DX63
KCTD7,ENSG00000243335,ENSP00000492240,ENST00000639828,154881,,Hs.546627,Q96MP8
ITGB6,ENSG00000115221,,,3694,IPI00000151,Hs.470399,P18564
SLC25A30,ENSG00000174032,,,253512,,Hs.591230,B3KSR0
TMEM225B,ENSG00000244219,ENSP00000492416,ENST00000431679,100289187,,Hs.729333,P0DP42
SAMD1,ENSG00000141858,,,90378,,Hs.140309,Q6SPF0
FUZ,ENSG00000010361,,,80199,,Hs.288800,Q9BT04
CHUK,ENSG00000213341,,,1147,IPI00005104,Hs.198998,O15111
USP53,ENSG00000145390,,,54532,IPI00292934,Hs.431081,Q70EK8
unassigned,,,,,,,
VEGFA,ENSG00000112715,,,7422,,Hs.73793,A0A087WUD8
GRIA1,ENSG00000155511,,,2890,IPI00219124,Hs.519693,P42261
GPR88,ENSG00000181656,ENSP00000314223,ENST00000315033,54112,IPI00004926,Hs.170053,Q9GZN0
CYP39A1,ENSG00000146233,ENSP00000275016,ENST00000275016,51302,,Hs.387367,B7Z786
FAAP24,ENSG00000131944,ENSP00000254262,ENST00000254262,91442,,Hs.579899,K7EKQ4
ANAPC4,ENSG00000053900,,,29945,,Hs.152173,B3KN47
QRICH1,ENSG00000198218,,,54870,,Hs.297389,A1L3Z9
OR52L1,ENSG00000183313,ENSP00000330338,ENST00000332249,338751,,Hs.553703,Q8NGH7
PHF19,ENSG00000119403,,,26147,IPI00743344,Hs.460124,Q5T6S3
DYRK1B,ENSG00000105204,ENSP00000486377,ENST00000631090,9149,,Hs.130988,A0A024R0I0
PAPD4,,,,,,,
ZNF670-ZNF695,ENSG00000135747,,,100533111,,Hs.732305,
TTLL4,ENSG00000135912,,,9654,,Hs.471405,A0A024R424
CRBN,ENSG00000113851,,,51185,,Hs.18925,Q96SW2
POLL,ENSG00000166169,,,27343,,Hs.523230,Q9UGP5
MET,ENSG00000105976,,,4233,,Hs.132966,A0A024R759
NIPA1,ENSG00000170113,,,123606,,Hs.511797,A0A024R344
EML4,ENSG00000143924,,,27436,,Hs.713173,Q9HC35
SLC39A1,ENSG00000143570,,,27173,,Hs.7854,Q9NY26
PPP1R2P1,,,,100507444,,Hs.730139,
PLPBP,ENSG00000147471,,,11212,,Hs.304792,O94903
TRAV14DV4,,,,28669,,,
BDNF,ENSG00000176697,,,627,IPI00917851,Hs.502182,A0A0E3SU01
UBE2QL1,ENSG00000215218,ENSP00000382713,ENST00000399816,134111,,Hs.126856,A1L167
CNTD2,ENSG00000105219,ENSP00000396755,ENST00000430325,79935,,Hs.631603,Q9H8S5
unassigned,,,,,,,
TMSB10,ENSG00000034510,ENSP00000233143,ENST00000233143,9168,,Hs.446574,P63313
LOC100130520,,,,,,,
CLLU1OS,ENSG00000205057,ENSP00000367748,ENST00000646751,574016,IPI00552473,Hs.551199,Q5K130
AXL,ENSG00000167601,,,558,IPI00397361,Hs.590970,M0R0W6
TK1,ENSG00000167900,,,7083,,Hs.515122,K7ES52
SH3RF2,ENSG00000156463,,,153769,,Hs.443728,Q08AM8
GPR153,ENSG00000158292,ENSP00000367125,ENST00000377893,387509,IPI00410442,Hs.531581,A0A0I9QQ03
NHLH2,ENSG00000177551,ENSP00000322087,ENST00000320238,4808,,Hs.46296,A0A024R0I7
ZBTB18,ENSG00000179456,,,10472,,Hs.69997,Q99592
ARPP19,ENSG00000128989,,,10776,,Hs.512908,H3BMD8
PLEKHS1,ENSG00000148735,,,79949,,Hs.228320,Q5SXH7
OR4B1,ENSG00000175619,ENSP00000311605,ENST00000309562,119765,,Hs.553566,A0A126GVH6
DNM1P46,ENSG00000182397,,,196968,,Hs.567763,
RDX,ENSG00000137710,,,5962,IPI00017367,Hs.263671,P35241
RING1,ENSG00000204227,ENSP00000363787,ENST00000374656,6015,,Hs.631989,A0A1U9X8F2
LYG1,ENSG00000144214,ENSP00000311320,ENST00000308528,129530,,Hs.164589,Q8N1E2
COL14A1,ENSG00000187955,,,7373,,Hs.409662,Q05707
ARSF,ENSG00000062096,,,416,IPI00008405,Hs.101674,P54793
MCUB,ENSG00000005059,,,55013,,Hs.234149,Q9NWR8
SPRR2B,ENSG00000196805,ENSP00000357744,ENST00000368755,6701,IPI00017992,Hs.568239,P35325
REG1A,ENSG00000115386,ENSP00000233735,ENST00000488524,5967,IPI00009027,Hs.49407,A8K7G6
RHOBTB1,ENSG00000072422,,,9886,,Hs.737374,A0A024QZL4
GPR83,ENSG00000123901,ENSP00000243673,ENST00000243673,10888,,Hs.272385,F5GZ43
HLA-DRB4,ENSG00000231021,ENSP00000412031,ENST00000457451,3126,IPI00749180,Hs.534322,P13762
MYT1L,ENSG00000186487,,,23040,,Hs.434418,Q9UL68
ELOA,ENSG00000011007,,,6924,,Hs.15535,Q14241
MTHFR,ENSG00000177000,,,4524,,Hs.214142,P42898
CLDND1,ENSG00000080822,,,56650,,Hs.531371,Q9NY35
DCX,ENSG00000077279,,,1641,,Hs.34780,O43602
CGGBP1,ENSG00000163320,,,8545,IPI00295585,Hs.444818,Q9UFW8
VPS26A,ENSG00000122958,,,9559,,Hs.499925,O75436
WASHC2A,ENSG00000099290,,,387680,IPI00294810,Hs.365286,Q641Q2
S100A13,ENSG00000189171,,,6284,,Hs.516505,Q99584
KLHL20,ENSG00000076321,,,27252,,Hs.495035,A0A024R940
SULT1E1,ENSG00000109193,,,6783,IPI00028623,Hs.479898,P49888
C3orf56,ENSG00000214324,ENSP00000493276,ENST00000624688,285311,,Hs.591284,Q8N813
FZD6,ENSG00000164930,,,8323,IPI00020228,Hs.591863,A0A024R9E9
MAGEE2,ENSG00000186675,ENSP00000362457,ENST00000373359,139599,,Hs.356869,Q8TD90
NDE1,ENSG00000072864,ENSP00000488050,ENST00000631923,54820,,Hs.655378,Q9NXR1
TOMM40L,ENSG00000158882,,,84134,,Hs.321653,Q969M1
DCAF11,ENSG00000100897,ENSP00000495592,ENST00000642433,80344,,Hs.525251,B3KSW2
BGN,ENSG00000182492,,,633,IPI00010790,Hs.821,B4DNL4
RALGPS2,ENSG00000116191,,,55103,,Hs.632485,Q86X27
METAP2,ENSG00000111142,,,10988,,Hs.444986,P50579
YJEFN3,ENSG00000250067,,,374887,IPI00394860,Hs.729508,A6XGL0
PRCP,ENSG00000137509,,,5547,IPI00001593,Hs.523936,B7Z7Q6
DOPEY1,,,,,,,
HEPH,ENSG00000089472,,,9843,,Hs.31720,A0A0C4DG76
CIAO1,ENSG00000144021,ENSP00000418287,ENST00000488633,9391,,Hs.12109,O76071
AFM,ENSG00000079557,ENSP00000226355,ENST00000226355,173,IPI00019943,Hs.168718,P43652
C12orf66,ENSG00000174206,,,144577,,Hs.444671,Q96MD2
RNF7,ENSG00000114125,,,9616,,Hs.134623,Q9UBF6
OLR1,ENSG00000173391,ENSP00000309124,ENST00000309539,4973,,Hs.412484,P78380
MASP1,ENSG00000127241,,,5648,IPI00924973,Hs.89983,P48740
CASC2,ENSG00000177640,,,255082,,Hs.89387,
CCDC27,ENSG00000162592,ENSP00000294600,ENST00000636250,148870,,Hs.348700,Q2M243
DYM,ENSG00000141627,,,54808,,Hs.162996,Q7RTS9
TSEN54,ENSG00000182173,,,283989,,Hs.378501,Q7Z6J9
HILS1,,,,373861,,Hs.25934,
ZNF480,ENSG00000198464,,,147657,,Hs.729317,B7Z8E1
MYOZ1,ENSG00000177791,,,58529,,Hs.238756,Q9NP98
ALDH2,ENSG00000111275,,,217,IPI00006663,Hs.604551,P05091
QARS,ENSG00000172053,,,5859,IPI00792753,Hs.79322,B7Z840
MED13,ENSG00000108510,ENSP00000380888,ENST00000397786,9969,,Hs.282678,A0A024QZ75
INSL4,ENSG00000120211,ENSP00000239316,ENST00000239316,3641,IPI00032261,Hs.418506,Q14641
HHLA1,ENSG00000132297,,,10086,,Hs.285026,C9JL84
ARID3A,ENSG00000116017,,,1820,,Hs.501296,Q99856
ITGA6,ENSG00000091409,,,3655,IPI00921401,Hs.133397,P23229
HIST1H2BK,ENSG00000197903,ENSP00000349430,ENST00000356950,85236,,Hs.437275,A0A024RCL8
TMEM50A,ENSG00000183726,,,23585,,Hs.705699,O95807
MTMR7,ENSG00000003987,,,9108,,Hs.625674,B7Z9Q7
PCDHA9,ENSG00000204961,ENSP00000436042,ENST00000532602,9752,,Hs.199343,Q9Y5H5
SNX8,ENSG00000106266,,,29886,,Hs.584900,Q9Y5X2
SCN3B,ENSG00000166257,ENSP00000376523,ENST00000527125,55800,,Hs.4865,A0A024R3H7
NDUFC2-KCTD14,ENSG00000259112,ENSP00000435967,ENST00000528251,100532726,,Hs.407860,A0A087WUM3
FOLR1,ENSG00000110195,,,2348,,Hs.73769,A0A024R5H1
MYCT1,ENSG00000120279,ENSP00000356214,ENST00000367245,80177,,Hs.18160,Q8N699
CCDC26,ENSG00000229140,,,137196,,Hs.679457,
SAA2,ENSG00000134339,ENSP00000416716,ENST00000414546,6289,,Hs.731376,P0DJI9
PENK,ENSG00000181195,,,5179,IPI00000828,Hs.339831,A0A024R7V4
CLVS2,ENSG00000146352,,,134829,,Hs.486361,Q5SYC1
EBLN1,ENSG00000223601,ENSP00000473842,ENST00000422359,340900,,Hs.450519,P0CF75
TMEM109,ENSG00000110108,ENSP00000227525,ENST00000227525,79073,,Hs.13662,Q9BVC6
HSD17B13,ENSG00000170509,,,345275,,Hs.284414,Q7Z5P4
KRTAP7-1,ENSG00000274749,ENSP00000479656,ENST00000621162,337878,,Hs.407656,Q8IUC3
ALOX12B,ENSG00000179477,,,242,IPI00025278,Hs.136574,O75342
RTL9,ENSG00000243978,ENSP00000430395,ENST00000520821,57529,,Hs.201071,Q8NET4
ZNF783,ENSG00000204946,ENSP00000410890,ENST00000434415,100289678,,Hs.490512,Q6ZMS7
TRDJ3,,,,28520,,,
KIF13B,ENSG00000197892,,,23303,,Hs.444767,Q9NQT8
MLANA,ENSG00000120215,ENSP00000370886,ENST00000381477,2315,,Hs.154069,Q16655
LDLRAD2,ENSG00000187942,,,401944,,Hs.745158,Q5SZI1
SPRYD3,ENSG00000167778,ENSP00000301463,ENST00000301463,84926,,Hs.343334,A0A024RAX4
TWF2,ENSG00000247596,ENSP00000303908,ENST00000305533,11344,,Hs.436439,Q6IBS0
EP300,ENSG00000100393,,,2033,,Hs.517517,Q09472
BOP1,ENSG00000261236,ENSP00000455106,ENST00000569669,23246,,Hs.535901,Q14137
OR8G5,ENSG00000255298,ENSP00000493127,ENST00000641992,219865,,Hs.722725,A0A126GVX5
ZG16B,ENSG00000162078,ENSP00000489035,ENST00000634500,124220,,Hs.105887,G8H6I3
ROGDI,ENSG00000067836,,,79641,,Hs.459795,Q9GZN7
ZNF12,ENSG00000164631,,,7559,,Hs.431471,P17014
CRYZL1,ENSG00000205758,,,9946,,Hs.352671,O95825
CDV3,ENSG00000091527,,,55573,,Hs.518265,Q9UKY7
unassigned,,,,,,,
PLD1,ENSG00000075651,,,5337,IPI00218797,Hs.382865,Q59EA4
ADAMTS13,ENSG00000160323,ENSP00000486201,ENST00000628339,11093,,Hs.131433,Q76LX8
GRID2,ENSG00000152208,,,2895,IPI00747494,Hs.162727,O43424
AQP12B,ENSG00000185176,,,653437,IPI00856090,Hs.437167,A6NM10
LRCH4,ENSG00000077454,,,4034,,Hs.125742,O75427
ZHX1,ENSG00000165156,,,11244,,Hs.521800,A0A024R9F1
NMRK1,ENSG00000106733,,,54981,,Hs.494186,Q9NWW6
unassigned,,,,,,,
TEX44,ENSG00000177673,ENSP00000315557,ENST00000313965,165100,,Hs.98104,Q53QW1
CSNK1G3,ENSG00000151292,,,1456,IPI00964868,Hs.129206,Q9Y6M4
DHX36,ENSG00000174953,ENSP00000486956,ENST00000630168,170506,,Hs.446270,Q9H2U1
ADAR,ENSG00000160710,,,103,IPI00394665,Hs.12341,P55265
CBLL2,ENSG00000175809,ENSP00000323348,ENST00000323684,158506,,Hs.132485,Q8N7E2
MANSC4,ENSG00000205693,ENSP00000370673,ENST00000381273,100287284,,,A6NHS7
PRELID3B,ENSG00000101166,,,51012,,Hs.656865,Q9Y3B1
SCGB1C1,ENSG00000188076,ENSP00000344545,ENST00000342878,147199,,Hs.127059,Q8TD33
WIF1,ENSG00000156076,ENSP00000286574,ENST00000286574,11197,,Hs.284122,Q9Y5W5
MARF1,ENSG00000166783,ENSP00000479383,ENST00000621511,9665,,Hs.173524,Q9Y4F3
TLL1,ENSG00000038295,ENSP00000061240,ENST00000061240,7092,,Hs.106513,O43897
KIAA0586,ENSG00000100578,,,9786,,Hs.232532,Q9BVV6
PIWIL3,ENSG00000184571,,,440822,,Hs.448343,Q7Z3Z3
TMBIM4,ENSG00000155957,,,51643,,Hs.505934,G3XAA5
FAM210A,ENSG00000177150,,,125228,,Hs.13034,Q96ND0
EPHA6,ENSG00000080224,,,285220,,Hs.272208,A0A0B4J1T8
HNMT,ENSG00000150540,,,3176,IPI00029307,Hs.42151,P50135
MRGPRF,ENSG00000172935,ENSP00000309782,ENST00000309099,116535,,Hs.118513,A0A024R5F0
NFE2L3,ENSG00000050344,ENSP00000056233,ENST00000056233,9603,,Hs.404741,Q9Y4A8
DEPDC5,ENSG00000100150,,,9681,,Hs.435022,O75140
MBD1,ENSG00000141644,,,4152,,Hs.405610,A8K654
ZNF724,ENSG00000196081,ENSP00000471547,ENST00000597037,440519,,Hs.675814,
TACR1,ENSG00000115353,,,6869,IPI00012729,Hs.633301,P25103
ZNF79,ENSG00000196152,,,7633,,Hs.522399,B4DY65
GREM2,ENSG00000180875,ENSP00000318650,ENST00000318160,64388,,Hs.98206,A0A024R3Y1
SENP3,ENSG00000161956,,,26168,IPI00171525,Hs.513926,Q9H4L4
WDR83,ENSG00000123154,,,84292,,Hs.657204,Q9BRX9
unassigned,,,,,,,
NPB,ENSG00000183979,ENSP00000461824,ENST00000573081,256933,IPI00168903,Hs.569843,Q8NG41
PDGFRB,ENSG00000113721,,,5159,IPI01010238,Hs.509067,P09619
PJA2,ENSG00000198961,ENSP00000354775,ENST00000361189,9867,,Hs.483036,O43164
ALCAM,ENSG00000170017,,,214,IPI00015102,Hs.591293,Q13740
