SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
HCAR1,ENSG00000196917,ENSP00000389255,ENST00000432564,27198,,Hs.610873,Q9BXC0
LILRA6,ENSG00000244482,ENSP00000478128,ENST00000613333,79168,,Hs.688335,U5XH19
CD72,ENSG00000137101,,,971,IPI00010851,Hs.116481,P21854
TRA2A,ENSG00000164548,,,29896,,Hs.445652,Q13595
C3orf67,ENSG00000163689,,,200844,,Hs.368434,Q6ZVT6
IGKV2-24,,,,28923,,Hs.449609,
PLAC8L1,ENSG00000173261,ENSP00000309087,ENST00000311450,153770,,Hs.162369,A1L4L8
MPP3,ENSG00000161647,,,4356,,Hs.396566,D3DX46
unassigned,,,,,,,
NCOR1P1,ENSG00000240108,,ENST00000478176,149934,,Hs.711274,
TRIM15,ENSG00000204610,ENSP00000413961,ENST00000421984,89870,,Hs.591789,Q5SRL0
USP17L18,ENSG00000250844,ENSP00000423503,ENST00000504209,100287364,,Hs.741138,D6R9N7
ZNF295-AS1,ENSG00000237232,,,150142,,Hs.143833,
GLRX2,ENSG00000023572,ENSP00000494652,ENST00000608166,51022,,Hs.458283,Q9NS18
FAM180A,ENSG00000189320,ENSP00000406553,ENST00000435869,389558,IPI00374376,Hs.55200,Q6UWF9
NLRP12,ENSG00000142405,,,91662,,Hs.631573,P59046
unassigned,,,,,,,
TRAJ37,,,,28718,,,
ACTN2,ENSG00000077522,,,88,IPI00019884,Hs.498178,P35609
IPO4,ENSG00000196497,ENSP00000494795,ENST00000643442,79711,,Hs.411865,B3KT38
FAM135B,ENSG00000147724,,,51059,,Hs.126024,Q49AJ0
TIGD4,ENSG00000169989,ENSP00000355162,ENST00000304337,201798,,Hs.301243,Q8IY51
PCDHB14,ENSG00000120327,ENSP00000239449,ENST00000239449,56122,,Hs.658497,Q9Y5E9
GK2,ENSG00000196475,ENSP00000351706,ENST00000358842,2712,IPI00419234,Hs.98008,A0A140VKG0
NATD1,ENSG00000274180,ENSP00000478388,ENST00000611551,256302,IPI00787343,Hs.654713,Q8N6N6
ZNF548,ENSG00000188785,,,147694,,Hs.126905,Q8NEK5
CHI3L2,ENSG00000064886,,,1117,IPI00019533,Hs.514840,Q15782
CALCRL,ENSG00000064989,,,10203,,Hs.470882,Q16602
unassigned,,,,,,,
SMAD3,ENSG00000166949,,,4088,,Hs.727986,P84022
IGSF6,ENSG00000140749,ENSP00000268389,ENST00000268389,10261,,Hs.530902,O95976
NCK1,ENSG00000158092,ENSP00000288986,ENST00000288986,4690,,Hs.126889,P16333
TBC1D31,ENSG00000156787,,,93594,IPI00061009,Hs.492716,Q96DN5
OR7D2,ENSG00000188000,ENSP00000492939,ENST00000642043,162998,,Hs.531755,Q96RA2
PABPN1L,ENSG00000205022,ENSP00000408598,ENST00000419291,390748,,Hs.730522,A6NDY0
ZNF714,ENSG00000160352,,,148206,,Hs.729186,A0A087WU35
FBLIM1,ENSG00000162458,,,54751,IPI00291238,Hs.530101,Q8WUP2
OR14K1,ENSG00000153230,ENSP00000283225,ENST00000283225,343170,,,
SLC47A2,ENSG00000180638,,,146802,,Hs.126830,Q86VL8
TRBV28,,,,28559,,,
PSMD3,ENSG00000108344,,,5709,IPI00011603,Hs.12970,O43242
FAHD1,ENSG00000180185,,,81889,,Hs.513265,Q6P587
SUSD3,ENSG00000157303,,,203328,,Hs.88417,Q96L08
PVALEF,ENSG00000225180,ENSP00000490956,ENST00000414089,388428,,Hs.591202,
ZGPAT,ENSG00000197114,,,84619,,Hs.590868,A0A0S2Z5X3
FOXD4L6,ENSG00000273514,ENSP00000484875,ENST00000622588,653404,IPI00654829,Hs.652377,Q3SYB3
DOCK11,ENSG00000147251,,,139818,,Hs.368203,Q5JSL3
unassigned,,,,,,,
ELK1,ENSG00000126767,,,2002,,Hs.181128,A0A024R1A7
OR6C3,ENSG00000205329,ENSP00000493034,ENST00000641364,254786,IPI00437594,Hs.553653,A0A126GW44
ASH1L,ENSG00000116539,,,55870,,Hs.491060,Q9NR48
GPBAR1,ENSG00000179921,,,151306,,Hs.160954,Q8TDU6
GBA2,ENSG00000070610,,,57704,,Hs.443134,Q9HCG7
CHP2,ENSG00000166869,ENSP00000300113,ENST00000300113,63928,,Hs.178589,O43745
SLC24A2,ENSG00000155886,,,25769,,Hs.283014,Q9UI40
ZNF333,ENSG00000160961,,,84449,,Hs.515215,Q96JL9
RASSF9,ENSG00000198774,ENSP00000354884,ENST00000361228,9182,,Hs.527881,O75901
SNED1,ENSG00000162804,,,25992,,Hs.471834,Q8TER0
USP17L13,ENSG00000232399,ENSP00000414392,ENST00000429667,100287238,,Hs.741127,C9JLJ4
UBD,ENSG00000213886,ENSP00000366249,ENST00000377050,10537,,Hs.44532,A0A1U9X8S6
COL1A1,ENSG00000108821,,,1277,IPI00297646,Hs.172928,P02452
MXRA5,ENSG00000101825,ENSP00000217939,ENST00000217939,25878,,Hs.369422,Q9NR99
EEF1AKMT4-ECE2,ENSG00000284917,ENSP00000384223,ENST00000402825,110599583,,Hs.146161,
EPHX2,ENSG00000120915,,,2053,,Hs.212088,P34913
AURKB,ENSG00000178999,,,9212,,Hs.442658,Q96GD4
OPRL1,ENSG00000125510,ENSP00000478920,ENST00000615600,4987,,Hs.2859,P41146
IL17F,ENSG00000112116,ENSP00000337432,ENST00000478427,112744,IPI00791572,Hs.272295,Q96PD4
CBX7,ENSG00000100307,,,23492,,Hs.356416,B0QYP2
HTR2B,ENSG00000135914,ENSP00000258400,ENST00000258400,3357,IPI00015134,Hs.421649,P41595
GAREM1,ENSG00000141441,,,64762,,Hs.444314,Q9H706
BTF3,ENSG00000145741,,,689,IPI00221035,Hs.591768,P20290
NOM1,ENSG00000146909,ENSP00000275820,ENST00000275820,64434,,Hs.15825,Q5C9Z4
unassigned,,,,,,,
FOLH1B,ENSG00000134612,,,219595,,Hs.645352,Q9HBA9
AQP7P3,,,,441432,,Hs.743215,
PAX6,ENSG00000007372,,,5080,IPI00449071,Hs.270303,P26367
UNG,ENSG00000076248,,,7374,,Hs.191334,E5KTA6
SLC22A10,ENSG00000184999,,,387775,IPI00470788,Hs.188982,Q63ZE4
CCDC9,ENSG00000105321,,,26093,IPI00177642,Hs.227782,B4DXW2
unassigned,,,,,,,
DRD3,ENSG00000151577,,,1814,,Hs.121478,A8K8E4
unassigned,,,,,,,
KRTAP8-1,ENSG00000183640,ENSP00000332805,ENST00000329621,337879,,Hs.407655,Q8IUC2
PRPF8,ENSG00000174231,ENSP00000479194,ENST00000614672,10594,,Hs.181368,Q6P2Q9
TDGF1,ENSG00000241186,ENSP00000446375,ENST00000542931,6997,,Hs.385870,F5H1T8
ESRRB,ENSG00000119715,,,2103,,Hs.435845,O95718
KRTAP5-10,ENSG00000204572,ENSP00000381542,ENST00000398531,387273,IPI00437998,Hs.661887,Q6L8G5
GPR45,ENSG00000135973,ENSP00000258456,ENST00000258456,11250,,Hs.590903,B5B0C1
IL6ST,ENSG00000134352,,,3572,IPI00939624,Hs.532082,A0A0A0N0L2
POM121L12,ENSG00000221900,ENSP00000386133,ENST00000408890,285877,,Hs.381970,Q8N7R1
NDUFAF5,ENSG00000101247,,,79133,,Hs.472165,Q5TEU4
GABPA,ENSG00000154727,,,2551,IPI00299413,Hs.473470,A8IE48
RAB13,ENSG00000143545,ENSP00000357564,ENST00000368575,5872,IPI00016373,Hs.151536,A0A087WWB9
unassigned,,,,,,,
CPTP,ENSG00000224051,ENSP00000343890,ENST00000464957,80772,,Hs.515689,Q5TA50
SPINK4,ENSG00000122711,ENSP00000369048,ENST00000379725,27290,,Hs.555934,O60575
ZAR1,ENSG00000182223,ENSP00000329803,ENST00000327939,326340,,Hs.276457,B9EG67
KRT26,ENSG00000186393,ENSP00000334798,ENST00000335552,353288,,Hs.592133,Q7Z3Y9
ISCA1,ENSG00000135070,,,81689,,Hs.449291,Q9BUE6
GORASP1,ENSG00000114745,,,64689,,Hs.721946,B3KPY8
RTP5,ENSG00000188011,ENSP00000397191,ENST00000419912,285093,,Hs.376307,Q14D33
OPRM1,ENSG00000112038,,,4988,,Hs.2353,G8XRH5
VPS33A,ENSG00000139719,,,65082,,Hs.487883,Q96AX1
NPFFR1,ENSG00000148734,ENSP00000277942,ENST00000277942,64106,,Hs.302026,Q9GZQ6
NPBWR1,ENSG00000183729,ENSP00000330284,ENST00000331251,2831,IPI00008160,Hs.248117,H9NIL7
TNPO1,ENSG00000083312,,,3842,IPI00024364,Hs.482497,A0A024RAM0
GARNL3,ENSG00000136895,,,84253,,Hs.29304,Q5VVW2
MTMR11,ENSG00000014914,,,10903,,Hs.425144,A4FU01
DNPEP,ENSG00000123992,,,23549,,Hs.258551,B7Z7F0
DDN,ENSG00000181418,ENSP00000390590,ENST00000421952,23109,,Hs.591044,O94850
FAM170A,ENSG00000164334,,,340069,,Hs.713304,A1A519
CLEC17A,ENSG00000187912,,,388512,IPI00411721,Hs.567933,Q6ZS10
TACO1,ENSG00000136463,ENSP00000258975,ENST00000258975,51204,,Hs.174134,Q9BSH4
ANKRD55,ENSG00000164512,,,79722,,Hs.436214,Q3KP44
TALDO1,ENSG00000177156,,,6888,IPI00744692,Hs.438678,A0A140VK56
PROSER2,ENSG00000148426,,,254427,,Hs.435775,Q86WR7
CACNA1S,ENSG00000081248,,,779,IPI00299240,Hs.1294,Q13698
CSMD3,ENSG00000164796,,,114788,,Hs.91381,Q7Z407
HMGXB4,ENSG00000100281,,,10042,,Hs.588815,Q7Z641
DDX27,ENSG00000124228,,,55661,,Hs.65234,Q96GQ7
RTN4R,ENSG00000040608,,,65078,,Hs.30868,Q9BZR6
DDAH2,ENSG00000213722,ENSP00000413164,ENST00000437288,23564,,Hs.247362,O95865
PAM16,ENSG00000217930,ENSP00000459113,ENST00000577031,51025,,Hs.730693,Q9Y3D7
ITPR1,ENSG00000150995,,,3708,IPI00925443,Hs.567295,B4DER3
CDC5L,ENSG00000096401,ENSP00000360532,ENST00000371477,988,IPI00465294,Hs.485471,Q99459
MAF,ENSG00000178573,ENSP00000455097,ENST00000569649,4094,,Hs.134859,O75444
ABCB8,ENSG00000197150,,,11194,,Hs.647118,Q9NUT2
SCO1,ENSG00000133028,,,6341,,Hs.14511,O75880
CASZ1,ENSG00000130940,,,54897,,Hs.439894,B3KRV8
ARHGEF2,ENSG00000116584,,,9181,,Hs.743352,Q92974
ANOS1,ENSG00000011201,,,3730,IPI00011174,Hs.521869,P23352
ESRP1,ENSG00000104413,,,54845,,Hs.487471,Q6NXG1
NEMF,ENSG00000165525,,,9147,,Hs.655964,O60524
NT5DC1,ENSG00000178425,,,221294,,Hs.520341,Q5TFE4
VPS13A,ENSG00000197969,,,23230,,Hs.459790,Q96RL7
TTN,ENSG00000155657,,,7273,,Hs.134602,Q8WZ42
GIMAP2,ENSG00000106560,,,26157,IPI00022139,Hs.647071,A0A090N8H4
TRBV6-9,,,,28598,,,
C5orf52,ENSG00000187658,ENSP00000387027,ENST00000409999,100190949,,Hs.720862,A6NGY3
UBL3,ENSG00000122042,ENSP00000370055,ENST00000380680,5412,IPI00026669,Hs.145575,A0A024RDP0
OVCH1,ENSG00000187950,ENSP00000445260,ENST00000539117,341350,,Hs.674588,
ERVK11-1,,,,100859922,,,
ZSCAN25,ENSG00000197037,,,221785,,Hs.446297,Q6NSZ9
TMC4,ENSG00000167608,ENSP00000479689,ENST00000612564,147798,,Hs.355126,A0A087WT65
IDI1,ENSG00000067064,,,3422,IPI00220014,Hs.283652,Q13907
SSTR4,ENSG00000132671,ENSP00000255008,ENST00000255008,6754,IPI00306173,Hs.673846,P31391
GADD45A,ENSG00000116717,,,1647,,Hs.80409,P24522
GJB1,ENSG00000169562,,,2705,IPI00027190,Hs.333303,P08034
DUS1L,ENSG00000169718,,,64118,,Hs.514599,Q6P1R4
BPI,ENSG00000101425,,,671,IPI00827847,Hs.529019,P17213
PCGF2,ENSG00000277258,ENSP00000482063,ENST00000616199,7703,,Hs.371617,A0A024R1V6
SMG1,ENSG00000157106,,,23049,,Hs.460179,Q96Q15
MDH2,ENSG00000146701,,,4191,,Hs.520967,B3KTM1
ZCCHC12,ENSG00000174460,ENSP00000308921,ENST00000310164,170261,,Hs.21417,Q6PEW1
NSD1,ENSG00000165671,,,64324,,Hs.106861,Q96L73
FOXA3,ENSG00000170608,ENSP00000470816,ENST00000594297,3171,IPI00024388,Hs.36137,A0A024R0R3
NUDT2,ENSG00000164978,,,318,IPI00221231,Hs.493767,P50583
unassigned,,,,,,,
H3F3C,ENSG00000188375,ENSP00000339835,ENST00000340398,440093,,Hs.448697,Q6NXT2
MYNN,ENSG00000085274,,,55892,,Hs.507025,Q9NPC7
OR2I1P,,,,442197,,,
DCST2,ENSG00000163354,,,127579,,Hs.591491,Q5T1A1
CCDC114,ENSG00000105479,,,93233,IPI00791357,Hs.112645,Q96M63
C22orf39,ENSG00000242259,ENSP00000424903,ENST00000509549,128977,,Hs.659565,Q6P5X5
AVPI1,ENSG00000119986,ENSP00000359660,ENST00000370626,60370,,Hs.23918,Q5T686
ZFP14,ENSG00000142065,,,57677,,Hs.35524,Q9HCL3
TMEM71,ENSG00000165071,,,137835,,Hs.293842,Q6P5X7
KIAA1549L,ENSG00000110427,,,25758,,Hs.502266,Q12914
GALNT8,ENSG00000130035,ENSP00000252318,ENST00000252318,26290,IPI00010101,Hs.511985,Q9NY28
MORC3,ENSG00000159256,,,23515,,Hs.421150,B4DHJ4
PARN,ENSG00000140694,ENSP00000478668,ENST00000615183,5073,IPI00294744,Hs.253197,B3KN69
LCE1D,ENSG00000172155,ENSP00000316737,ENST00000326233,353134,,Hs.490235,Q5T752
CDKL4,ENSG00000205111,ENSP00000389833,ENST00000451199,344387,,Hs.403201,Q5MAI5
GNRH2,ENSG00000125787,,,2797,IPI00012880,Hs.129715,O43555
TMPRSS11A,ENSG00000187054,,,339967,,Hs.450110,A8KA85
CHST15,ENSG00000182022,,,51363,,Hs.287537,Q7LFX5
GGNBP2,ENSG00000278311,ENSP00000478220,ENST00000613102,79893,,Hs.514116,Q9H3C7
NIPAL1,ENSG00000163293,,,152519,,Hs.134190,Q6NVV3
C1orf232,ENSG00000282872,ENSP00000489320,ENST00000634842,110806296,,,
HBQ1,ENSG00000086506,ENSP00000199708,ENST00000199708,3049,IPI00217472,Hs.247921,A0A1K0GUV5
RAP1B,ENSG00000127314,,,5908,IPI01015962,Hs.369920,A0A024RB87
LDLRAP1,ENSG00000157978,,,26119,IPI00004758,Hs.590911,B3KR97
TRIM64C,ENSG00000214891,ENSP00000481815,ENST00000617704,646754,,Hs.740240,A0A087WYH8
FILIP1L,ENSG00000168386,,,11259,,Hs.104672,Q4L180
CALCOCO1,ENSG00000012822,,,57658,,Hs.156667,Q9P1Z2
STX19,ENSG00000178750,ENSP00000320679,ENST00000315099,415117,,Hs.679768,Q8N4C7
OR7G2,ENSG00000170923,ENSP00000492896,ENST00000641081,390882,,Hs.553774,A0A2C9F2M1
ELP5,ENSG00000170291,,,23587,,Hs.417029,Q8TE02
VWF,ENSG00000110799,,,7450,,Hs.440848,P04275
HLA-A,ENSG00000206503,ENSP00000404678,ENST00000443552,3105,IPI00647634,Hs.181244,P30443
PPP1R27,ENSG00000182676,ENSP00000331065,ENST00000330261,116729,,Hs.454720,Q86WC6
LRRN1,ENSG00000175928,ENSP00000314901,ENST00000319331,57633,,Hs.163244,Q6UXK5
TCEANC2,ENSG00000116205,,,127428,,Hs.558618,Q96MN5
DUSP8,ENSG00000184545,ENSP00000487093,ENST00000629053,1850,,Hs.41688,Q13202
JUNB,ENSG00000171223,ENSP00000303315,ENST00000302754,3726,IPI00013439,Hs.25292,P17275
ATP1B1,ENSG00000143153,,,481,IPI00871221,Hs.291196,A3KLL5
OXNAD1,ENSG00000154814,,,92106,IPI01015247,Hs.655449,C9JLB7
C1orf210,ENSG00000253313,ENSP00000430918,ENST00000523677,149466,,Hs.158963,Q8IVY1
RASA4,ENSG00000105808,,,10156,,Hs.530089,O43374
SLC35B4,ENSG00000205060,,,84912,,Hs.490181,Q969S0
SOX2,ENSG00000181449,ENSP00000323588,ENST00000325404,6657,IPI00009703,Hs.518438,A0A0U3FYV6
TRAV2,,,,28691,,,
SYT6,ENSG00000134207,,,148281,,Hs.370963,I6L9C3
PI4K2B,ENSG00000038210,ENSP00000423373,ENST00000512921,55300,,Hs.191701,Q8TCG2
TINAGL1,ENSG00000142910,,,64129,,Hs.199368,Q9GZM7
SMC2,ENSG00000136824,,,10592,,Hs.119023,A0A024R158
CLEC9A,ENSG00000197992,ENSP00000348074,ENST00000355819,283420,,Hs.531189,Q6UXN8
PDC,ENSG00000116703,,,5132,IPI00054502,Hs.654381,P20941
NGFR,ENSG00000064300,ENSP00000172229,ENST00000172229,4804,,Hs.415768,P08138
PIGY,ENSG00000255072,ENSP00000432688,ENST00000527353,84992,,Hs.26136,Q3MUY2
PPP2R5E,ENSG00000154001,,,5529,IPI00002853,Hs.334868,Q16537
PRDM9,ENSG00000164256,,,56979,,Hs.283096,Q9NQV7
EXD3,ENSG00000187609,,,54932,,Hs.495553,Q8N9H8
CYP4F2,ENSG00000186115,,,8529,IPI01018663,Hs.558423,P78329
SP3,ENSG00000172845,,,6670,IPI00852622,Hs.531587,Q02447
DCTN4,ENSG00000132912,,,51164,,Hs.675564,Q9NSJ5
PHKG1,ENSG00000164776,ENSP00000297373,ENST00000297373,5260,IPI00922459,Hs.730821,Q16816
TMEM237,ENSG00000155755,,,65062,,Hs.12319,Q96Q45
OR2A25,ENSG00000221933,ENSP00000493343,ENST00000641663,392138,,Hs.553787,A0A126GVV5
ARL2,ENSG00000213465,ENSP00000246747,ENST00000246747,402,IPI00003326,Hs.502836,P36404
ZSCAN12,ENSG00000158691,,,9753,,Hs.134816,
PRMT7,ENSG00000132600,,,54496,IPI00004567,Hs.640229,Q9NVM4
TNFSF4,ENSG00000117586,,,7292,,Hs.181097,P23510
C20orf196,,,,,,,
KCNRG,ENSG00000198553,ENSP00000353661,ENST00000360473,283518,,Hs.660161,Q8N5I3
PLEKHM2,ENSG00000116786,,,23207,,Hs.646775,Q8IWE5
unassigned,,,,,,,
CENPX,ENSG00000169689,,,201254,,Hs.37616,A8MT69
TOX4,ENSG00000092203,,,9878,,Hs.555910,O94842
OR4C45,ENSG00000260811,ENSP00000491133,ENST00000568934,403257,,Hs.554533,
GADD45B,ENSG00000099860,ENSP00000215631,ENST00000586759,4616,,Hs.110571,O75293
TEX13A,ENSG00000268629,ENSP00000471604,ENST00000600991,56157,,Hs.567543,Q9BXU3
PEG10,ENSG00000242265,ENSP00000417587,ENST00000482108,23089,,Hs.147492,Q86TG7
IRX5,ENSG00000176842,,,10265,,Hs.435730,P78411
TKTL2,ENSG00000151005,ENSP00000280605,ENST00000280605,84076,,Hs.303923,A0A140VKC2
VLDLR,ENSG00000147852,,,7436,,Hs.370422,P98155
TRPC4AP,ENSG00000100991,,,26133,IPI00399303,Hs.168073,Q8TEL6
ANAPC10,ENSG00000164162,,,10393,,Hs.480876,Q9UM13
C12orf76,ENSG00000174456,,,400073,,Hs.44817,Q8N812
FER1L5,ENSG00000249715,,,90342,,Hs.534025,A0AVI2
SCRT2,ENSG00000215397,ENSP00000246104,ENST00000246104,85508,,Hs.355284,Q9NQ03
EIF3K,ENSG00000178982,ENSP00000465460,ENST00000593149,27335,,Hs.314359,K7ERF1
NME4,ENSG00000103202,,,4833,,Hs.9235,A0A087WVT9
OR2C3,ENSG00000284824,ENSP00000479757,ENST00000420469,81472,,Hs.730218,Q8N628
IL17A,ENSG00000112115,ENSP00000497968,ENST00000648244,3605,IPI00002898,Hs.41724,Q16552
NLRP3,ENSG00000162711,,,114548,IPI00742837,Hs.159483,Q96P20
VCPKMT,ENSG00000100483,,,79609,,Hs.558541,Q9H867
ZBED8,ENSG00000221886,ENSP00000386184,ENST00000408953,63920,,Hs.529464,Q8IZ13
SLC16A14,ENSG00000163053,,,151473,,Hs.504317,Q7RTX9
LACTB2,ENSG00000147592,ENSP00000428801,ENST00000522447,51110,,Hs.118554,A0A024R811
TESK2,ENSG00000070759,,,10420,,Hs.591499,B4DFN2
KRCC1,ENSG00000172086,ENSP00000340083,ENST00000347055,51315,,Hs.469254,A0A024R5P4
SLC46A3,ENSG00000139508,,,283537,,Hs.117167,Q7Z3Q1
GREB1,ENSG00000196208,,,9687,,Hs.467733,Q4ZG55
NAA38,ENSG00000183011,,,84316,,Hs.565094,I3L3Z2
SLC4A10,ENSG00000144290,,,57282,,Hs.333958,Q6U841
AHNAK,ENSG00000124942,,,79026,,Hs.502756,Q09666
PPM1H,ENSG00000111110,,,57460,,Hs.435479,Q9ULR3
RGS21,ENSG00000253148,ENSP00000428343,ENST00000417209,431704,,Hs.558673,Q2M5E4
RABGAP1L,ENSG00000152061,,,9910,,Hs.585378,Q5R372
BRAF,ENSG00000157764,,,673,IPI00303797,Hs.324250,P15056
HOOK3,ENSG00000168172,ENSP00000305699,ENST00000307602,84376,,Hs.162852,Q86VS8
PSMD11,ENSG00000108671,,,5717,IPI00105598,Hs.443379,O00231
SLC16A8,ENSG00000100156,,,23539,,Hs.745256,O95907
SLC6A6,ENSG00000131389,,,6533,IPI00748744,Hs.529488,A0A087WY96
TRIM16L,ENSG00000108448,,,147166,,Hs.164324,Q309B1
CYFIP2,ENSG00000055163,,,26999,IPI00789699,Hs.519702,Q96F07
DGKB,ENSG00000136267,,,1607,,Hs.567255,Q9Y6T7
CTTN,ENSG00000085733,,,2017,,Hs.596164,Q14247
NFIA,ENSG00000162599,,,4774,,Hs.740757,Q12857
SLC16A11,ENSG00000174326,,,162515,,Hs.336564,Q8NCK7
SSUH2,ENSG00000125046,,,51066,,Hs.736935,Q9Y2M2
ALG11,ENSG00000253710,ENSP00000429497,ENST00000523764,440138,,Hs.512963,Q2TAA5
ARHGAP15,ENSG00000075884,,,55843,,Hs.171011,Q53QZ3
HGF,ENSG00000019991,,,3082,IPI00400878,Hs.396530,P14210
PKN2,ENSG00000065243,,,5586,IPI00002804,Hs.440833,Q16513
SPINT2,ENSG00000167642,,,10653,,Hs.31439,A0A140VJV6
PRPF31,ENSG00000105618,ENSP00000483929,ENST00000613693,26121,IPI00292000,Hs.515598,Q8WWY3
UBE2D1,ENSG00000072401,,,7321,,Hs.129683,A0A087WW00
GABBR2,ENSG00000136928,ENSP00000259455,ENST00000259455,9568,,Hs.198612,H9NIL8
CIC,ENSG00000079432,ENSP00000460230,ENST00000575287,23152,,Hs.388236,Q96RK0
ACTRT3,ENSG00000184378,ENSP00000333037,ENST00000330368,84517,,Hs.135411,Q9BYD9
LOC102724200,ENSG00000280433,ENSP00000485615,ENST00000623998,102724200,,,
ACSL3,ENSG00000123983,,,2181,,Hs.655772,A0A024R497
PCK2,ENSG00000100889,ENSP00000495677,ENST00000644897,5106,IPI00797038,Hs.75812,A0A0A0MS74
RAB24,ENSG00000169228,,,53917,IPI00056496,Hs.16258,Q969Q5
ZNF385D,ENSG00000151789,,,79750,,Hs.21026,Q9H6B1
PCNA,ENSG00000132646,,,5111,IPI00021700,Hs.147433,P12004
LIPM,ENSG00000173239,,,340654,,Hs.55118,Q5VYY2
KRTAP19-2,ENSG00000186965,ENSP00000335660,ENST00000334055,337969,,Hs.553692,Q3LHN2
PRO0255,,,,,,,
OCM,ENSG00000122543,,,654231,,Hs.571315,P0CE72
TMEM30A,ENSG00000112697,,,55754,,Hs.108530,Q9NV96
PLCZ1,ENSG00000139151,,,89869,,Hs.97542,Q86YW0
MFAP5,ENSG00000197614,,,8076,IPI00902476,Hs.512842,B3KW70
NLGN3,ENSG00000196338,,,54413,IPI00184861,Hs.438877,Q4G160
RRP1B,ENSG00000160208,,,23076,,Hs.565725,Q14684
C17orf64,ENSG00000141371,,,124773,,Hs.129312,Q86WR6
ABRACL,ENSG00000146386,ENSP00000356632,ENST00000367660,58527,,Hs.600861,Q9P1F3
EXD2,ENSG00000081177,,,55218,,Hs.533878,Q9NVH0
SMAGP,ENSG00000170545,,,57228,,Hs.652389,Q0VAQ4
HIPK3,ENSG00000110422,,,10114,,Hs.201918,Q9H422
DLEU1,ENSG00000176124,,,10301,,Hs.591229,
NUDT9,ENSG00000170502,,,53343,IPI00415040,Hs.149500,Q96KB3
KIAA1324,ENSG00000116299,,,57535,,Hs.708190,Q6UXG2
CENPK,ENSG00000123219,,,64105,,Hs.529778,Q9BS16
DMRTA1,ENSG00000176399,ENSP00000319651,ENST00000325870,63951,,Hs.371976,Q5VZB9
PABPC5,ENSG00000174740,ENSP00000362197,ENST00000373105,140886,,Hs.246590,Q96DU9
ZNF221,ENSG00000159905,,,7638,,Hs.631598,A0A087WT08
FAM236C,ENSG00000283594,ENSP00000490098,ENST00000636532,109729126,,,
RFPL4A,ENSG00000223638,ENSP00000392936,ENST00000434937,342931,,Hs.631553,A6NLU0
NFU1,ENSG00000169599,,,27247,,Hs.430439,Q9UMS0
unassigned,,,,,,,
KDELC2,ENSG00000178202,,,143888,,Hs.83286,A0A024R3C4
ZNF329,ENSG00000181894,,,79673,,Hs.458377,A0A024R4Q4
FGF11,ENSG00000161958,ENSP00000492408,ENST00000638657,2256,,Hs.655193,B7Z1C3
TNFRSF10B,ENSG00000120889,,,8795,,Hs.521456,O14763
ATF5,ENSG00000169136,,,22809,,Hs.9754,A0A024QZG3
C16orf58,ENSG00000140688,,,64755,,Hs.9003,A0A024QZE6
CACTIN-AS1,ENSG00000226800,,,404665,,Hs.719726,
CADPS,ENSG00000163618,,,8618,IPI00747400,Hs.654933,Q9ULU8
TUSC3,ENSG00000104723,,,7991,,Hs.426324,Q13454
RIMKLB,ENSG00000166532,,,57494,,Hs.504670,Q9ULI2
PDE8B,ENSG00000113231,ENSP00000493971,ENST00000646262,8622,IPI00294049,Hs.584830,B3KN77
SPEM3,ENSG00000283439,ENSP00000490274,ENST00000636696,107983988,,Hs.742894,A0A1B0GUW6
LILRA5,ENSG00000187116,ENSP00000480458,ENST00000620091,353514,IPI00375192,Hs.710986,A6NI73
ABCC3,ENSG00000108846,,,8714,,Hs.463421,O15438
HTRA4,ENSG00000169495,ENSP00000305919,ENST00000302495,203100,,Hs.661014,P83105
DDX19B,ENSG00000157349,,,11269,,Hs.221761,A0A024QZ90
hCG_1984214,,,,,,,
SRP14,ENSG00000140319,,,6727,IPI00293434,Hs.533732,P37108
PHF20L1,ENSG00000129292,,,51105,,Hs.304362,A0A0A0MQS0
DNAJC10,ENSG00000077232,,,54431,IPI00293260,Hs.516632,Q8IXB1
OGDH,ENSG00000105953,,,4967,,Hs.488181,A0A140VJQ5
AP1M1,ENSG00000072958,ENSP00000291439,ENST00000291439,8907,,Hs.71040,Q59EK3
NANOG,ENSG00000111704,,,79923,,Hs.635882,Q9H9S0
IL17RB,ENSG00000056736,ENSP00000288167,ENST00000288167,55540,,Hs.654970,Q9NRM6
RMDN1,ENSG00000176623,,,51115,,Hs.145386,Q6N086
COX6C,ENSG00000164919,,,1345,IPI00015972,Hs.351875,A0A024R9B7
NPIPB6,ENSG00000198156,,,728741,,Hs.726467,B2RXF8
CRYBB3,ENSG00000100053,ENSP00000215855,ENST00000215855,1417,IPI00292238,Hs.533022,P26998
VDR,ENSG00000111424,,,7421,,Hs.524368,F1D8P8
GATA2,ENSG00000179348,,,2624,IPI00012900,Hs.367725,P23769
BTBD19,ENSG00000222009,ENSP00000386506,ENST00000409335,149478,,Hs.632400,C9JJ37
FBRSL1,ENSG00000112787,,,57666,,Hs.411138,Q9HCM7
PSG8,ENSG00000124467,,,440533,,Hs.466843,Q9UQ74
VTCN1,ENSG00000134258,,,79679,,Hs.546434,Q7Z7D3
MEX3D,ENSG00000181588,,,399664,,Hs.436495,Q86XN8
