"GID","UNIPROT"
"NCU04766","Q7S687"
"NCU09001","Q7S2W9"
"NCU00472","Q7RXX3"
"NCU01796","Q1K551"
"NCU01141","Q1K760"
"NCU09192","Q1K6E7"
"NCU02381","Q7S4U6"
"NCU05955","Q7S1W6"
"NCU03820","V5ILG7"
"NCU00517","Q7SE56"
"NCU11357","A7UWZ9"
"NCU00417","Q7RYP5"
"NCU01390","V5IN45"
"NCU04505","Q7RY58"
"NCU08606","V5IRB8"
"NCU11410","A7UXD5"
"NCU01269","Q7S7C3"
"NCU07071","Q7S6F2"
"NCU02776","Q7SE18"
"NCU03515","Q1K4P2"
"NCU03795","Q1K7H5"
"NCU06636","Q7S7I9"
"NCU01335","Q1K7U1"
"NCU09778","Q7RVB3"
"NCU06500","Q7RYH5"
"NCU08297","V5IMG4"
"NCU05939","Q7S2D9"
"NCU00018","U9W4Q2"
"NCU06497","Q7RYH8"
"NCU12112","V5ILK9"
"NCU04426","Q7RZ48"
"NCU09740","Q7SEI5"
"NCU09425","Q7S0S2"
"NCU05923","Q7S0Y1"
"NCU00206","Q7RXM0"
"NCU01414","Q1K6U0"
"NCU00622","Q7SI30"
"NCU05990","V5IKT5"
"NCU03045","Q7SD26"
"NCU08933","Q1K6S8"
"NCU09774","Q7S188"
"NCU05882","Q7S526"
"NCU09416","Q7S0T1"
"NCU05751","Q7S4S1"
"NCU06599","Q7S9R6"
"NCU06201","U9WGI1"
"NCU01197","Q1K842"
"NCU05686","Q7SBQ2"
"NCU08072","Q7SGL2"
"NCU05974","Q7S222"
"NCU05063","Q7RXC1"
"NCU00399","Q7RYR1"
"NCU02668","Q7SH61"
"NCU02161","Q7SEQ6"
"NCU09871","Q7S5W4"
"NCU01290","Q1K6T3"
"NCU09609","Q7RV28"
"NCU06701","Q7S7M7"
"NCU01116","Q1K769"
"NCU03492","R4H4K9"
"NCU04801","Q7S6N4"
"NCU00465","U9WH18"
"NCU00692","Q7SHW2"
"NCU09485","Q7SBZ8"
"NCU04334","Q7RX42"
"NCU00978","Q7SGE4"
"NCU05317","Q7S8L7"
"NCU04500","Q7RYA7"
"NCU03026","Q7SGZ0"
"NCU07484","Q7SG57"
"NCU06020","Q7S4F8"
"NCU04883","Q7S062"
"NCU03209","Q7SGW0"
"NCU02184","V5IPZ1"
"NCU10651","A7UWR7"
"NCU07435","Q7SF18"
"NCU09582","Q7S4L8"
"NCU09508","Q7S1G3"
"NCU03611","P29070"
"NCU05239","P30589"
"NCU04251","P30588"
"NCU09324","Q01285"
"NCU04350","Q7RX26"
"NCU09322","V5IRJ9"
"NCU02592","Q7SG28"
"NCU04352","Q7RVP6"
"NCU05268","Q7S857"
"NCU05720","Q7SB92"
"NCU02351","V5IML5"
"NCU03537","Q7RY00"
"NCU06624","V5INT0"
"NCU06444","Q7RYX3"
"NCU04938","Q7S3S9"
"NCU01853","Q7SD15"
"NCU00292","Q7RZS2"
"NCU08364","Q7SGQ1"
"NCU00648","Q7SI04"
"NCU07725","Q7S8R4"
"NCU00409","U9W8M3"
"NCU05420","Q12640"
"NCU01055","Q7S816"
"NCU04198","Q7S7Q4"
"NCU08357","Q7SGQ8"
"NCU03461","Q7RWJ4"
"NCU02796","V5IQD7"
"NCU07863","Q7SBU6"
"NCU03289","Q7SDW6"
"NCU04737","Q7S6G9"
"NCU06394","Q7S9F3"
"NCU08840","Q7S8X5"
"NCU06306","Q7SAC4"
"NCU03875","Q7RXH5"
"NCU03060","V5IRK0"
"NCU10337","Q7S7G9"
"NCU00738","V5IQ29"
"NCU01522","Q1K5J7"
"NCU01858","Q7SHE8"
"NCU08484","Q1K8G8"
"NCU07984","Q7SAQ5"
"NCU04104","Q1K6V2"
"NCU07313","Q7SA49"
"NCU06754","Q1K8T3"
"NCU07314","V5INT3"
"NCU01138","Q1K761"
"NCU04197","Q1K7D6"
"NCU02734","Q7SGB5"
"NCU02482","V5IQA3"
"NCU01692","P34085"
"NCU08341","Q7SGS2"
"NCU04841","Q7S6J4"
"NCU01072","Q1K898"
"NCU12033","V5ILC6"
"NCU01393","F5HFI3"
"NCU02510","Q7SHV2"
"NCU04115","Q1K7N3"
"NCU00121","Q7RYK8"
"NCU06869","V5IKS7"
"NCU09014","Q7S0R9"
"NCU08936","Q1K6S6"
"NCU02500","Q01301"
"NCU01418","Q01302"
"NCU09686","Q01306"
"NCU09559","Q7RVS4"
"NCU07787","Q1K679"
"NCU09106","Q7S159"
"NCU06710","Q1K6Y1"
"NCU00021",
"NCU02963","Q7SH06"
"NCU08716","Q1K8W0"
"NCU04772","Q7S637"
"NCU10066","Q7S028"
"NCU04404","Q7RZ70"
"NCU07319","Q7SA43"
"NCU00493","Q7RWT5"
"NCU01002","Q1K8E3"
"NCU01992","Q7SFN9"
"NCU02538","Q7SHS6"
"NCU03781","Q1K7A1"
"NCU11371","A7UX46"
"NCU01587","V5IPJ8"
"NCU06750","Q7SCC7"
"NCU03036","Q7SDH2"
"NCU03489","V5IMY5"
"NCU05051","Q7RXD3"
"NCU01975","O42636"
"NCU01006","O42637"
"NCU02828","Q7SCS0"
"NCU09297","Q7S1I4"
"NCU08726","O13360"
"NCU05821","Q7S5M2"
"NCU02713","Q7SH16"
"NCU00749","Q7SEC9"
"NCU07325","P10713"
"NCU07324","P19463"
"NCU08769","P34762"
"NCU09235",
"NCU03576","Q1K4S9"
"NCU02421","Q7S4D8"
"NCU00157","Q7RXQ1"
"NCU00593","Q7SI58"
"NCU01408","Q7S7G7"
"NCU07361","Q7S0P8"
"NCU00467","Q7RXX8"
"NCU07019","Q7S8C8"
"NCU08342","Q7SGS1"
"NCU07727","Q7S8R2"
"NCU03819","Q9HEC9"
"NCU04293","Q1K778"
"NCU03319","Q7SEM5"
"NCU09267","Q7SF43"
"NCU04076","Q7RZE4"
"NCU05512","Q7S6S7"
"NCU07428","Q7SF24"
"NCU07531","Q7S316"
"NCU01546","F5H9D4"
"NCU03312","Q7SEN2"
"NCU11312","A7UWR3"
"NCU00202","Q7RXM4"
"NCU07010","V5INX0"
"NCU04033","Q7RZI2"
"NCU09250","Q7SF60"
"NCU08692","Q1K8E5"
"NCU06095","V5IKI9"
"NCU01187","Q1K849"
"NCU03596","Q1K7S5"
"NCU06877","V5IM77"
"NCU03887","Q7RZE0"
"NCU00351","Q7RZL4"
"NCU06821","F5HH14"
"NCU07457","Q7SD49"
"NCU04050","P11115"
"NCU05222","Q7S8I5"
"NCU00261","Q7RZV2"
"NCU00830","Q7SEA4"
"NCU04495","Q7RYB2"
"NCU11427","A7UXH9"
"NCU05204","V5IP38"
"NCU02498","Q7SG66"
"NCU08875","V5IKW9"
"NCU02921","Q7SHI3"
"NCU01149","Q1K755"
"NCU05630","Q7S5X6"
"NCU02919","Q7SHI5"
"NCU00422","U9W548"
"NCU05309","Q7S8M5"
"NCU01374","Q1K708"
"NCU02671","Q7SH58"
"NCU08000","Q7SAP0"
"NCU03643","Q7RV19"
"NCU02495","Q7SG69"
"NCU04466","Q7RYE1"
"NCU01258","Q871Z4"
"NCU04697","Q7RVT0"
"NCU05495","Q7S6U4"
"NCU08642","V5IRJ7"
"NCU04847","Q7S6I8"
"NCU09085","Q7SFR5"
"NCU02079","Q7SEY5"
"NCU07580","Q7RVR4"
"NCU08772","Q1K4U8"
"NCU06979","Q7SAH1"
"NCU11252","A7UW89"
"NCU09819","Q7SCP8"
"NCU07859","Q7SBV0"
"NCU00522","Q7SCL5"
"NCU07987","Q1K8G0"
"NCU07466","Q7SD40"
"NCU08216","Q7S3M7"
"NCU09230","Q1K900"
"NCU05093","Q1K5P0"
"NCU02430","P38675"
"NCU04636","Q1K6H7"
"NCU06625","Q7S9P1"
"NCU02433","Q7S3X7"
"NCU06452","Q7RYW6"
"NCU02564","Q7SHQ1"
"NCU03788","Q1K7H8"
"NCU05642","Q7S618"
"NCU01250","F5HGY4"
"NCU08359","Q7SGQ6"
"NCU05511","Q7S6S8"
"NCU08736","Q7SCF9"
"NCM030",
"NCU08272","Q7S8J5"
"NCU08060","Q7SGM3"
"NCU03559","O60044"
"NCU08940","Q871K1"
"NCU08947","P48503"
"NCU06606","P07056"
"NCU16015","P0CY43"
"NCU01808","P00048"
"NCU09816","P07142"
"NCU08138","Q7S3Z2"
"NCU05601","P14187"
"NCU16968","V5IL66"
"NCU02217","Q7S4H6"
"NCU02149","Q7SER7"
"NCU01657","Q1K4Y9"
"NCU00641","Q7SI11"
"NCU04549","Q7RWE2"
"NCU03340","Q1K528"
"NCU02530","Q7SHT3"
"NCU05457","P06810"
"NCU06741","Q1K8U2"
"NCM025",
"NCM018",
"NCM012",
"NCU05689","P06809"
"NCU06695","Q01359"
"NCU05816","Q7S5M7"
"NCU03297","Q7SDV9"
"NCU02852","Q7SDQ4"
"NCU05006","Q7RWD1"
"NCU11306","A7UWN9"
"NCU07092","Q7S683"
"NCU08197","Q7S3P0"
"NCU09419","Q7S0S8"
"NCU06895","Q7S3F8"
"NCU02624","Q7SDI6"
"NCU09115","Q7S0G0"
"NCU06137","Q7S5F1"
"NCU05278","Q7S8K7"
"NCU10344","A7UWX1"
"NCU08062","Q7SGM1"
"NCU05848","Q7S560"
"NCU08112","Q7SCW8"
"NCU08023","Q7SAL8"
"NCU01431","Q7RWH7"
"NCU07125","Q7S6C7"
"NCU09142","Q7S2K7"
"NCU09982","Q7S092"
"NCU00489","Q7RV52"
"NCU04780","Q7S629"
"NCU16624","U9W2Q7"
"NCU07413","V5IR82"
"NCU02978","V5IR80"
"NCU01956","Q7SDY1"
"NCU04788","Q7S6P7"
"NCU01084","Q8X0F1"
"NCU03204","Q7SGW5"
"NCU08825","Q7S8Z0"
"NCU07854","Q7SBV4"
"NCU01439","Q7RWH3"
"NCU05127","Q1K5L5"
"NCU06558","Q1K8F1"
"NCU03854","Q7RW80"
"NCU02128","V5IP06"
"NCU01659","V5INL8"
"NCU06812","V5IR07"
"NCU12114","V5IL12"
"NCU00164","Q7RXP4"
"NCU04354","Q7RW66"
"NCU09093","Q7SFQ7"
"NCU09793","Q7S600"
"NCU04472","V5IQ89"
"NCU01143","F5HH60"
"NCU06365","Q7S9U1"
"NCU01857","Q7SHE9"
"NCU04191","Q9HE87"
"NCU05716","Q7SB96"
"NCU01656","Q7RVP2"
"NCU04152","Q1K7K7"
"NCU04649","Q1K6G6"
"NCU02209","Q7S463"
"NCU08762","P38670"
"NCU03076","Q7SDT4"
"NCU01333","Q7S7W3"
"NCU01013","Q7S819"
"NCU03364","V5IPS0"
"NCU06673","Q7S7J8"
"NCU05252","Q7S891"
"NCU05418","P49365"
"NCU08626","P27526"
"NCU03538","F5HBP0"
"NCU07944","Q7S9X4"
"NCU00597","Q7SI54"
"NCU10893","Q6MVL2"
"NCU00369","Q7RYT9"
"NCU01296","V5ILM9"
"NCU00146","Q7RXR2"
"NCU03028","Q7SGY8"
"NCU01731","Q1K5S5"
"NCU00389","Q7RYS1"
"NCU08319","V5IQ27"
"NCU05964","Q7S1V7"
"NCU00939","Q7SFA8"
"NCU02665","Q7SH64"
"NCU05888","Q7S520"
"NCU08270","Q7S8J7"
"NCU06766","Q7SCC1"
"NCU02124","V5IQ14"
"NCU08221","Q7S3M2"
"NCU01061","Q1K8A6"
"NCU09600","Q7SC83"
"NCU07127","Q7S6C5"
"NCU06459","Q7RYW0"
"NCU08927","Q1K6J1"
"NCU05977","Q7S219"
"NCU05037","Q7RX51"
"NCU04744","Q7S6G2"
"NCU16651","U9W889"
"NCU08094","Q7SGJ0"
"NCU01337","Q1K7T9"
"NCU02704","Q7SH25"
"NCU02438","Q7S3Y3"
"NCU02407","Q7S477"
"NCU07659","P20285"
"NCU04323","V5IPL0"
"NCU04318","Q7S7L1"
"NCU06532","Q7S895"
"NCU03779","Q1K7A2"
"NCU05683","Q7SBQ5"
"NCU04579","Q1K658"
"NCU01817","Q1K534"
"NCU04258","V5IMT0"
"NCU10387","A7UX00"
"NCU09456","Q7S0M1"
"NCU07821","Q7SBE3"
"NCU09538","Q7S2C3"
"NCU03290","V5IQR9"
"NCU02701","Q7SH28"
"NCU11381","A7UX64"
"NCU09465","Q7SC15"
"NCU02805","Q7SEK8"
"NCU07266","Q7S949"
"NCU03087","V5IRK3"
"NCU09783","Q7S5T8"
"NCU11195","A7UVX7"
"NCU00813","Q7SEC1"
"NCU06344","Q7S9W2"
"NCU09312","Q1K901"
"NCU03460","Q7RWJ5"
"NCU00904","Q7SCV2"
"NCU08126","Q7S4K5"
"NCU02179","Q7SE05"
"NCU00780","Q7SFV0"
"NCU06441","Q7RYX6"
"NCU01078","Q1K894"
"NCU08938","Q1K6S4"
"NCU08807","O59958"
"NCU08324","Q7SA64"
"NCU07395","V5IRN5"
"NCU07381","Q7S2I1"
"NCU06605","Q7S9R0"
"NCU09302",
"NCU03300","V5IRL8"
"NCU05292","Q7S906"
"NCU06049","Q7S501"
"NCU09825","Q7S1R7"
"NCU07411","Q7S0U4"
"NCU02457","V5IKZ4"
"NCU11012","A7UVS4"
"NCU02533","Q7SHT0"
"NCU00419","Q7RYP4"
"NCU02605","Q7SG15"
"NCU11197","A7UVY1"
"NCU03560","Q8WZW7"
"NCU00727","Q7SEF1"
"NCU09378","Q7SCW6"
"NCU02661","Q7SH68"
"NCU05305","Q7S8Z5"
"NCU01515","Q1K5K1"
"NCU03782","V5ILF8"
"NCU08616","O74633"
"NCU06308","P38671"
"NCU08030","Q7SAL1"
"NCU00570","Q7SF80"
"NCU03986","Q7RXJ6"
"NCU01638","F5HFM2"
"NCU08553","Q7SBJ7"
"NCU02103","Q7SDN0"
"NCU05251","Q7S892"
"NCU05120","Q7RYF4"
"NCU01772","Q1K5Q5"
"NCU04229","Q7S7H0"
"NCU07498","Q7SG44"
"NCU02539","Q7SHS5"
"NCU01171","Q1K862"
"NCU04327","Q1K713"
"NCU08009","Q7SAN2"
"NCU05194","Q7S9D8"
"NCU02424","Q7S4D5"
"NCU17061","V5ILV8"
"NCU07360","Q7S0P9"
"NCU06052","Q7S4Z8"
"NCU02432","V5IKZ6"
"NCU00170","Q7RXN8"
"NCU02490","Q7SG74"
"NCU02491","Q7SG73"
"NCU07713","V5IN96"
"NCU07414","Q7S1F9"
"NCU08151","Q7S497"
"NCU09706","Q7S2S0"
"NCU06481","Q7RYJ3"
"NCU06264","Q7SB49"
"NCU01961","V5INX7"
"NCU08289","V5INE9"
"NCU02247","Q3Y3Z1"
"NCU08020","Q7SAM1"
"NCU02230","O13396"
"NCU08115","Q7SD11"
"NCU08135","Q7S4J6"
"NCU08309","V5INX3"
"NCU01951","Q1K906"
"NCU07870","Q7SBT9"
"NCU01192","Q1K845"
"NCU03597","Q1K7S4"
"NCU03763","Q1K7B3"
"NCU03528","Q1K5E1"
"NCU04548","Q7RWE3"
"NCU10155","Q7S126"
"NCU06405","Q7RW27"
"NCU00276","Q9Y767"
"NCU07461","Q7SD45"
"NCU06757","Q7SCC4"
"NCU02232","Q7S4G2"
"NCU04275","Q9HGI2"
"NCU02348","Q7RVS3"
"NCU07975","Q7SAR3"
"NCU05246","Q7S8T9"
"NCU06438","Q7RYX9"
"NCU01625","Q7RXF5"
"NCU05966","Q7S1V5"
"NCU06992","Q7SAF8"
"NCU08742","Q7SCF3"
"NCU03650","Q1K7P1"
"NCU02913","Q7SHJ1"
"NCU09516","Q7S1P9"
"NCU02741","Q1K929"
"NCU00470","U9W3J3"
"NCU02053","Q7SDE5"
"NCU07837","Q7SBC8"
"NCU01771","F5HAB1"
"NCU03924","Q1K5Z2"
"NCU02631","Q7SDH9"
"NCU06322","Q7SAA9"
"NCU09561","Q7S432"
"NCU09261","Q7SF49"
"NCU04749","V5IKU3"
"NCU04378","Q7RZ94"
"NCU08119","Q7SD07"
"NCU02241","Q7S438"
"NCU00081","Q7RX69"
"NCU06338","V5IM93"
"NCU09118","V5IPM9"
"NCU02499","Q7SG65"
"NCU07965","Q7S920"
"NCU02541","Q7SHS3"
"NCU09216","Q1K6C9"
"NCU00669","Q7SHY4"
"NCU06386","Q7S9G1"
"NCU01648","Q1K4Z4"
"NCU00067","Q7RX83"
"NCU05544","V5IN44"
"NCU00163","Q7RXP5"
"NCU16845","Q7SA35"
"NCU06552","Q9C1K8"
"NCU09219","Q7S3A1"
"NCU08730","Q9C291"
"NCU03291","Q7SDW4"
"NCU17060","V5IKK9"
"NCU09887","Q7S227"
"NCU05492","Q7S6U7"
"NCU16638","U9W4K5"
"NCU02156","Q7SER0"
"NCU00403","U9W3G6"
"NCU08995","U9WH41"
"NCU08158","Q7S4J2"
"NCU06751","Q1K8T5"
"NCU07666","V5INC8"
"NCU07545","Q7S303"
"NCU00717","Q7SES9"
"NCU05819","Q7S5M4"
"NCU09737","Q7SEI8"
"NCU07120","Q7S6D2"
"NCU09231","Q7SCU9"
"NCU00866","Q7SFG5"
"NCU04921","Q7S3U6"
"NCU00080","Q7RX70"
"NCU11228","A7UW37"
"NCU03152","Q7SDU0"
"NCU02600","Q7SG20"
"NCU03985","Q7RXJ7"
"NCU00614","Q7SI37"
"NCU02504","Q7SG61"
"NCU06174","Q7SAR5"
"NCU07795","Q7S0K3"
"NCU01442","Q7RWG0"
"NCU08416","Q7SC38"
"NCU06200","Q7SBC3"
"NCU01410","Q1K6U4"
"NCU05117","Q1K5M2"
"NCU04533","Q7RY31"
"NCU16378","V5IPD5"
"NCU01338","Q1K7T8"
"NCU07943","Q7S9X5"
"NCU04814","Q7S6M1"
"NCU00789","Q7SFU1"
"NCU08316","Q7SA72"
"NCU06986","V5INW6"
"NCU07971","Q7S914"
"NCU01456","V5IMN8"
"NCU01826","Q1K581"
"NCU09980","Q7S094"
"NCU07991","Q7SAP9"
"NCU07701","Q7S9K5"
"NCU01190","Q1K847"
"NCU04317","Q1K721"
"NCU11050","A7UWL1"
"NCU07858","Q7SBV1"
"NCU03888","Q7RZD9"
"NCU05881","Q7S527"
"NCU02459","Q7S447"
"NCU05961","Q7S1W0"
"NCU05607","Q7S6V8"
"NCU04116","V5IMQ8"
"NCU06389","V5INY8"
"NCU01127","F5HG10"
"NCU01424","Q1K6L7"
"NCU04159","Q1K7K3"
"NCU03471","V5IPQ1"
"NCU07247","Q7RW58"
"NCU01970","Q7SE90"
"NCU02747","Q7SGA3"
"NCU02065","Q7SEZ8"
"NCU01672","Q1K5H9"
"NCU09442","Q7S1X3"
"NCU11402","A7UXB6"
"NCU00490","U9W574"
"NCU04457","Q7RYF0"
"NCU06218","Q7SBA5"
"NCU05525","Q7S6R4"
"NCU01114","Q1K770"
"NCU08505","Q7SC96"
"NCU02977","F5HFU8"
"NCU11362","A7UX10"
"NCU10512","A7UWT2"
"NCU09771","Q7S191"
"NCU05886","Q7S522"
"NCU07814","Q7S042"
"NCU05785","Q7S5Q8"
"NCU09253","Q7SF57"
"NCU01036","Q1K8C4"
"NCU00542","Q7SCI3"
"NCU11040","A7UWQ6"
"NCU02660","Q7SH69"
"NCU01664","F5HCS7"
"NCU11353","A7UWY8"
"NCU03483","Q01397"
"NCU00257","Q7RVR0"
"NCU07196","Q1K5U9"
"NCU09808","Q7SDJ3"
"NCU04935","Q7S3T2"
"NCU06976","P45443"
"NCU02610","V5IRH6"
"NCU09210","Q7S3A4"
"NCU08991","Q8NK13"
"NCU03947","Q7RV01"
"NCU04800","Q7S6N5"
"NCU07544","Q7S304"
"NCU08501","Q9P4Z1"
"NCU06302","Q7SAC8"
"NCU08173","A7UX65"
"NCU00346","Q7RZL9"
"NCU03752","Q1K7C1"
"NCU08691","Q7S865"
"NCU02738","V5IRI8"
"NCU09469","Q7SC12"
"NCU06948","Q7S0X6"
"NCU04783","Q7S626"
"NCU02935","Q7SHG9"
"NCU08004","Q7RVY2"
"NCU07733","Q7S8Q8"
"NCU04768","Q7S640"
"NCU04817","Q7S6L8"
"NCU03264","V5IQQ8"
"NCU02003","Q01372"
"NCU06035","Q7S4F0"
"NCU03826","Q7S7R7"
"NCU07700","Q96X45"
"NCU06278","U9W4P8"
"NCU09903","Q7S0E4"
"NCU07922","Q7S9Z6"
"NCU02955","Q7SH14"
"NCU03737","Q1K7X3"
"NCU03981","V5ILK5"
"NCU08976","Q7S2Z3"
"NCU06694","Q1K743"
"NCU01486","V5INF5"
"NCU01229","Q1K825"
"NCU01962","V5IRD7"
"NCU04431","Q7RZ43"
"NCU07076","Q7S6E8"
"NCU07520","Q7S1A0"
"NCU05969","Q7S1V2"
"NCU02855","Q7SDQ1"
"NCU07225","Q1K5S8"
"NCU04395","Q7M4T0"
"NCU05136","Q1K5A3"
"NCU00852","Q7SD87"
"NCU07347","V5IQX1"
"NCU08412","Q7SC42"
"NCU09702","Q7S2S4"
"NCU04554","Q7RWD7"
"NCU02909","Q7SHJ5"
"NCU05404","Q1K8R8"
"NCU07974","Q7SAR4"
"NCU00762","Q7SDR1"
"NCU08760","Q7RWN7"
"NCU02240","Q7S439"
"NCU02916","Q7SHI8"
"NCU03328","Q1K4Q1"
"NCU01050","Q1K8B6"
"NCU01867","Q7SHD9"
"NCU07760","Q7S111"
"NCU07898","Q7SA19"
"NCU05121","Q1K5M0"
"NCU00684","V5IQH6"
"NCU09788","Q7S605"
"NCU03682","Q1K808"
"NCU09759","Q7S0V8"
"NCU06654","Q1K6M7"
"NCU03982","P78695"
"NCU08607","Q7SFL1"
"NCU02074","Q7SEY9"
"NCU01342","Q9HEK4"
"NCU02996","Q9P3S1"
"NCU03479","Q8WZS6"
"NCU03800","Q1K7H0"
"NCU06922","V5IM90"
"NCU08339","Q7SGS3"
"NCU06939","Q7S0H7"
"NCU00994","Q7SD30"
"NCU02059","Q7SDD9"
"NCU08739","Q7SCF6"
"NCU03834","Q7S747"
"NCU01870","Q7SHD6"
"NCU10042","Q7RV85"
"NCU06228","Q7SBS7"
"NCU09058","Q7S1U1"
"NCU06448","Q7RYW9"
"NCU06647","Q1K6W1"
"NCU03542","Q1K5D3"
"NCU02586","Q7SHN2"
"NCU05001","V5IL49"
"NCU08783","Q7RWY0"
"NCU00350","Q7RZL5"
"NCU02924","Q7SHI0"
"NCU04332","Q7S729"
"NCU00725","Q7SEF2"
"NCU03335","Q1K532"
"NCU07474","Q7SCP1"
"NCU04343","Q7RX33"
"NCU03214","Q7SGV5"
"NCU06771","Q1K8Z8"
"NCU00506","Q7SE67"
"NCU01279","Q7S7G3"
"NCU00966","Q7SGF6"
"NCU05231","Q7S8H7"
"NCU04003","Q1K620"
"NCU05453","Q1K8R1"
"NCU00624","Q7SI28"
"NCU01111","Q7RUH3"
"NCU05753","Q7S4R9"
"NCU03898","F5HID6"
"NCU02726","Q7SGC3"
"NCU01993","Q7SFN8"
"NCU04790","V5IKM0"
"NCU00410","Q1K5S6"
"NCU07437","Q7SF16"
"NCU06099","Q7S5I8"
"NCU08277","Q7S8J0"
"NCU04640","V5IMJ8"
"NCU02810","Q7SEK4"
"NCU00040",
"NCU02208","Q7S464"
"NCU07831","Q7SBD4"
"NCU07380","Q7S2I2"
"NCU05889","Q7S519"
"NCU01021","Q9P748"
"NCU08046","Q6MFP4"
"NCU07929","Q7S9Y9"
"NCU03876","Q7RXH4"
"NCU07954","Q7S931"
"NCU09707","Q7S2R9"
"NCU06279","Q7SB62"
"NCU02813","Q7SEK1"
"NCU02076","Q7SEY8"
"NCU00366","Q7RYU2"
"NCU05274","P38672"
"NCU09004","Q7S2W6"
"NCU08097","Q7SGI7"
"NCU04850","Q7S6I5"
"NCU09042","V5IKS1"
"NCU06631","Q7S8B6"
"NCU09313","Q7SD81"
"NCU00117","Q7RYL2"
"NCU09869","V5IM27"
"NCU07698","Q7S9K7"
"NCU03341","Q1K527"
"NCU08012","Q6MFS1"
"NCU07340","Q7SA23"
"NCU06089","Q7S483"
"NCU02961","Q7SH08"
"NCU04450","Q7RWB6"
"NCU06961","Q7SAI8"
"NCU06310","Q7SAC1"
"NCU04009","Q1K617"
"NCU00693","Q7SHW1"
"NCU00812","Q7SEC2"
"NCU02256","Q7S5A8"
"NCU04155","Q1K7K5"
"NCU01820","Q7RWC2"
"NCU00134","U9WGQ6"
"NCU06055","Q7S4Z5"
"NCU09672","Q7S7D0"
"NCU09117","Q7S0F8"
"NCU04264","Q1K7I3"
"NCU01849","Q7SD19"
"NCU07200","Q871C5"
"NCU05618","Q7S5S9"
"NCU00831","V5IQ13"
"NCU03296","Q7SDW0"
"NCU00676","Q7SHX7"
"NCU02705","Q7SH24"
"NCU00133","Q7RWW0"
"NCU01164","Q8X0X6"
"NCU03911","Q9P5K9"
"NCU07471","Q7SCP4"
"NCU07619","Q7SB35"
"NCU03697","Q1K7Z8"
"NCU11363","A7UX11"
"NCU09050","Q7S1U9"
"NCU04084","Q7RWM5"
"NCU06042","Q7S508"
"NCU04641","Q1K6H3"
"NCU05069","Q7RWL5"
"NCU02019","Q7SFL3"
"NCU03131","Q7SFW4"
"NCU05188","Q7S8D7"
"NCU09233","Q7SCU7"
"NCU02573","V5IRG6"
"NCU01175","Q92250"
"NCU03632","Q1K7Q2"
"NCU09352","Q7S2N6"
"NCU02579","Q6MV78"
"NCU02408","Q7S476"
"NCU05858","Q7S550"
"NCU07308","V5IMT9"
"NCU07307","V5IMJ4"
"NCU07996","Q7SAP4"
"NCU06483","Q7RYJ1"
"NCU06688","Q1K747"
"NCU06932","Q7S0D2"
"NCU07257","Q7S958"
"NCU03022","Q7SGZ4"
"NCU07419","Q7S1F4"
"NCU10500","V5IMC5"
"NCU07746","Q7S1T2"
"NCU06250","Q7SBQ7"
"NCU03146","Q7SDU6"
"NCU04540","Q7RWG8"
"NCU07521","Q7S199"
"NCU04819","Q7S6L6"
"NCU09387","Q7SCV7"
"NCU04001","Q1K622"
"NCU09915","V5IMR7"
"NCU00829","Q7SEA5"
"NCU00023","Q7RY82"
"NCU00876","Q7SFF5"
"NCU08291","Q7SA94"
"NCU09491","Q9HGR3"
"NCU08785","Q7RWX8"
"NCU04315","Q871G3"
"NCU07386","Q7S2H6"
"NCU17058","V5ILU6"
"NCU00528","Q7SDL6"
"NCU06269","Q7SB71"
"NCU06883","Q7S3H0"
"NCU03992","Q7RVP7"
"NCU04140","P20080"
"NCU04371","Q6M981"
"NCU02455","O60046"
"NCU03241","Q7SCN0"
"NCU03660","Q1K6P7"
"NCU00019","Q7RY86"
"NCU10776","A7UW97"
"NCU03564","Q7RWQ0"
"NCU05885","Q7S523"
"NCU03049","Q7SD22"
"NCU02894","Q7SHL0"
"NCU01089","V5IP21"
"NCU09429","Q7S0B3"
"NCU03755","Q1K7B9"
"NCU16769","V5IN64"
"NCU02096","Q7SDB4"
"NCU10051","Q7S074"
"NCU00236","Q7RZX5"
"NCU05899","Q7S406"
"NCU06262","Q7SB51"
"NCU03817","Q1K7F8"
"NCU08900","Q1K693"
"NCU09930","F5HHZ0"
"NCU00892","O13492"
"NCU00893","Q7SFD9"
"NCU02361","V5IL13"
"NCU05984","Q7S212"
"NCU03813","Q07103"
"NCU00758","Q7SDR5"
"NCU03062","Q7SD01"
"NCU09911","Q7S145"
"NCU03588","Q7S773"
"NCU02009","Q7SFM3"
"NCU02265","P19970"
"NCU09899","Q7S200"
"NCU03363","Q1K502"
"NCU09611","Q1K8M9"
"NCU04797","Q7S6N8"
"NCU09347","Q7S2P1"
"NCU04401","Q7RZ72"
"NCU07807","P53444"
"NCU04771","V5IKU5"
"NCU02925","Q7SHH9"
"NCU02794","Q7SDK1"
"NCU10008","Q7S3Z6"
"NCU02580","Q7SHN7"
"NCU05537","Q7S6Q3"
"NCU07506","V5INQ1"
"NCU08018","V5IMG3"
"NCU02344","Q7S411"
"NCU06068","Q7S4Y2"
"NCU06799","Q1K8X7"
"NCU07945","V5IN36"
"NCU00945","Q7SGH7"
"NCU04390","V5INL4"
"NCU05383","Q1K8H9"
"NCU07788","Q1K639"
