"GID","UNIPROT"
"NCU06001","Q7S2F5"
"NCU06007","Q7S2F0"
"NCU06008","Q7S2E9"
"NCU06012","Q7S2E5"
"NCU06018","Q7S3W4"
"NCU06019","Q7S4F9"
"NCU06029","Q7S4F6"
"NCU06034","Q7S4F1"
"NCU06037","Q7S4E8"
"NCU06040","Q7S509"
"NCU06045","Q7S505"
"NCU06046","Q7S504"
"NCU06050","Q7S500"
"NCU06051","Q7S4Z9"
"NCU06056","Q7S4Z4"
"NCU06060","Q7S4Z0"
"NCU06064","Q7S4Y6"
"NCU06065","Q7S4Y5"
"NCU06069","V5IKJ3"
"NCU06070","Q7S4Y0"
"NCU06072","Q7S4X8"
"NCU06073","V5IKY2"
"NCU06074","Q7S4X6"
"NCU06076","V5IMF7"
"NCU06078","Q7S3X0"
"NCU06079","Q7S3W9"
"NCU06080","Q7S492"
"NCU06081","V5IKJ0"
"NCU06082","Q7S490"
"NCU06083","Q7S489"
"NCU06084","Q7S488"
"NCU06088","Q7S484"
"NCU06090","Q7S482"
"NCU06094","Q7S5J3"
"NCU06096","Q7S5J1"
"NCU06098","Q7S5I9"
"NCU06101","Q7S5I6"
"NCU06102","Q7S5I5"
"NCU06106","Q7S5I1"
"NCU06107","Q7S5I0"
"NCU06109","Q7S5H8"
"NCU06114","Q7S5H4"
"NCU06116","Q7S5H2"
"NCU06117","Q7S5H1"
"NCU06120","Q7S5G8"
"NCU06121","Q7S5G7"
"NCU06124","Q7S5G4"
"NCU06125","Q7S5G3"
"NCU06126","Q7S5G2"
"NCU06127","Q7S5G1"
"NCU06128","Q7S5G0"
"NCU06129","Q7S5F9"
"NCU06130","Q7S5F8"
"NCU06131","Q7S5F7"
"NCU06133","Q7S5F5"
"NCU06134","Q7S5F4"
"NCU06135","Q7S5F3"
"NCU06136","Q7S5F2"
"NCU06139","Q7S5E9"
"NCU06140","Q7S5E8"
"NCU06143","Q7S5E5"
"NCU06146","Q7S5E2"
"NCU06147","Q7S5E1"
"NCU06148","Q7S5E0"
"NCU06150","V5ILE6"
"NCU06152","Q7S5D6"
"NCU06154","Q7S5D4"
"NCU06155","Q7S5D3"
"NCU06156","Q7S5D2"
"NCU06157","Q7S5D1"
"NCU06160","Q7S5C8"
"NCU06161","Q7S5C7"
"NCU06163","V5IKW8"
"NCU06164","V5ILE3"
"NCU06165","Q7S5C3"
"NCU06169","Q7S5B9"
"NCU06170","Q7S5B8"
"NCU06173","U9WGH1"
"NCU06180","Q7SBJ0"
"NCU06181","Q7SBI9"
"NCU06186","Q7SBI5"
"NCU06196","Q7SBH7"
"NCU06197","Q7SBH6"
"NCU06203","Q7SBC0"
"NCU06204","Q7SBB9"
"NCU06206","U9W2V8"
"NCU06209","Q7SBB4"
"NCU06210","Q7SBB3"
"NCU06214","Q7SBA9"
"NCU06220","U9W321"
"NCU06221","Q7SBT4"
"NCU06223","Q7SBT2"
"NCU06229","Q7SBS6"
"NCU06233","Q7SBS3"
"NCU06234","Q7SBS2"
"NCU06235","Q7SBS1"
"NCU06236","Q7SBS0"
"NCU06237","Q7SBR9"
"NCU06239","Q7SBR7"
"NCU06243","Q7SBR4"
"NCU06247","Q7SBR0"
"NCU06248","Q7SBQ9"
"NCU06252","Q7SB61"
"NCU06253","Q7SB60"
"NCU06255","Q7SB58"
"NCU06257","Q7SB56"
"NCU06258","U9W330"
"NCU06263","Q7SB50"
"NCU06265","Q7SB48"
"NCU06271","Q7SB70"
"NCU06273","Q7SB68"
"NCU06275","Q7SB66"
"NCU06282","V5IQ75"
"NCU06283","V5INI2"
"NCU06286","Q7SAE4"
"NCU06287","Q7SAE3"
"NCU06288","Q7SAE2"
"NCU06289","Q7SAE1"
"NCU06290","Q7SAE0"
"NCU06293","Q7SAD7"
"NCU06294","Q7SAD6"
"NCU06296","Q7SAD4"
"NCU06298","Q7SAD2"
"NCU06299","Q7SAD1"
"NCU06301","Q7SAC9"
"NCU06313","Q7SAB8"
"NCU06316","Q7SAB5"
"NCU06320","V5IMK3"
"NCU06321","Q7SAB0"
"NCU06324","Q7SAA7"
"NCU06325","Q7SAA6"
"NCU06328","Q7SAA3"
"NCU06329","Q7SAA2"
"NCU06330","Q7SAA1"
"NCU06331","Q7SAA0"
"NCU06334","V5INH3"
"NCU06335","Q7S9X1"
"NCU06337","Q7S9W9"
"NCU06343","V5IP00"
"NCU06346","Q7S9W0"
"NCU06349","Q7S9V7"
"NCU06350","Q7S9V6"
"NCU06353","Q7S9V3"
"NCU06359","Q7S9U7"
"NCU06363","V5INZ6"
"NCU06368","Q7S9T8"
"NCU06373","Q7S9T3"
"NCU06376","Q7S9T0"
"NCU06385","Q7S9G2"
"NCU06387","Q7S9G0"
"NCU06390","Q7S9F7"
"NCU06391","Q7S9F6"
"NCU06393","Q7S9F4"
"NCU06395","Q7S9F2"
"NCU06398","Q7S9E9"
"NCU06399","Q7S9E8"
"NCU06401","Q7S9E6"
"NCU06403","Q7S9E4"
"NCU06406","Q7RW26"
"NCU06412","Q7RWE6"
"NCU06413","Q7RWE5"
"NCU06414","Q7RWE4"
"NCU06415","Q7RZ00"
"NCU06420","Q7RYZ5"
"NCU06423","Q7RYZ2"
"NCU06425","Q7RYZ0"
"NCU06426","Q7RYY9"
"NCU06427","Q7RYY8"
"NCU06434","Q7RYY3"
"NCU06437","Q7RYY0"
"NCU06443","Q7RYX4"
"NCU06445","U9W822"
"NCU06446","Q7RYX1"
"NCU06451","Q7RYW7"
"NCU06453","Q7RYW5"
"NCU06455","Q7RYW4"
"NCU06461","Q7RYV8"
"NCU06462","Q7RYV7"
"NCU06463","Q7RYV6"
"NCU06467","U9W4K2"
"NCU06470","Q7RYU9"
"NCU06474","Q7RYU6"
"NCU06475","Q7RYU5"
"NCU06476","Q7RYU4"
"NCU06478","Q7RYJ6"
"NCU06479","Q7RYJ5"
"NCU06480","Q7RYJ4"
"NCU06484","Q7RYJ0"
"NCU06485","Q7RYI9"
"NCU06487","Q7RYI7"
"NCU06490","Q7RYI4"
"NCU06496","Q7RYH9"
"NCU06499","Q7RYH6"
"NCU06504","Q7RYH1"
"NCU06506","Q7RYG9"
"NCU06507","Q7RYG8"
"NCU06509","U9W4K9"
"NCU06511","U9W2U0"
"NCU06513","Q7S827"
"NCU06514","Q7S826"
"NCU06515","Q7S878"
"NCU06516","Q7S877"
"NCU06517","Q7S876"
"NCU06525","Q7S8A2"
"NCU06526","Q7S8A1"
"NCU06529","Q7S898"
"NCU06531","Q7S896"
"NCU06533","Q7S894"
"NCU06534","Q7S834"
"NCU06536","V5IMA1"
"NCU06537","Q7S9I9"
"NCU06538","V5ILZ3"
"NCU06539","Q7S9I7"
"NCU06547","Q7S9I0"
"NCU06548","Q7S9H9"
"NCU06551","V5IMA5"
"NCU06553","Q1K8F3"
"NCU06555","Q7S9H7"
"NCU06557","Q7S9H6"
"NCU06560","Q7S9H5"
"NCU06565","V5INS5"
"NCU06566","Q7S9H2"
"NCU06570","Q7S9G8"
"NCU06571","Q7S846"
"NCU06572","Q7S845"
"NCU06574","Q7S843"
"NCU06575","Q7S8N8"
"NCU06576","Q7S8N7"
"NCU06581","Q7S8N3"
"NCU06582","Q7S8N2"
"NCU06584","Q7S8N0"
"NCU06587","Q7S8M7"
"NCU06588","Q7S8M6"
"NCU06589","Q7S9S6"
"NCU06590","Q7S9S5"
"NCU06591","Q7S9S4"
"NCU06592","Q7S9S3"
"NCU06596","Q7S9R9"
"NCU06597","Q7S9R8"
"NCU06598","Q7S9R7"
"NCU06601","Q7S9R4"
"NCU06602","Q7S9R3"
"NCU06604","Q7S9R1"
"NCU06607","Q7S9Q8"
"NCU06608","Q7S9Q7"
"NCU06609","Q7S9Q6"
"NCU06611","Q7S9Q4"
"NCU06612","Q7S9Q3"
"NCU06614","Q7S9Q1"
"NCU06615","Q7S9Q0"
"NCU06620","Q7S9P6"
"NCU06621","Q7S9P5"
"NCU06623","Q7S9P3"
"NCU06627","Q7S8B9"
"NCU06629","Q7S8B7"
"NCU06640","Q1K6W5"
"NCU06641","V5IN63"
"NCU06644","Q1K6W4"
"NCU06645","Q1K6W3"
"NCU06649","Q7S7I2"
"NCU06653","Q7S7A8"
"NCU06657","Q1K6M5"
"NCU06667","V5ILH2"
"NCU06668","Q1K6Y8"
"NCU06669","Q7S7K1"
"NCU06674","Q1K6Y6"
"NCU06675","Q1K6Y5"
"NCU06676","V5IPC5"
"NCU06680","Q7S7N2"
"NCU06681","Q1K752"
"NCU06683","Q1K751"
"NCU06686","Q1K748"
"NCU06689","Q7S7M9"
"NCU06690","Q1K746"
"NCU06691","Q1K745"
"NCU06693","Q1K744"
"NCU06696","Q1K742"
"NCU06707","V5IN85"
"NCU06709","Q7S7J2"
"NCU06711","Q1K6Y0"
"NCU06715","Q1K6X6"
"NCU06725","Q1K6W8"
"NCU06730","Q7S786"
"NCU06731","Q1K6K6"
"NCU06734","Q1K8U8"
"NCU06737","Q1K8U6"
"NCU06740","Q1K8U3"
"NCU06742","Q1K8U1"
"NCU06743","F5HE85"
"NCU06744","Q1K8U0"
"NCU06746","Q1K8T9"
"NCU06747","Q1K8T8"
"NCU06748","Q1K8T7"
"NCU06752","Q1K8T4"
"NCU06758","Q1K8T1"
"NCU06759","V5IN56"
"NCU06763","Q1K8S7"
"NCU06765","Q1K8S6"
"NCU06772","Q1K8Z7"
"NCU06773","Q1K8Z6"
"NCU06776","Q1K8Z4"
"NCU06784","Q7SCH7"
"NCU06787","Q1K8Y6"
"NCU06788","F5HH33"
"NCU06789","Q1K8Y5"
"NCU06790","Q1K8Y4"
"NCU06791","Q1K8Y3"
"NCU06793","Q1K8Y1"
"NCU06794","Q1K8Y0"
"NCU06795","Q1K8X9"
"NCU06797","Q1K8X8"
"NCU06806","F5HD25"
"NCU06807","F5HDS3"
"NCU06808","V5INF3"
"NCU06810","Q1K8X5"
"NCU06811","F5H9P3"
"NCU06815","V5IN48"
"NCU06817","Q7SCH3"
"NCU06822","F5HC65"
"NCU06823","F5HCL1"
"NCU06824","Q7RUT4"
"NCU06826","F5HH93"
"NCU06833","Q7RUS7"
"NCU06837","Q1K8X1"
"NCU06838","Q1K8X0"
"NCU06840","Q1K8W8"
"NCU06841","A7UWW6"
"NCU06844","V5IPC0"
"NCU06849","Q1K8K5"
"NCU06851","Q1K8K3"
"NCU06852","Q7SC65"
"NCU06853","Q1K8K2"
"NCU06855","Q1K8K0"
"NCU06857","Q1K8J8"
"NCU06859","Q7S0F6"
"NCU06862","Q7S0F3"
"NCU06867","V5IKG3"
"NCU06872","Q7S0A6"
"NCU06875","Q7S3H8"
"NCU06878","Q7S3H5"
"NCU06879","Q7S3H4"
"NCU06884","Q7S3G9"
"NCU06885","Q7S3G8"
"NCU06886","Q7S3G7"
"NCU06887","Q7S3G6"
"NCU06888","Q7S3G5"
"NCU06889","Q7S3G4"
"NCU06890","Q7S3G3"
"NCU06893","Q7S3G0"
"NCU06894","Q7S3F9"
"NCU06896","Q7S3F7"
"NCU06897","Q7S3F6"
"NCU06898","Q7S3F5"
"NCU06899","Q7S3F4"
"NCU06901","Q7S3F2"
"NCU06902","Q7S3F1"
"NCU06903","Q7S3F0"
"NCU06904","Q7S3E9"
"NCU06906","Q7S3E7"
"NCU06907","V5IM85"
"NCU06908","Q7S3E5"
"NCU06911","Q7S3E2"
"NCU06912","Q7S3E1"
"NCU06913","Q7S3E0"
"NCU06915","Q7S3D8"
"NCU06916","Q7S3D7"
"NCU06917","Q7S3D6"
"NCU06919","Q7S3D4"
"NCU06920","Q7S3D3"
"NCU06926","Q7S3C7"
"NCU06928","Q7S3C5"
"NCU06930","V5IKT9"
"NCU06933","Q7S0D1"
"NCU06934","Q7S0D0"
"NCU06935","Q7S0C9"
"NCU06936","Q7S0C8"
"NCU06937","Q7S0C7"
"NCU06938","Q7S0C6"
"NCU06940","Q7S0H6"
"NCU06944","V5IKU1"
"NCU06945","Q7S0H1"
"NCU06946","Q7S0X8"
"NCU06950","Q7S0X4"
"NCU06951","Q7S0X3"
"NCU06953","Q7S0X1"
"NCU06954","Q7S0X0"
"NCU06955","Q7S0W9"
"NCU06957","Q7SAJ2"
"NCU06959","Q7SAJ0"
"NCU06963","V5IMW0"
"NCU06965","Q7SAI4"
"NCU06966","Q7SAI3"
"NCU06967","Q7SAI2"
"NCU06968","Q7SAI1"
"NCU06975","Q7SAH4"
"NCU06977","Q7SAH3"
"NCU06978","Q7SAH2"
"NCU06980","Q7SAH0"
"NCU06981","V5IMM2"
"NCU06983","Q7SAG7"
"NCU06984","Q7SAG6"
"NCU06985","Q7SAG5"
"NCU06987","Q7SAG3"
"NCU06989","Q7SAG1"
"NCU06990","Q7SAG0"
"NCU06991","Q7SAF9"
"NCU06995","Q7SAF5"
"NCU06997","Q7SAF3"
"NCU06999","V5IMN0"
"NCU07000","Q7SAF0"
"NCU07003","Q7SAE8"
"NCU07004","Q7S864"
"NCU07009","Q7S832"
"NCU07012","Q7S8D4"
"NCU07013","Q7S8D3"
"NCU07016","Q7S8D1"
"NCU07017","Q7S8D0"
"NCU07028","Q7S9A8"
"NCU07029","Q7S9A7"
"NCU07030","Q7S9A6"
"NCU07031","Q7S9A5"
"NCU07032","Q7S9A4"
"NCU07033","V5INX8"
"NCU07034","V5IQK4"
"NCU07036","Q7S9A0"
"NCU07037","Q7S999"
"NCU07038","Q7S998"
"NCU07043","Q7S993"
"NCU07046","Q7S990"
"NCU07047","Q7S989"
"NCU07048","Q7S988"
"NCU07049","Q7S5U8"
"NCU07050","Q7S5U7"
"NCU07051","Q7S5U6"
"NCU07057","Q7S5W0"
"NCU07060","Q7S5V7"
"NCU07061","Q7S5V6"
"NCU07063","Q7S6G0"
"NCU07065","Q7S6F8"
"NCU07073","V5IKT1"
"NCU07074","Q7S6E9"
"NCU07077","V5IKK7"
"NCU07078","Q7S6E6"
"NCU07079","V5IL96"
"NCU07080","Q7S6E4"
"NCU07083","Q7S6E1"
"NCU07084","Q7S6E0"
"NCU07085","Q7S6D9"
"NCU07086","Q7S6D8"
"NCU07087","Q7S6D7"
"NCU07088","Q7S6D6"
"NCU07090","Q7S685"
"NCU07091","Q7S684"
"NCU07095","Q7S680"
"NCU07098","Q7S677"
"NCU07099","Q7S676"
"NCU07102","Q7S673"
"NCU07103","Q7S672"
"NCU07104","Q7S671"
"NCU07105","Q7S670"
"NCU07106","Q7S669"
"NCU07107","Q7S668"
"NCU07108","Q7S667"
"NCU07109","Q7S666"
"NCU07110","Q7S665"
"NCU07112","Q7S663"
"NCU07113","Q7S662"
"NCU07114","V5IL93"
"NCU07115","Q7S660"
"NCU07116","Q7S659"
"NCU07122","V5IMY3"
"NCU07123","Q7S6C9"
"NCU07124","Q7S6C8"
"NCU07126","Q7S6C6"
"NCU07132","Q7S6C0"
"NCU07134","Q7S6B8"
"NCU07135","Q7S6B7"
"NCU07136","Q7S6B6"
"NCU07138","Q7S6B4"
"NCU07141","Q7S6B1"
"NCU07142","V5IMX8"
"NCU07144","Q1K5Y6"
"NCU07145","Q7RZ26"
"NCU07146","Q1K5Y5"
"NCU07147","Q1K5Y4"
"NCU07148","Q7RZ25"
"NCU07149","Q7RZ24"
"NCU07150","Q1K5Y3"
"NCU07151","Q1K5Y2"
"NCU07152","Q7RZ23"
"NCU07157","Q1K5X8"
"NCU07158","Q1K5X7"
"NCU07161","Q1K5X5"
"NCU07162","Q1K5X4"
"NCU07163","Q1K5X3"
"NCU07164","Q1K5X2"
"NCU07166","Q1K5X0"
"NCU07168","Q1K5W8"
"NCU07174","Q1K5W3"
"NCU07177","Q1K5W1"
"NCU07178","Q1K5W0"
"NCU07180","Q7RZ17"
"NCU07181","Q7RZ16"
"NCU07183","Q1K5V8"
"NCU07184","Q7RZ15"
"NCU07185","Q7RZ14"
"NCU07186","Q1K5V7"
"NCU07187","V5INJ1"
"NCU07191","Q7RZ13"
"NCU07192","Q1K5V2"
"NCU07193","Q1K5V1"
"NCU07194","Q7RZ12"
"NCU07195","Q1K5V0"
"NCU07201","Q1K5U5"
"NCU07202","Q1K5U4"
"NCU07203","Q1K5U3"
"NCU07204","Q1K5U2"
"NCU07206","V5IPN4"
"NCU07207","Q1K5U1"
"NCU07208","Q1K5U0"
"NCU07209","Q1K5T9"
"NCU07210","Q1K5T8"
"NCU07211","Q7RZ08"
"NCU07212","Q1K5T7"
"NCU07213","Q1K5T6"
"NCU07214","Q1K5T5"
"NCU07215","Q1K5T4"
"NCU07216","Q1K5T3"
"NCU07217","F5H9G9"
"NCU07218","Q1K5T2"
"NCU07219","Q7RZ06"
"NCU07222","Q1K5T0"
"NCU07226","Q7RZ03"
"NCU07227","Q7RZ02"
"NCU07228","Q7RZ01"
"NCU07229","Q7RW99"
"NCU07230","Q7RW98"
"NCU07231","Q7RW97"
"NCU07233","Q7RW95"
"NCU07234","Q7RW94"
"NCU07235","Q7RW93"
"NCU07237","Q7RWA9"
"NCU07238","Q7RWA8"
"NCU07239","Q7RWA7"
"NCU07241","Q7RWA5"
"NCU07243","Q7RWA3"
"NCU07244","Q7RWA2"
"NCU07245","Q7RWA1"
"NCU07249","Q7RW56"
"NCU07250","Q7S854"
"NCU07252","Q7S963"
"NCU07254","Q7S961"
"NCU07255","V5IQI4"
"NCU07260","Q7S955"
"NCU07262","Q7S953"
"NCU07265","Q7S950"
"NCU07268","Q7S948"
"NCU07270","Q7S946"
"NCU07272","Q7S944"
"NCU07273","Q7S943"
"NCU07274","Q7S942"
"NCU07275","Q7S941"
"NCU07279","Q7S987"
"NCU07282","Q7S985"
"NCU07283","Q7S984"
"NCU07284","Q7S983"
"NCU07285","Q7S982"
"NCU07287","Q7S980"
"NCU07288","V5INV3"
"NCU07293","Q7S974"
"NCU07294","Q7S973"
"NCU07297","Q7S971"
"NCU07301","V5IMU4"
"NCU07302","Q7S966"
"NCU07305","Q7SA57"
"NCU07306","Q7SA56"
"NCU07310","V5IPA3"
"NCU07311","Q7SA51"
"NCU07312","Q7SA50"
"NCU07316","Q7SA46"
"NCU07317","Q7SA45"
"NCU07321","Q7SA41"
"NCU07323","V5IMT1"
"NCU07326","Q7SA37"
"NCU07327","Q7SA36"
"NCU07332","Q7SA31"
"NCU07333","Q7SA30"
"NCU07335","Q7SA28"
"NCU07336","Q7SA27"
"NCU07337","Q7SA26"
"NCU07339","Q7SA24"
"NCU07341","Q7SA22"
"NCU07342","Q7SA21"
"NCU07344","Q7S172"
"NCU07345","Q7S171"
"NCU07348","Q7S168"
"NCU07349","Q7S167"
"NCU07350","Q7S166"
"NCU07352","V5IR89"
"NCU07354","Q7S162"
"NCU07358","Q7S0Q1"
"NCU07359","Q7S0Q0"
"NCU07363","Q7S0C0"
"NCU07364","Q7S0B9"
"NCU07368","Q7S2J4"
"NCU07369","Q7S2J3"
"NCU07370","Q7S2J2"
"NCU07371","Q7S2J1"
"NCU07372","Q7S2J0"
"NCU07374","Q7S2I8"
"NCU07385","Q7S2H7"
"NCU07387","Q7S2H5"
"NCU07388","Q7S2H4"
"NCU07390","Q7S040"
"NCU07394","Q7S1M0"
"NCU07396","Q7S1L8"
"NCU07398","Q7S1L6"
"NCU07400","Q7S1L4"
"NCU07401","V5IR85"
"NCU07405","Q7S0U9"
"NCU07406","Q7S0U8"
"NCU07410","Q7S0U5"
"NCU07416","V5IRN3"
"NCU07421","Q7S1F3"
"NCU07422","Q7S1F2"
"NCU07423","Q7S1F1"
"NCU07424","Q7S1F0"
"NCU07425","V5IR79"
"NCU07427","Q7SF25"
"NCU07429","Q7SF23"
"NCU07433","Q7SF20"
"NCU07436","Q7SF17"
"NCU07439","Q7SF14"
"NCU07441","Q7SF13"
"NCU07445","Q7SF09"
"NCU07448","Q7SF07"
"NCU07449","Q7SF06"
"NCU07450","Q7SF05"
"NCU07453","Q7SF02"
"NCU07455","Q7SF00"
"NCU07462","Q7SD44"
"NCU07463","Q7SD43"
"NCU07464","Q7SD42"
"NCU07467","V5INX1"
"NCU07475","Q7SCP0"
"NCU07476","Q7SCR4"
"NCU07477","Q7SCR3"
"NCU07479","Q7SCR1"
"NCU07480","Q7SG60"
"NCU07485","Q7SG56"
"NCU07491","Q7SG51"
"NCU07492","Q7SG50"
"NCU07493","Q7SG49"
"NCU07494","Q7SG48"
"NCU07497","Q7SG45"
"NCU07500","Q7SG42"
"NCU07501","Q7SG41"
"NCU07502","Q7SG40"
"NCU07503","Q7SG39"
"NCU07507","V5IPV8"
"NCU07508","Q7SG34"
"NCU07510","Q7S0B2"
"NCU07511","Q7S0B1"
"NCU07513","Q7S0A9"
"NCU07514","U9W3R7"
"NCU07517","Q7S1A3"
"NCU07518","Q7S1A2"
"NCU07525","Q7S322"
"NCU07526","Q7S321"
"NCU07527","Q7S320"
"NCU07529","Q7S318"
"NCU07532","Q7S315"
"NCU07537","Q7S311"
"NCU07538","Q7S310"
"NCU07539","Q7S309"
"NCU07540","Q7S308"
"NCU07541","Q7S307"
"NCU07543","Q7S305"
"NCU07548","Q7S301"
"NCU07551","Q7S2Z8"
"NCU07552","Q7S2Z7"
"NCU07553","Q7RZZ8"
"NCU07555","Q7S1Z8"
"NCU07557","Q7S1Z6"
"NCU07559","Q7S1Z4"
"NCU07561","Q7S1Z2"
"NCU07563","Q7S1Z0"
"NCU07568","Q7S1Y5"
"NCU07569","Q7S1Y4"
"NCU07571","U9W5A0"
"NCU07572","Q7S120"
"NCU07573","Q7S119"
"NCU07574","Q7S118"
"NCU07575","Q7S117"
"NCU07576","Q7S116"
"NCU07579","Q7S113"
"NCU07581","Q7SBH5"
"NCU07582","Q7SBH4"
"NCU07583","Q7SBH3"
"NCU07586","Q7SBH0"
"NCU07588","Q7SBG8"
"NCU07592","Q7SBG4"
"NCU07593","Q7SBG3"
"NCU07594","Q7SBG2"
"NCU07595","Q7SBG1"
"NCU07596","Q7SBG0"
"NCU07597","Q7SBF9"
"NCU07599","Q7SBF7"
"NCU07600","Q7SBF6"
"NCU07601","Q7SBF5"
"NCU07602","Q7SBF4"
"NCU07603","Q7SBF3"
"NCU07606","Q7SBF0"
"NCU07613","Q7SB41"
"NCU07614","Q7SB40"
"NCU07615","Q7SB39"
"NCU07616","Q7SB38"
"NCU07618","Q7SB36"
"NCU07622","Q7SB03"
"NCU07625","Q7SB00"
"NCU07627","Q7SAZ8"
"NCU07628","Q7SAZ7"
"NCU07629","Q7SAZ6"
"NCU07630","Q7SAZ5"
"NCU07631","Q7SAZ4"
"NCU07632","Q7SAZ3"
"NCU07633","Q7SAZ2"
"NCU07634","Q7SAT5"
"NCU07635","Q7SAT4"
"NCU07636","Q7SAT3"
"NCU07637","Q7SAT2"
"NCU07638","Q7SAT1"
"NCU07640","V5IMZ2"
"NCU07641","Q7SAU9"
"NCU07642","Q7SAU8"
"NCU07643","Q7SAU7"
"NCU07644","Q7SAU6"
"NCU07645","Q7SAU5"
"NCU07646","V5IPR8"
"NCU07647","Q7SAS8"
"NCU07648","Q7SAS7"
"NCU07651","Q7SAY1"
"NCU07652","Q7SAY0"
"NCU07653","Q7SAX9"
"NCU07655","Q7SAX7"
"NCU07656","Q7SAX6"
"NCU07657","Q7SAX5"
"NCU07660","Q7S9N9"
"NCU07661","Q7S9N8"
"NCU07664","Q7S9N6"
"NCU07671","Q7S9N0"
"NCU07672","Q7S9M9"
"NCU07675","Q7S9M6"
"NCU07676","Q7S9M5"
"NCU07678","V5INW0"
"NCU07684","Q7S9L8"
"NCU07685","Q7S9L7"
"NCU07687","Q7S9L5"
"NCU07692","V5IMD3"
"NCU07695","V5IMC8"
"NCU07696","Q7S9K9"
"NCU07699","Q7S9K6"
"NCU07702","Q7S9K4"
"NCU07703","Q7S9K3"
"NCU07707","Q7S9J9"
"NCU07714","Q7S9J2"
"NCU07715","Q7S9J1"
"NCU07716","V5IM11"
"NCU07718","Q7S8S1"
"NCU07730","Q7S8R0"
"NCU07731","Q7S8Q9"
"NCU07738","Q7S0V4"
"NCU07740","Q7S0V2"
"NCU07743","Q7S1T5"
"NCU07744","Q7S1T4"
"NCU07745","Q7S1T3"
"NCU07747","Q7S1T1"
"NCU07748","Q7S1T0"
"NCU07749","Q7S1S9"
"NCU07750","Q7S1S8"
"NCU07751","Q7S1S7"
"NCU07752","Q7S1S6"
"NCU07753","Q7S1S5"
"NCU07758","Q7S1S0"
"NCU07759","Q7S112"
"NCU07761","Q7S110"
"NCU07762","Q7S109"
"NCU07763","Q7S108"
"NCU07764","Q7S107"
"NCU07765","Q7S106"
"NCU07766","Q1K650"
"NCU07767","Q1K649"
"NCU07769","Q7S105"
"NCU07770","Q1K647"
"NCU07771","Q1K690"
"NCU07772","V5IKY7"
"NCU07775","Q1K687"
"NCU07778","F5HFM3"
"NCU07780","Q1K684"
"NCU07781","Q1K683"
"NCU07782","V5IKY3"
"NCU07785","Q1K680"
"NCU07786","Q7RVR6"
"NCU07789","Q7S0K6"
"NCU07791","Q1K637"
"NCU07793","Q1K636"
"NCU07797","Q7S1D1"
"NCU07798","Q7S1D0"
"NCU07799","Q7S1C9"
"NCU07801","Q7S1C7"
"NCU07802","Q7S1C6"
"NCU07804","Q7S1C4"
"NCU07805","Q7S1C3"
"NCU07806","Q7S1C2"
"NCU07808","Q7S1C0"
"NCU07809","Q7S1B9"
"NCU07810","Q7S001"
"NCU07811","Q7S000"
"NCU07812","Q7S044"
"NCU07813","Q7S043"
"NCU07815","Q7SBE9"
"NCU07818","Q7SBE6"
"NCU07822","Q7SBE2"
"NCU07825","Q7SBD9"
"NCU07827","U9W2W1"
"NCU07828","Q7SBD6"
"NCU07833","Q7SBD2"
"NCU07838","Q7SBC7"
"NCU07840","Q7SAR8"
"NCU07841","Q7SAR7"
"NCU07844","Q7SBW4"
"NCU07845","Q7SBW3"
"NCU07846","U9W2W5"
"NCU07847","Q7SBW1"
"NCU07848","Q7SBW0"
"NCU07855","Q7SBV3"
"NCU07856","Q7SBV2"
"NCU07861","Q7SBU8"
"NCU07867","Q7SBU2"
"NCU07868","U9WGE0"
"NCU07871","Q7SBT8"
"NCU07875","Q7SAR9"
"NCU07878","Q7SB15"
"NCU07881","Q7SB12"
"NCU07883","Q7SB10"
"NCU07886","Q7SB07"
"NCU07888","Q7SB06"
"NCU07889","Q7SB05"
"NCU07891","Q7S885"
"NCU07892","Q7S884"
"NCU07895","Q7S881"
"NCU07896","Q7S880"
"NCU07897","Q7S879"
"NCU07900","Q7SA17"
"NCU07901","Q7SA16"
"NCU07902","Q7SA15"
"NCU07905","Q7SA12"
"NCU07907","Q7SA10"
"NCU07908","Q7SA09"
"NCU07910","Q7SA07"
"NCU07912","Q7SA05"
"NCU07917","Q7SA01"
"NCU07918","Q7SA00"
"NCU07921","Q7S9Z7"
"NCU07923","Q7S9Z5"
"NCU07924","Q7S9Z4"
"NCU07928","Q7S9Z0"
"NCU07932","V5IM92"
"NCU07933","V5IPV6"
"NCU07934","Q7S9Y4"
"NCU07940","Q7S9X8"
"NCU07942","Q7S9X6"
"NCU07946","Q7S9X2"
"NCU07948","Q7S936"
"NCU07949","V5INQ5"
"NCU07951","Q7S933"
"NCU07957","Q7S928"
"NCU07959","Q7S926"
"NCU07962","Q7S923"
"NCU07963","Q7S922"
"NCU07967","Q7S918"
"NCU07969","Q7S916"
"NCU07970","Q7S915"
"NCU07972","Q7S913"
"NCU07973","Q7S847"
"NCU07976","Q7SAR2"
"NCU07977","Q7SAR1"
"NCU07978","Q7SAR0"
"NCU07979","Q7SAQ9"
"NCU07981","Q7SAQ7"
"NCU07983","Q7SAQ6"
"NCU07990","Q7SAQ0"
"NCU07994","Q7SAP6"
"NCU07995","Q7SAP5"
"NCU07997","Q7SAP3"
"NCU07998","Q7SAP2"
"NCU08006","Q7SAN5"
"NCU08013","Q7SAM8"
"NCU08014","Q7SAM7"
