"SYMBOL","ENTREZID","UNIPROT"
"fabF",946665,"P0AAI5"
"yecT",946511,"P76296"
"betI",944981,"B1XET8"
"moaD",945398,"P30748"
"yciT",945869,"P76034"
"thiB",946306,"P31550"
"acrD",945464,"P24177"
"hyaC",945581,"P0AAM1"
"sutR",,"P77626"
"tatA",948321,"P69428"
"actP",948575,"P32705"
"insF2",,"P0CF80"
"uidA",946149,"P05804"
"ypdC",946856,"P77396"
"araD",945294,"P08203"
"moaA",945392,"B1X7B1"
"fhuD",947510,"P07822"
"ygcU",2847709,"Q46911"
"yjbJ",948553,"P68206"
"dinQ",5061522,"A5A624"
"trmJ",948610,"P0AE01"
"ygcW",947232,"P76633"
"ybiJ",945433,"P0AAX3"
"thiK",948525,"C4ZS46"
"basS",948632,"P30844"
"ycaR",945537,"C4ZQ43"
"sseA",946993,"P31142"
"dcuS",948639,"P0AEC8"
"ybeL",945252,"P0AAT9"
"tnaC",948223,"P0AD89"
"gstB",945469,"P0ACA7"
"glpG",947936,"C4ZVX5"
"gshA",944881,"P0A6W9"
"rpsG",947846,"C4ZUJ6"
"ackA",946775,"P0A6A3"
"purR",945226,"P0ACP7"
"ltnD",,"Q46888"
"ydfC",946107,"P21418"
"yihY",948379,"P0A8K8"
"hupB",949095,"P0ACF4"
"ghrB",948074,"B1X8G8"
"malT",947921,"B1X764"
"astE",946256,"B1XGK5"
"nrfB",948573,"P0ABL1"
"fadR",948652,"C4ZTM8"
"bfr",947839,"P0ABD3"
"ubiI",947389,"P25535"
"yibT",1450299,"Q2M7R5"
"cirA",949042,"P17315"
"mliC",946811,"P28224"
"hpt",946624,"P0A9M2"
"dgoT",948196,"P0AA76"
"ygjI",947579,"P42590"
"ybdD",949021,"P0AAS9"
"modE",945366,"P0A9G8"
"pnuC",945350,"P0AFK2"
"yieE",948226,"P0ADM8"
"secB",948123,"C4ZXK1"
"yecH",946411,"P46887"
"ybhD",944869,"P52696"
"ymgE",945760,"P76011"
"dcuC",945000,"P0ABP3"
"speD",947719,"C4ZRL3"
"yibJ",,"P32109"
"dxs",945060,"B1XF08"
"atpG",948243,"B1X9W1"
"cho",948996,"P76213"
"b4223",,
"nanT",947740,"B1XHJ7"
"glrK",947013,"P52101"
"ispF",945057,"B1XCS2"
"ibpA",948200,"B1X9B7"
"eutR",946911,"P36547"
"yqgF",947439,"C5A0L8"
"pdxJ",947039,"P0A794"
"cmtA",945256,"P69826"
"dgcC",,"P0AAP1"
"xapR",946862,"P23841"
"tdk",945834,"P23331"
"yfjJ",947112,"P52125"
"prfA",949002,"P0A7I0"
"csgF",945622,"P0AE98"
"insC5",,"P0CF44"
"metG",946643,"C4ZSJ8"
"gstA",945758,"P0A9D2"
"yqjG",947615,"P42620"
"fecA",946427,"P13036"
"sanA",949003,"P0AFY2"
"atpI",948251,"P0ABC0"
"sufC",946128,"P77499"
"mrp",946627,"P0AF08"
"mutL",948691,"B1XDS1"
"yebW",946354,"P76275"
"fucI",946195,"C4ZZV7"
"insA3",,"P0CF09"
"nnr",948685,"P31806"
"fabD",945766,"P0AAI9"
"fdoG",948394,"P32176"
"nuoJ",946756,"P0AFE0"
"yeeP",946524,"P76359"
"bcr",944808,"P28246"
"yfeZ",946918,"P76538"
"ythA",5625581,"A8DYQ1"
"corA",948351,"P0ABI4"
"yiaN",948092,"P37675"
"fliF",946448,"P25798"
"pncA",946276,"P21369"
"lpxP",946847,"P0ACV2"
"yhfS",947884,"P45545"
"yebE",946355,"P33218"
"puuR",945886,"P0A9U6"
"chiQ",945713,"P75734"
"tauC",945026,"Q47539"
"yffQ",946927,"P76548"
"ydhF",946960,"P76187"
"gfcC",944978,"P75883"
"rpoC",948487,"P0A8T7"
"ycfS",,"P75954"
"yraJ",947656,"P42915"
"yhgE",947651,"P45804"
"crcB",,"C4ZWB3"
"yfcV",949109,"P77288"
"truD",947214,"C4ZZP9"
"yiaO",948091,"P37676"
"greB",2847706,"P30128"
"wzzB",946553,"P76372"
"rhsA",948120,"P16916"
"hokC",2847744,"P0ACG4"
"hofQ",947901,"P34749"
"yehK",4056035,"P33347"
"holD",948890,"P28632"
"ybgL",945318,
"ydiJ",946189,"P77748"
"ybjX",946025,"P75829"
"entE",947426,"P10378"
"gadW",948029,"P63201"
"yehY",946660,"P33361"
"asnA",948258,"C4ZZ22"
"ybdO",945216,"P77746"
"yphB",947017,"P76584"
"ymgC",945090,"P75994"
"ilvD",948277,"C4ZZ41"
"mobA",948349,"P32173"
"mdtI",947333,"C4ZY62"
"rpmI",946349,"P0A7Q1"
"ydhC",946077,"P37597"
"mhpE",945012,"P51020"
"yfiP",947057,"Q47319"
"msrC",946086,"P76270"
"yqaB",945776,"P77475"
"glpA",946713,"P0A9C0"
"yggC",947419,"P11664"
"valS",948785,"P07118"
"hypA",947195,"P0A700"
"bcsQ",948052,"P37655"
"rbn",946760,"P0A8V0"
"ebgR",947586,"P06846"
"tdcD",947635,"P11868"
"arnE",1450282,"Q47377"
"yhfX",947889,"P45550"
"ynaE",946078,"P76073"
"ybjG",945450,"P75806"
"yqeH",945263,"Q46941"
"ilvX",7751639,"C1P619"
"ssuE",945947,"P80644"
"yidI",948189,"P31446"
"efeB",946500,"P31545"
"yieH",948232,"P31467"
"fusA",947847,"P0A6M8"
"uspC",946404,"P46888"
"kdsC",947717,"P0ABZ4"
"hldE",947548,"P76658"
"ruvB",946371,"P0A812"
"grxD",946169,"P0AC69"
"frr",946122,"B1XD41"
"rfaJ",,"P27129"
"yjbT",5061528,"A5A628"
"ygbF",947213,"P45956"
"ydeQ",946050,"P77588"
"mdtK",945883,"C4ZYC7"
"eaeH",944957,"P36943"
"fldB",947361,"P0ABY4"
"glpR",947926,"P0ACL0"
"ykgM",944960,"P0A7N1"
"hyuA",947359,"B1XEG2"
"thiP",944784,"P31549"
"csdE",947274,"P0AGF2"
"entC",945511,"P0AEJ2"
"tyrS",948855,"B1XFU9"
"rimM",947101,"C4ZYM6"
"creA",948920,"P0AE91"
"ilvH",947267,"P00894"
"crl",945077,"C4ZT97"
"uidB",947484,"P0CE45"
"yfaS",1450231,"P76464"
"gor",948014,"P06715"
"flgI",947534,"B1X9J3"
"selU",,"B1XFT8"
"ybeZ",948044,"P0A9K3"
"rfaH",948327,"P0AFW0"
"kdsB",945539,"P04951"
"yfgD",946974,"P76569"
"xylF",948090,"P37387"
"yebO",946350,"P64499"
"yciK",945838,"P31808"
"hypF",944963,"P30131"
"tktB",945865,"P33570"
"gpmB",,"B1XFK5"
"yhbV",949117,"P45475"
"purA",948695,"P0A7D4"
"uxuB",946795,"P39160"
"sapC",945266,"P0AGH5"
"yhbY",947688,"P0AGK4"
"yciN",945860,"P0AB61"
"ybdG",946243,"P0AAT4"
"holC",948787,"P28905"
"yghE",945897,"Q46833"
"dcrB",947983,"P0AEE1"
"lldP",948114,"P33231"
"chbG",946231,"C4ZZ89"
"talA",947006,"P0A867"
"cydD",949052,"P29018"
"ybaA",948863,"P0AAQ6"
"mdtF",948030,"P37637"
"btuR",945839,"P0A9H5"
"yaeI",945002,"P37049"
"fimE",948836,"P0ADH7"
"yeeN",946493,"P0A8A2"
"alaE",947147,"P64550"
"borD",948980,"P77330"
"hypC",947192,"P0AAM3"
"yfdE",946432,"P76518"
"flgA",946300,"P75933"
"bioP",,"P0ADP5"
"gltD",947723,"P09832"
"ycjV",4306141,"P77481"
"mdoC",,"B1X9G1"
"aes",947514,"C4ZUT0"
"ugd",946571,"P76373"
"der",946983,"C4ZX86"
"clpA",945764,"P0ABH9"
"lpdA",,"P0A9P0"
"pntA",946628,"P07001"
"idnO",947109,"P0A9P9"
"ydcT",946007,"P77795"
"casC",947224,"Q46899"
"ytcA",5061530,"A5A630"
"yaaA",944749,"C4ZPT3"
"prlF",947639,"P15373"
"wcaB",946573,"P0ACC9"
"dsbD",948649,"P36655"
"yadI",947397,"P36881"
"araG",946408,"P0AAF3"
"idlP",,"P0DPC6"
"ydgD",946436,"P76176"
"yjbM",948550,"P32694"
"slyB",946801,"P0A905"
"ddpF",946020,"P77622"
"gspC",947824,"P45757"
"gsiA",945457,"P75796"
"yibI",948109,"P32108"
"ygiW",946051,"P0ADU5"
"yagJ",949094,"P77169"
"arsR",948013,"P37309"
"cecR",,"P0ACU0"
"gldA",948440,"P0A9S5"
"raiA",947129,"P0AD49"
"lptF",948795,"P0AF98"
"yihI",948363,"C5A034"
"yiaD",948075,"P37665"
"sfsB",947960,"P0ACH1"
"dtpC",948644,"P39276"
"bcp",946949,"P0AE52"
"purN",946973,"P08179"
"citG",946395,"P77231"
"cbtA",946534,"P64524"
"yidG",948191,"P0ADL6"
"psiF",945040,"P0AFM4"
"trmL",948119,"P0AGJ7"
"insA2",,"P0CF08"
"yfjZ",947123,"P52141"
"pdxK",946881,"P40191"
"rsmG",948250,"B1X9W8"
"thiS",2847702,"O32583"
"yghA",947478,"P0AG84"
"ygiL",947522,"P39834"
"pmrD",945130,"P37590"
"ygfX",,"Q46824"
"yegX",945543,"P76421"
"paaG",946263,"P77467"
"yfcR",946818,"P76501"
"insF4",,"P0CF82"
"hdfR",2847698,"B1X9Y2"
"ftsE",947968,"P0A9R7"
"metH",948522,"P13009"
"yrhB",947948,"P46857"
"yidF",948179,"P31443"
"agaR",947636,"P0ACK2"
"yihV",948382,"P32143"
"rpsO",947686,"C4ZSQ6"
"yqjE",947611,"P64585"
"ssuB",947220,"P0AAI1"
"gntR",947946,"P0ACP5"
"ybfG",945287,"P37003"
"yfjW",947128,"P52138"
"cyoA",945080,"P0ABJ1"
"gnsB",946054,"P77695"
"rplW",947819,"P0ADZ0"
"ycdZ",945617,"P75916"
"yobH",1450271,"Q2MB16"
"csgA",949055,"P28307"
"argF",944844,"P06960"
"cohE",945719,"P75974"
"cspI",946099,"P0A986"
"fdnH",948794,"P0AAJ3"
"ybiS",,"P0AAX8"
"yegU",946630,"P76418"
"yeiL",946670,"P0A9E9"
"alsA",948593,"P32721"
"fliN",946423,"P15070"
"tolC",947521,"P02930"
"potF",945480,"P31133"
"yhaB",947705,"P11865"
"gudD",947258,"P0AES2"
"pdeK",,"P37649"
"mog",944760,"P0AF03"
"mdtN",948598,"P32716"
"epmA",948672,"B1XDQ9"
"gntP",948848,"P0AC94"
"rfaG",,"P25740"
"hisG",946549,"P60757"
"cysU",946882,"P16701"
"cysQ",948728,"P22255"
"alx",947607,"P42601"
"yibL",948115,"P0ADK8"
"acrB",945108,"P31224"
"fimC",948843,"P31697"
"yjiJ",948859,"P39381"
"rffH",948299,"P61887"
"torS",945595,"P39453"
"alaS",947175,"B1XCM5"
"nadR",948911,"P27278"
"fbpC",,"P37009"
"pspC",945499,"P0AFN2"
"ymjD",7751617,"P0CD93"
"pdeA",,"P23842"
"mcbA",947523,"P0AAX6"
"nohA",,"A0A385XJH6"
"arsC",948018,"P0AB96"
"wcaD",946550,"P71238"
"ybdJ",947183,"P77506"
"insE4",,"P0CF69"
"ybjM",945477,"P64439"
"rhtC",948317,"P0AG38"
"hipA",946064,"P23874"
"yqaE",947138,"P0AE42"
"amn",946508,"P0AE12"
"ypdK",7751622,"C1P610"
"yecD",946384,"P0ADI7"
"pgaC",945606,"P75905"
"rsmA",944939,"B1XC52"
"yaiA",945043,"P0AAN5"
"msyB",945612,"P25738"
"wzxE",948294,"P0AAA7"
"fliM",946442,"P06974"
"b0309",,"P75688"
"ldrA",2847733,"P0DPD0"
"sgcX",948840,"P39366"
"tdcR",944907,"P11866"
"insL3",,"P0CF93"
"rpsF",948723,"C4ZR77"
"yeiG",949045,"B1X7P2"
"aroM",945045,"P0AE28"
"arsB",948011,"P0AB93"
"glmS",948241,"P17169"
"cysI",947231,"C4ZZR7"
"lrp",949051,"P0ACJ0"
"ycaO",945509,"P75838"
"beeE",945698,"P75980"
"yeaG",946297,"P0ACY3"
"zupT",947035,"C4ZQV8"
"rplB",947820,"C4ZUH2"
"mdoB",,"C4ZT42"
"gabT",948067,"P22256"
"srlR",948942,"P15082"
"dacA",945222,"P0AEB2"
"ygbI",947204,"P52598"
"avtA",948087,"P09053"
"yhhI",947992,"P28912"
"nagB",945290,"B1X6L1"
"yafQ",944911,"Q47149"
"yacG",945630,"C4ZRJ5"
"dinB",944922,"Q47155"
"sgrT",7751624,"C1P5Z7"
"epd",947413,"C5A0J7"
"ybhK",945390,"P75767"
"umuD",945746,"P0AG11"
"yceO",945629,"P64442"
"ytfT",948743,"P39328"
"arcA",948874,"P0A9Q1"
"lptD",945011,"P31554"
"dnaX",945105,"P06710"
"yjdI",948648,"P0AF59"
"yijF",948441,"P32668"
"mzrA",947619,"P42615"
"nrdG",948757,"P0A9N8"
"yfdX",949108,"P76520"
"yafL",944899,"Q47151"
"nudK",947072,"B1XAD8"
"hisS",946989,"P60906"
"rimI",948894,"P0A944"
"cynX",946770,"P17583"
"lpxD",944882,"P21645"
"tsr",948884,"P02942"
"lapA",,"P0ACV4"
"thrB",947498,"C4ZPT0"
"yaeH",947044,"C4ZRQ6"
"nrfA",948571,"B1XCV6"
"marA",947613,"P0ACH5"
"ygaY",2847696,"P76628"
"feoB",947919,"P33650"
"trkH",948333,"P0AFZ7"
"yeaL",946307,"C4ZZE5"
"ribC",945848,"P0AFU8"
"ygeX",947012,"P66899"
"paaB",947595,"P76078"
"wcaA",946570,"P77414"
"tdcE",947623,"P42632"
"yjgL",948776,"P39336"
"citT",949070,"P0AE74"
"pta",946778,"P0A9M8"
"ppiD",946056,"P0ADY1"
"tabA",948777,"P0AF96"
"speA",947432,"P21170"
"truB",947687,"P60340"
"chrR",948225,"P0AGE6"
"rplN",947809,"B1X6G2"
"purF",946794,"P0AG16"
"ydeU",,"P77286"
"dadA",945752,"C4ZTN0"
"nupG",946282,"P0AFF4"
"yahD",947681,"P77736"
"ydjE",946274,"P38055"
"cdgI",,"P76236"
"yhdX",947765,"P45767"
"cmoM",,"P36566"
"tyrA",947115,"P07023"
"xanQ",949075,"P67444"
"cutA",948660,"C5A1C9"
"aspS",946385,"P21889"
"ompL",948366,"P76773"
"rbsA",948264,"P04983"
"rne",945641,"P21513"
"narP",949081,"P31802"
"glpF",948422,"P0AER0"
"osmY",948895,"P0AFH8"
"yoaB",946357,"P0AEB7"
"lolA",948989,"C4ZQ17"
"pdeL",,"P21514"
"adeQ",948174,"P31440"
"djlA",948992,"P31680"
"insD8",,"P0CF60"
"yibN",948131,"P0AG27"
"elaD",946742,"Q47013"
"dpiA",,"P0AEF4"
"secM",944831,"P62395"
"ascG",947305,"P24242"
"ynbD",945985,"P76093"
"rutB",945699,"B1X9D2"
"trkA",947788,"P0AGI8"
"ygbT",947228,"Q46896"
"rutC",945599,"B1X9D1"
"ratB",945078,"P52119"
"queC",947034,"B1XFN2"
"bolA",947043,"P0ABE2"
"pepQ",948335,"C5A021"
"lsrD",946264,"B1XEA3"
"yddB",945961,"P31827"
"gspL",947842,"P45763"
"frwD",948452,"P32676"
"syd",947271,"C4ZZU8"
"wecG",948301,"B1XAG6"
"ileS",944761,"P00956"
"eamB",947065,"P38101"
"pspA",945887,"P0AFM6"
"fliH",946456,"P31068"
"nagE",945292,"P09323"
"ydjG",946283,"P77256"
"malG",948530,"P68183"
"mhpD",944768,"P77608"
"ybcK",945166,"P77698"
"yahI",944984,"P77624"
"sgcC",946849,"P39365"
"uxaB",945542,"C4ZWT8"
"grxA",945479,"P68688"
"flgJ",947456,"P75942"
"ais",944945,"B1X8W5"
"yeeL",2847764,"P76349"
"gltF",947746,"P28721"
"gspA",947825,"P45756"
"ypeC",946855,"P64542"
"narU",945799,"P37758"
"btuC",945877,"P06609"
"fliQ",946463,"P0AC07"
"gmd",946562,"P0AC88"
"lrhA",946769,"P36771"
"suhB",947285,"P0ADG4"
"ydiF",946211,"P37766"
"yddK",947312,"P76123"
"gltK",947354,"P0AER5"
"ybcO",945147,"P68661"
"yehL",946656,"P33348"
"apaG",944772,"B1XC51"
"yedW",946486,
"gltP",948591,"P21345"
"gshB",947445,"P04425"
"yfcN",,"P0A8B2"
"ulaD",948714,"C4ZR73"
"csiR",948055,"P37338"
"yjiH",948856,"P39379"
"puuB",945072,"P37906"
"ydgJ",947164,"P77376"
"ycgZ",945885,"P75991"
"ybdZ",1450243,"P18393"
"cheY",946393,"P0AE67"
"uvrB",945385,"C4ZXV1"
"fldA",945293,"P61949"
"ascF",947154,"P24241"
"quuD",945177,"Q47274"
"nrfG",948592,"P32712"
"ybhR",945403,"P0AFP9"
"ycfJ",945977,"P0AB35"
"yaiT",4056040,"P77199"
"ydcF",946215,"P34209"
"kdpA",946045,"C4ZWH4"
"tolB",945429,"B1X6S1"
"argT",949030,"P09551"
"glpX",948424,"P0A9C9"
"garK",947632,"P23524"
"gudP",947265,"Q46916"
"ccmE",946697,"P69490"
"cspH",945590,"P0A982"
"ygdQ",947295,"P67127"
"glf",945235,"P37747"
"ahr",948802,"P27250"
"ynfB",946119,"P76170"
"mhpF",945008,"C4ZTB5"
"ccmB",946692,"P0ABL8"
"uspA",948007,"P0AED0"
"yjbH",948527,"P32689"
"yodD",946469,"P64519"
"nfi",948502,"P68739"
"yjeN",948678,"P39283"
"glnE",947552,"P30870"
"mgtL",9797237,"E2JKY7"
"ubiD",948326,"P0AAB4"
"recF",948209,"B1X9S9"
"ypeB",1450285,"P0AD40"
"prfH",947374,"P28369"
"glpB",946733,"P13033"
"uppP",,"P60932"
"dsbE",949073,"P0AA86"
"ycaP",945525,"P75839"
"sdaB",947262,"P30744"
"pheT",945382,"P07395"
"dcp",946084,"P24171"
"yidQ",948199,"P0ADM4"
"ysaA",948085,"P56256"
"mug",947560,"C4ZQY5"
"wzxC",946581,"P77377"
"agaV",947648,"P42904"
"rhlE",945425,"P25888"
"fiu",946246,"P75780"
"gapA",947679,"P0A9B2"
"mhpT",944997,"P77589"
"gntK",947937,"P46859"
"rsmD",947977,"P0ADX9"
"yneK",946080,"P76150"
"rbbA",947998,"P37624"
"artM",949066,"P0AE30"
"alsB",948604,"P39265"
"sucB",945307,"P0AFG6"
"ytjB",946089,"P0AGC7"
"ydjM",945644,"P64481"
"yijE",948445,"P0ABT8"
"yidA",948204,"P0A8Y5"
"gpsA",948125,"C4ZXK0"
"sbcB",946529,"P04995"
"ftsI",944799,"P0AD68"
"erfK",,"P39176"
"ybfD",945176,"P28916"
"yegR",946613,"P76406"
"ydiK",946183,"P0AFS7"
"allE",945149,"P75713"
"fixA",947316,"B1XBG6"
"bglF",948236,"P08722"
"appA",946206,"P07102"
"hns",945829,"P0ACF8"
"dxr",945019,"P45568"
"yghO",947701,"Q46840"
"paaY",945965,"P77181"
"zinT",946480,"P76344"
"ychJ",945828,"C4ZTS5"
"ypfJ",946956,"P64429"
"kbaY",947644,"C4ZR47"
"mqsA",945814,"Q46864"
"coaD",947386,"C4ZXM6"
"manZ",946342,"P69805"
"lpxK",945526,"C4ZQ41"
"fliS",946429,"P26608"
"pgl",946398,"B1X797"
"prpB",944990,"P77541"
"dnaG",947570,"P0ABS5"
"murG",946321,"B1XC67"
"yciY",5061502,"A5A613"
"hemB",945017,"P0ACB2"
"bamC",946954,"P0A903"
"cusC",946288,"P77211"
"cybB",947241,"P0ABE5"
"artQ",949046,"P0AE34"
"rluE",945701,"P75966"
"tauB",945027,"Q47538"
"pyrD",945556,"C4ZQ71"
"yegL",946602,"P76396"
"kdgT",948407,"C5A077"
"clcA",946715,"C4ZRP8"
"yagL",945845,"P77607"
"ghxP",948565,"P0AF52"
"paaD",945959,"P76080"
"nrfD",948580,"P32709"
"ygbE",947268,"P46141"
"ypfM",5061513,"A5A621"
"puuD",945882,"P76038"
"yjiM",945789,"P39384"
"guaB",946985,"P0ADG7"
"mlaF",947729,"P63386"
"kbaZ",947637,"C4ZR44"
"rep",948292,"P09980"
"nfrA",944741,"P31600"
"fryB",949087,"P69808"
"thiH",948494,"P30140"
"gloC",,"P75849"
"proB",946425,"C4ZT99"
"tqsA",946142,"P0AFS5"
"astB",946259,"C4ZZA1"
"galS",949043,"P25748"
"yiaB",948152,"P11286"
"livF",947961,"P22731"
"argO",947418,"P11667"
"rpmH",948216,"C4ZYY0"
"yciF",947133,"P21362"
"betA",945716,"B1XE52"
"yabP",944776,"P39220"
"ruvC",946378,"B1XHD1"
"dmsB",945507,"P18776"
"crr",946880,"P69783"
"rclR",945616,"P77379"
"yedM",,"P76322"
"yjfJ",948703,"P0AF78"
"map",947882,"P0AE18"
"nudB",946383,"P0AFC0"
"yrfF",947905,"P45800"
"xapB",946868,"P45562"
"ttdT",947576,"P39414"
"agaI",947985,"P42912"
"hofN",947898,"P64634"
"ydeI",946068,"P31130"
"yjjU",948906,"P39407"
"yigI",948338,"P0ADP2"
"psuG",946699,"P33025"
"pdeI",,"P75800"
"rpmJ",947805,"P0A7Q6"
"yiaL",948094,"P37673"
"icd",945702,"P08200"
"yhhH",947993,"P28911"
"ydbD",945983,"P25907"
"panF",947752,"P16256"
"nuoF",946753,"P31979"
"yiaU",948107,"P37682"
"pncB",946648,"C4ZQ57"
"yiaV",948106,"P37683"
"yafZ",945373,"P77206"
"yggF",947410,"P21437"
"hokB",2847727,"P77494"
"ugpE",947959,"P10906"
"fliZ",946833,"P52627"
"pyrH",944989,"P0A7E9"
"hyfE",945298,"P0AEW1"
"ybbD",945133,"P33669"
"ptsI",946879,"P08839"
"lpxM",945143,"P24205"
"glsA1",,"P77454"
"fucO",947273,"P0A9S1"
"yjbL",948551,"P32693"
"ydbA",2847750,"P33666"
"yccT",945577,"C4ZQ90"
"melB",948635,"P02921"
"djlB",945245,"P77381"
"kdgR",946129,"P76268"
"tnaB",948220,"P23173"
"yhaK",947620,"P42624"
"glcB",948857,"P37330"
"gmm",,"P32056"
"cobU",946519,"P0AE76"
"sufB",945753,"P77522"
"croE",945720,"P75975"
"yehM",946651,"P33349"
"ndh",946792,"P00393"
"bamD",947086,"P0AC02"
"yebC",946379,"P0A8A0"
"solA",944983,"P40874"
"feoA",947909,"P0AEL3"
"fryA",946852,"P77439"
"insD3",,"P0CF55"
"yhfY",947888,"P45551"
"yahN",944968,"P75693"
"lplA",944865,"B1XFJ6"
"aroB",947927,"C4ZUP4"
"fliL",946443,"P0ABX8"
"yfcU",1450268,"P77196"
"gph",947895,"P32662"
"yphG",947021,"P76585"
"yeeD",946539,"P33014"
"ydcP",945993,
"wcaL",946565,"P71243"
"aidB",948710,"P33224"
"tpx",945880,"P0A862"
"gatD",946598,"P0A9S3"
"ytfA",948718,"P39309"
"ansA",946278,"P0A962"
"yjiQ",,"P0DP22"
"yfdI",,"P76507"
"ykfC",944940,"Q47688"
"plsY",947561,"C4ZQX6"
"nadD",945248,"P0A752"
"ompX",944967,"P0A917"
"fecI",946839,"P23484"
"yghU",947472,"Q46845"
"insI4",,"P0CF90"
"nlpI",947673,"C4ZSQ4"
"casE",947226,"Q46897"
"yefM",946542,"P69346"
"trpL",945856,"P0AD92"
"yajI",947233,"P46122"
"fimH",948847,"P08191"
"yghG",947470,"Q46835"
"trpB",945768,"B1XBL0"
"mdlA",945092,"P77265"
"yfdF",946819,"P76505"
"rplA",948483,"C5A0S4"
"sgbE",948099,"P37680"
"metN",944896,"P30750"
"asr",945103,"P36560"
"preA",949037,"P25889"
"bioF",945384,"P12998"
"lpxL",946216,"P0ACV0"
"ygiF",947554,"P30871"
"ydcY",945916,"P64455"
"ybcW",945175,"P64435"
"mtgA",947728,"P46022"
"rzoQ",7751615,"C1P601"
"hcxA",,"P45579"
"insN2",,"P39212"
"gnsA",1450249,"P0AC92"
"ybbC",945115,"P33668"
"intG",946445,"P76323"
"atoC",947444,"Q06065"
"entB",946178,"P0ADI4"
"yafE",946197,"P30866"
"yebF",946363,"P33219"
"dbpA",947153,"P21693"
"nimT",,"P76242"
"glyS",948080,"B1X8H5"
"wza",946558,"P0A930"
"yjfZ",948719,"P39308"
"hpf",947718,"P0AFX0"
"phrB",,"P00914"
"hofO",947899,"P45751"
"yhcC",947733,"P0ADW6"
"zapA",947404,"B1XEJ6"
"ibsA",7751625,"C1P607"
"ynfD",946133,"P76172"
"znuA",946375,"P39172"
"ttdB",947568,"P0AC35"
"adiC",948628,"P60061"
"hyfB",946961,"P23482"
"hslU",948430,"C5A098"
"leuE",946157,"P76249"
"ptsA",,"P32670"
"ynbB",945972,"P76091"
"yohJ",949127,"B1X7N0"
"ynjI",946239,"P76228"
"abgB",945950,"P76052"
"yahH",,"Q2EEQ3"
"yedP",946472,"P76329"
"ycfH",945656,"P0AFQ7"
"csgC",945623,"P52107"
"ushA",947331,"P07024"
"ymdF",945598,"P56614"
"exuR",947602,"P0ACL2"
"norW",947088,"B1XCN8"
"dusB",947707,"P0ABT5"
"ygfI",947401,"P52044"
"speB",947715,"C5A0K6"
"ydcR",946004,"P77730"
"aslA",949015,"P25549"
"udp",948987,"P12758"
"rpiR",,"P0ACS7"
"aroA",945528,"B1X848"
"rplK",948484,"P0A7J7"
"mlaA",945582,"P76506"
"pdhR",944827,"P0ACL9"
"marR",945825,"P27245"
"csiD",948076,"C4ZYR1"
"yjbR",948560,"P0AF50"
"frvA",948391,"P32155"
"mdtM",948861,"P39386"
"dgcT",,"P75908"
"rsfS",945237,"P0AAT6"
"mhpA",945197,"B1XBJ4"
"flgB",945678,"P0ABW9"
"serB",948913,"P0AGB0"
"ycjS",948589,"P77503"
"hcxB",,"P30178"
"yafS",944903,"P75672"
"safA",946061,"P76136"
"murA",947703,"C4ZSS8"
"deoC",948902,"C4ZT63"
"hyaD",945575,"P19930"
"dinD",948153,"P23840"
"caiE",948999,"P39206"
"yohO",1450279,"C4ZSK9"
"evgS",946844,"P30855"
"rsxG",946158,"P77285"
"zntA",947972,"P37617"
"rffG",948300,"P27830"
"mgrB",946351,"P64512"
"mqsR",947500,"Q46865"
"dacB",947693,"P24228"
"ilvB",948182,"P08142"
"tamA",948733,"P0ADE4"
"yfgH",945709,"P65290"
"hokA",2847732,"P37305"
"rseC",947052,"P46187"
"ydaE",948959,"P38394"
"fadK",946213,"P38135"
"rodZ",946992,"C4ZX91"
"yqiB",947518,"P0ADU7"
"yeeR",946512,"P76361"
"ypfN",1450286,"C4ZX47"
"flgL",945646,"P29744"
"nhoA",947251,"P77567"
"rssB",945855,"P0AEV1"
"yjbG",948526,"P32688"
"mltG",,"P28306"
"ybhQ",945405,"P0AAW5"
"yjjI",948904,"P37342"
"ysaB",1450292,"Q2M7M3"
"nusB",945054,"C4ZTH3"
"cycA",948725,"P0AAE0"
"ybcI",945155,"P45570"
"glxR",945146,"P77161"
"ydaW",945927,"P76066"
"rseA",947053,"P0AFX7"
"dosP",945815,"P76129"
"yjfK",948702,"P39293"
"yddG",945942,"P46136"
"pptA",945731,"C4ZWN2"
"yafX",944931,"P75676"
"ivy",946530,"P0AD59"
"casD",947225,"Q46898"
"dppA",948062,"P23847"
"yhhT",947980,"P0AGM0"
"nfsB",945778,"P38489"
"yibD",,"P11290"
"bluR",945735,"P75989"
"lpxH",949053,"B1XGC2"
"pagP",946360,"P37001"
"yiiF",948385,"P0AFU6"
"lpoA",947663,"P45464"
"radA",948912,"P24554"
"ltaE",944955,"P75823"
"rluC",945637,"P0AA39"
"rutG",946589,"P75892"
"ygcQ",946413,"Q46907"
"gspK",947831,"P45762"
"gss",947474,"P0AES0"
"lptE",946257,"C4ZWC8"
"ygeK",947332,"Q46791"
"eutB",946924,"P0AEJ6"
"sixA",946815,"P76502"
"yfbS",946766,"P0AFU2"
"yibG",948111,"P32106"
"yniA",946236,"P77739"
"ytfH",948730,"P0ACN2"
"tatD",2847752,"P27859"
"frdC",948680,"C5A1E6"
"gltB",947724,"P09831"
"sufS",946185,"P77444"
"tufB",948482,"P0CE48"
"ybgC",948907,"P0A8Z3"
"priA",948426,"P17888"
"nuoL",945540,"P33607"
