FLYBASE,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE,UNIPROT
FBgn0030305,FBgn0030305,FBpp0073354,FBtr0073505,32094,Uba5,,Q9VYY3
FBgn0037608,FBgn0037608,FBpp0081384,FBtr0081901,41028,mRpL19,Dm.2462,Q9VHN6
FBgn0029733,FBgn0029733,FBpp0070689,FBtr0070721,31419,CG6927,Dm.13225,Q9W4G1
FBgn0262812,FBgn0262812,FBpp0297198,FBtr0306056,12798381,CG43183,Dm.36072,C0PV55
FBgn0052365,FBgn0052365,FBpp0076463,FBtr0076746,38876,CG32365,,Q9VSB3
FBgn0029092,FBgn0029092,FBpp0087632,FBtr0088549,35971,ced-6,Dm.7305,E0R983
FBgn0035942,FBgn0035942,FBpp0312160,FBtr0346542,39023,ValRS-m,Dm.12897,Q9VSR7
FBgn0032638,FBgn0032638,FBpp0080557,FBtr0081004,35049,SPH93,Dm.5436,Q9VJD7
FBgn0011638,FBgn0011638,FBpp0080906,FBtr0081374,35305,La,Dm.4836,M9ZVK8
FBgn0040505,FBgn0040505,FBpp0304259,FBtr0331926,53425,Alk,Dm.3324,Q7KJ08
FBgn0053668,FBgn0053668,FBpp0291610,FBtr0302418,3772084,CG33668,,Q2MGP5
FBgn0043471,FBgn0043471,FBpp0304273,FBtr0331940,36215,kappaTry,,A1Z8J7
FBgn0032248,FBgn0032248,FBpp0079634,FBtr0080044,34429,Bug22,Dm.390,Q9VKV8
FBgn0040752,FBgn0040752,FBpp0308811,FBtr0339764,50225,Prosap,Dm.19025,A0A0B4K7Z0
FBgn0031010,FBgn0031010,FBpp0304667,FBtr0332393,32923,CG8028,Dm.17284,A8JUR0
FBgn0030543,FBgn0030543,FBpp0113000,FBtr0114508,32365,CG11585,Dm.26628,Q9VY58
FBgn0053508,FBgn0053508,FBpp0081034,FBtr0091448,3346226,ppk13,Dm.17912,Q86LG9
FBgn0028942,FBgn0028942,FBpp0080085,FBtr0080507,34769,CG16852,Dm.19832,Q9VJX2
FBgn0053233,FBgn0053233,FBpp0290260,FBtr0301038,2769005,CG33233,Dm.19397,Q86NP5
FBgn0037798,FBgn0037798,FBpp0110252,FBtr0110952,41250,CG12817,Dm.5192,Q0KI91
FBgn0035886,FBgn0035886,FBpp0076335,FBtr0076608,38952,Jon66Ci,Dm.5460,Q9VSJ1
FBgn0005427,FBgn0005427,FBpp0100034,FBtr0100579,30975,ewg,Dm.4971,Q24312
FBgn0037626,FBgn0037626,FBpp0081399,FBtr0081916,41047,CG8236,Dm.5038,Q9VHL9
FBgn0037288,FBgn0037288,FBpp0078489,FBtr0078848,40611,CG14661,Dm.24819,Q9VN71
FBgn0033471,FBgn0033471,FBpp0087477,FBtr0088389,36038,CG12134,Dm.7992,Q7JZ37
FBgn0030102,FBgn0030102,FBpp0309430,FBtr0340494,31859,SmydA-9,,Q9W373
FBgn0051849,FBgn0051849,FBpp0080068,FBtr0080490,318981,CG31849,Dm.1506,Q95RF3
FBgn0035102,FBgn0035102,FBpp0072436,FBtr0072537,38022,CG7049,Dm.793,Q9W0U6
FBgn0030089,FBgn0030089,FBpp0111878,FBtr0112965,31842,AP-1gamma,Dm.5374,Q9W388
FBgn0262547,FBgn0262547,FBpp0293427,FBtr0304888,12798468,CG43101,Dm.38993,F0JAR5
FBgn0031832,FBgn0031832,FBpp0309857,FBtr0343162,33920,CG9596,Dm.13491,Q8MS69
FBgn0050076,FBgn0050076,FBpp0086642,FBtr0087513,246438,CG30076,Dm.30977,A1Z9R9
FBgn0035294,FBgn0035294,FBpp0072720,FBtr0072841,38256,Mfap1,Dm.9436,Q9W062
FBgn0038252,FBgn0038252,FBpp0082428,FBtr0082969,41780,BigH1,Dm.11536,Q8MSC4
FBgn0037734,FBgn0037734,FBpp0081569,FBtr0082091,41179,trbd,Dm.2210,Q9VH90
FBgn0037978,FBgn0037978,FBpp0082030,FBtr0082557,41458,KLHL18,Dm.1163,Q9VGE5
FBgn0052459,FBgn0052459,FBpp0078228,FBtr0078578,40502,CG32459,Dm.9832,Q9VNQ6
FBgn0000163,FBgn0000163,FBpp0110299,FBtr0111000,32703,baz,Dm.191,Q0KHR3
FBgn0025790,FBgn0025790,FBpp0088568,FBtr0089625,37781,TBPH,Dm.3222,Q8SXP8
FBgn0036550,FBgn0036550,FBpp0075268,FBtr0075513,39739,CG17026,Dm.27929,Q9VUW1
FBgn0263027,FBgn0263027,FBpp0297779,FBtr0306926,33984,CG43322,Dm.26748,Q9VM54
FBgn0038578,FBgn0038578,FBpp0082980,FBtr0083558,42175,MED17,Dm.3370,Q9VEC1
FBgn0043532,FBgn0043532,FBpp0292510,FBtr0303458,246667,Obp56i,Dm.14323,A0A0B4JD42
FBgn0039620,FBgn0039620,FBpp0084714,FBtr0085345,43420,wat,Dm.11054,Q8MS59
FBgn0261439,FBgn0261439,FBpp0085737,FBtr0086553,37228,SdhA,Dm.4591,Q94523
FBgn0260632,FBgn0260632,FBpp0080558,FBtr0081005,35047,dl,Dm.3233,E1JHK3
FBgn0039178,FBgn0039178,FBpp0083985,FBtr0084601,42893,CG6356,Dm.13742,Q9VCA0
FBgn0039809,FBgn0039809,FBpp0085077,FBtr0085715,43661,CG15547,Dm.31359,Q9VA28
FBgn0053703,FBgn0053703,FBpp0091014,FBtr0091691,3771760,CG33703,Dm.28885,Q4ABI8
FBgn0039252,FBgn0039252,FBpp0084123,FBtr0084748,42984,CG11771,Dm.3543,Q9VC06
FBgn0025866,FBgn0025866,FBpp0076072,FBtr0076343,39165,CalpB,Dm.2874,M9NE73
FBgn0267348,FBgn0267348,FBpp0076111,FBtr0076382,39118,LanB2,Dm.2551,P15215
FBgn0034127,FBgn0034127,FBpp0086304,FBtr0087160,36839,CG7848,Dm.653,Q7K3R0
FBgn0039651,FBgn0039651,FBpp0084775,FBtr0085406,43457,Cyt-c1L,Dm.5096,Q9VAM8
FBgn0033368,FBgn0033368,FBpp0087743,FBtr0088662,35911,CG13743,Dm.16246,A0A0B4K7V2
FBgn0085224,FBgn0085224,FBpp0111303,FBtr0112388,37018,CG34195,Dm.30888,A1ZAY5
FBgn0038455,FBgn0038455,FBpp0082799,FBtr0083354,42031,CG14907,Dm.31318,Q9VER7
FBgn0038241,FBgn0038241,FBpp0082442,FBtr0082983,41764,CG8087,Dm.19429,Q9VFI5
FBgn0031905,FBgn0031905,FBpp0079066,FBtr0079438,34014,gudu,Dm.18251,Q9VM21
FBgn0013949,FBgn0013949,FBpp0306638,FBtr0334571,42970,Elal,Dm.5522,Q8SY52
FBgn0038542,FBgn0038542,FBpp0310845,FBtr0344474,42136,TyrR,Dm.16755,Q9VEG1
FBgn0030187,FBgn0030187,FBpp0312054,FBtr0346337,31954,Ipod,Dm.122,Q9W2X1
FBgn0014184,FBgn0014184,FBpp0087121,FBtr0088013,36307,Oda,Dm.29458,P54361
FBgn0052982,FBgn0052982,FBpp0292891,FBtr0303888,34237,CG32982,Dm.6376,Q0E8S1
FBgn0261274,FBgn0261274,FBpp0073073,FBtr0073217,38500,Ero1L,Dm.7704,Q9V3A6
FBgn0035346,FBgn0035346,FBpp0072798,FBtr0072921,38313,CG1146,Dm.33556,Q9W009
FBgn0261554,FBgn0261554,FBpp0310600,FBtr0344188,37433,CG42672,Dm.30882,B7YZM4
FBgn0032197,FBgn0032197,FBpp0079543,FBtr0079953,34362,CG5694,Dm.12187,Q9VL20
Dmel_CG43162,,,,,,,
CG17190,,,,,,,
FBgn0023096,FBgn0023096,FBpp0271926,FBtr0273418,35073,btv,,Q0E8P6
FBgn0029707,FBgn0029707,FBpp0301044,FBtr0308918,31378,CG12688,,M9NFW1
FBgn0030617,FBgn0030617,FBpp0073843,FBtr0074026,32447,CG9095,Dm.17415,A8JUX3
FBgn0260431,FBgn0260431,FBpp0290078,FBtr0300855,8674075,CG42526,Dm.33901,E1JI94
FBgn0033740,FBgn0033740,FBpp0308700,FBtr0339638,36364,dgt5,Dm.582,Q7K4B4
FBgn0031708,FBgn0031708,FBpp0078761,FBtr0079130,33772,CG7382,Dm.309,Q9VMR0
CG10280,,,,,,,
FBgn0013305,FBgn0013305,FBpp0301212,FBtr0309294,36419,Nmda1,Dm.2732,Q7JR91
FBgn0032018,FBgn0032018,FBpp0079220,FBtr0079600,34140,CG7806,Dm.352,Q9VLP5
FBgn0066114,FBgn0066114,FBpp0070612,FBtr0070644,251900,GlcAT-I,Dm.3928,B5RJ22
FBgn0050020,FBgn0050020,FBpp0087330,FBtr0088235,36156,CG30020,Dm.23234,A0A0B4KEI8
FBgn0051915,FBgn0051915,FBpp0078732,FBtr0079099,319025,CG31915,,Q8IPK4
CG17575,,,,,,,
FBgn0033830,FBgn0033830,FBpp0086837,FBtr0087720,36481,CG10814,Dm.598,Q7K4A8
FBgn0051901,FBgn0051901,FBpp0079227,FBtr0079607,319014,Mur29B,Dm.20904,Q8IPF8
FBgn0038188,FBgn0038188,FBpp0082342,FBtr0082879,41698,Art9,,Q9VFP9
FBgn0050278,FBgn0050278,FBpp0071693,FBtr0071780,246523,CG30278,Dm.22297,Q8MLT8
FBgn0036437,FBgn0036437,FBpp0075434,FBtr0075684,39598,CG5048,Dm.13334,Q9VUG3
FBgn0027498,FBgn0027498,FBpp0304657,FBtr0332383,32042,CG2061,Dm.128,M9PH85
FBgn0045479,FBgn0045479,FBpp0073050,FBtr0073194,117481,Gr64a,Dm.26367,P83293
FBgn0266431,FBgn0266431,FBpp0310791,FBtr0344419,19835998,CG45061,,X2JEB1
FBgn0038798,FBgn0038798,FBpp0083295,FBtr0083887,42425,Or92a,Dm.27352,Q9VDM1
FBgn0038373,FBgn0038373,FBpp0082638,FBtr0083184,41922,CG4546,Dm.13703,Q9VF23
Dmel_CG15598,,,,,,,
FBgn0037015,FBgn0037015,FBpp0112095,FBtr0113182,40288,cmpy,Dm.18595,Q9VPC5
FBgn0039836,FBgn0039836,FBpp0085129,FBtr0085767,43699,CG1750,Dm.4522,Q9V9Z0
FBgn0035625,FBgn0035625,FBpp0304192,FBtr0331807,38638,Blimp-1,Dm.6047,M9PBR0
FBgn0014417,FBgn0014417,FBpp0304313,FBtr0331991,46386,CG13397,Dm.4228,Q9VLL5
FBgn0085390,FBgn0085390,FBpp0300814,FBtr0308590,35738,Dgk,Dm.3102,Q01583
FBgn0052718,FBgn0052718,FBpp0289688,FBtr0300461,318168,CG32718,Dm.23783,M9PHC0
FBgn0028997,FBgn0028997,FBpp0081561,FBtr0082083,41174,nmdyn-D7,Dm.1965,Q9VH94
FBgn0038485,FBgn0038485,FBpp0082847,FBtr0083406,42073,CG5255,Dm.27321,Q9VEM5
FBgn0035104,FBgn0035104,FBpp0306193,FBtr0334068,38024,CG13875,Dm.31126,Q9W0U4
FBgn0038773,FBgn0038773,FBpp0083273,FBtr0083864,42399,CG10887,Dm.24080,Q9VDP7
FBgn0037065,FBgn0037065,FBpp0078064,FBtr0078410,40350,CG12974,Dm.13643,Q9VP58
FBgn0030462,FBgn0030462,FBpp0288641,FBtr0290202,32276,CG15742,Dm.152,B7Z148
FBgn0019650,FBgn0019650,FBpp0088249,FBtr0089185,43833,toy,Dm.1885,L0MPR7
FBgn0010265,FBgn0010265,FBpp0079328,FBtr0079724,34149,RpS13,Dm.3535,Q03334
FBgn0036900,FBgn0036900,FBpp0088554,FBtr0089597,40147,CG8765,Dm.15135,M9PG36
FBgn0036302,FBgn0036302,FBpp0290110,FBtr0300888,39438,sowah,Dm.7977,B7Z0A9
FBgn0038747,FBgn0038747,FBpp0083230,FBtr0083821,42371,RhoGAP92B,Dm.12939,A0A0B4LHC1
FBgn0011754,FBgn0011754,FBpp0290715,FBtr0301500,32120,PhKgamma,Dm.2615,X2JEJ4
FBgn0036342,FBgn0036342,FBpp0075621,FBtr0075887,39486,CG11279,Dm.18896,Q9VU46
FBgn0031592,FBgn0031592,FBpp0077165,FBtr0077476,33631,Art2,Dm.26727,Q9VQX9
FBgn0038947,FBgn0038947,FBpp0089284,FBtr0084210,42615,Sar1,Dm.1276,Q9VD29
FBgn0052687,FBgn0052687,FBpp0071392,FBtr0071458,31980,CG32687,Dm.22745,Q9W2U2
FBgn0051559,FBgn0051559,FBpp0078265,FBtr0078616,40749,CG31559,Dm.6124,Q9VNL4
FBgn0031053,FBgn0031053,FBpp0074527,FBtr0074758,32972,CG14223,Dm.26672,Q9VWE5
FBgn0050022,FBgn0050022,FBpp0288428,FBtr0289990,36233,CG30022,Dm.33780,Q86PD3
FBgn0051244,FBgn0051244,FBpp0083186,FBtr0083772,326129,CG31244,Dm.33666,Q9VDX4
FBgn0050087,FBgn0050087,FBpp0100028,FBtr0100573,246446,CG30087,Dm.16032,A1ZA39
FBgn0038191,FBgn0038191,FBpp0082339,FBtr0082876,41702,CG9925,Dm.1191,Q9VFP5
FBgn0038115,FBgn0038115,FBpp0082183,FBtr0082715,41610,CG7966,Dm.1177,Q9VFZ4
FBgn0038068,FBgn0038068,FBpp0292848,FBtr0303840,41555,CG11600,,Q9VG48
FBgn0038850,FBgn0038850,FBpp0290040,FBtr0300816,42489,CG17279,Dm.25480,A0A0B4LHH3
FBgn0031698,FBgn0031698,FBpp0303004,FBtr0329969,33761,Ncoa6,Dm.13484,A8DYV5
FBgn0051482,FBgn0051482,FBpp0081179,FBtr0081679,40806,CG31482,Dm.17131,Q9VI35
FBgn0035690,FBgn0035690,FBpp0112062,FBtr0113149,38716,CG10274,Dm.30298,A8JNL9
FBgn0050277,FBgn0050277,FBpp0071692,FBtr0071779,37543,Oatp58Da,Dm.33348,Q9W271
FBgn0031306,FBgn0031306,FBpp0304560,FBtr0332271,33291,CG4577,Dm.12208,M9PDX2
FBgn0023095,FBgn0023095,FBpp0293933,FBtr0305480,39493,caps,Dm.2067,Q0E8F0
FBgn0051360,FBgn0051360,FBpp0082913,FBtr0083480,318698,CG31360,Dm.20901,Q8MZ28
FBgn0085198,FBgn0085198,FBpp0111275,FBtr0112360,5740400,CG34169,Dm.34787,A2VEH9
FBgn0026189,FBgn0026189,FBpp0297368,FBtr0306258,38372,prominin-like,Dm.3053,M9PDX6
FBgn0031530,FBgn0031530,FBpp0292961,FBtr0303992,33556,pgant2,,Q6WV19
FBgn0030300,FBgn0030300,FBpp0073346,FBtr0073497,32089,Sk1,Dm.13443,Q9VYY8
FBgn0051523,FBgn0051523,FBpp0311363,FBtr0345142,326148,CG31523,Dm.21128,Q95T98
FBgn0025373,FBgn0025373,FBpp0087266,FBtr0088170,36209,Fpps,Dm.3229,Q7KN61
FBgn0037230,FBgn0037230,FBpp0078599,FBtr0078959,40540,CG9780,Dm.6854,Q9VN01
FBgn0038005,FBgn0038005,FBpp0082088,FBtr0082619,41486,Cyp313a5,Dm.13691,Q9VGB5
FBgn0001248,FBgn0001248,FBpp0076394,FBtr0076671,44291,Idh,Dm.4678,B7Z0E0
FBgn0024184,FBgn0024184,FBpp0309490,FBtr0340626,32757,unc-4,,O77215
FBgn0039196,FBgn0039196,FBpp0084007,FBtr0084623,42913,CG17781,Dm.38616,Q9VC79
FBgn0037137,FBgn0037137,FBpp0088542,FBtr0089579,40433,Nopp140,Dm.3277,M9MSM4
CG11857,,,,,,,
FBgn0014073,FBgn0014073,FBpp0073179,FBtr0073323,38559,Tie,Dm.13034,Q9VZA8
FBgn0053470,FBgn0053470,FBpp0292218,FBtr0303099,2768831,CG33470,Dm.36596,Q8ML70
FBgn0014343,FBgn0014343,FBpp0075643,FBtr0075911,39441,mirr,,M9PI45
FBgn0042102,FBgn0042102,FBpp0081273,FBtr0081777,59141,CG18745,Dm.13793,Q9I7L0
FBgn0030359,FBgn0030359,FBpp0073425,FBtr0073581,32161,CG18130,Dm.11870,Q9VYR5
FBgn0033494,FBgn0033494,FBpp0301795,FBtr0310097,36071,KCNQ,Dm.33612,B7YZR4
FBgn0263110,FBgn0263110,FBpp0298310,FBtr0307309,38505,CG43367,Dm.13593,M9MRV7
FBgn0016701,FBgn0016701,FBpp0086008,FBtr0086829,36992,Rab4,Dm.2700,Q7KY04
FBgn0001978,FBgn0001978,FBpp0304750,FBtr0332474,34888,stc,Dm.7818,M9PDG3
FBgn0038149,FBgn0038149,FBpp0082228,FBtr0082760,41650,GILT1,Dm.3573,Q95RA9
CG34355,,,,,,,
FBgn0003041,FBgn0003041,FBpp0111729,FBtr0112817,38879,pbl,Dm.2712,A8JNN0
FBgn0035235,FBgn0035235,FBpp0072707,FBtr0072827,38184,CG7879,Dm.21365,Q9W0D6
FBgn0033542,FBgn0033542,FBpp0087310,FBtr0088215,36126,CG12309,Dm.13538,Q8MS78
FBgn0029955,FBgn0029955,FBpp0290060,FBtr0300836,31679,CG15478,Dm.94,Q9W3Q4
FBgn0261276,FBgn0261276,FBpp0086700,FBtr0087574,36578,Opa1,Dm.7707,A0A0B4LGF5
FBgn0039639,FBgn0039639,FBpp0084782,FBtr0085413,43443,CG14512,Dm.31353,Q9VAP1
FBgn0004171,FBgn0004171,FBpp0084647,FBtr0085278,43367,Mst98Cb,Dm.20270,Q24404
FBgn0020238,FBgn0020238,FBpp0082988,FBtr0083566,42186,14-3-3epsilon,Dm.2357,C6TP70
FBgn0004898,FBgn0004898,FBpp0084146,FBtr0084771,43011,fd96Cb,Dm.24089,P32029
FBgn0039329,FBgn0039329,FBpp0289911,FBtr0300687,43069,CG10669,Dm.5017,Q9VBR9
FBgn0030304,FBgn0030304,FBpp0073352,FBtr0073503,32093,Cyp4g15,Dm.3891,Q8IR88
FBgn0283478,FBgn0283478,FBpp0079462,FBtr0079866,34294,und,Dm.3213,Q9VL89
FBgn0001206,FBgn0001206,FBpp0071440,FBtr0071511,31988,Hmr,,Q86CW5
FBgn0040764,FBgn0040764,FBpp0087299,FBtr0088204,50237,CG13230,Dm.27496,A1Z8F3
FBgn0259714,FBgn0259714,FBpp0289244,FBtr0299967,7354433,DIP-epsilon,Dm.18278,A4IJ70
CG43290,,,,,,,
FBgn0028507,FBgn0028507,FBpp0080320,FBtr0080761,34928,CG3793,Dm.4558,M9NF32
FBgn0028402,FBgn0028402,FBpp0077946,FBtr0078288,40325,Sin,Dm.2508,E1JI58
FBgn0031240,FBgn0031240,FBpp0077786,FBtr0078127,33192,CG3345,Dm.7665,Q9VPM3
FBgn0026761,FBgn0026761,FBpp0085482,FBtr0086149,35559,Trap1,Dm.3339,A1Z6L9
FBgn0052736,FBgn0052736,FBpp0070967,FBtr0071007,50395,CG32736,Dm.6633,A0A1B2AJH5
FBgn0032773,FBgn0032773,FBpp0290502,FBtr0301287,35211,fon,Dm.10896,Q9VIX7
FBgn0034267,FBgn0034267,FBpp0290400,FBtr0301182,37017,CG4984,Dm.13559,A1ZAY4
Dmel_CG1250,,,,,,,
FBgn0267253,FBgn0267253,FBpp0071309,FBtr0071374,31896,CG32700,Dm.21388,Q9W337
FBgn0045063,FBgn0045063,FBpp0312213,FBtr0346633,250735,fdl,Dm.3735,A0A0B4LF89
FBgn0085376,FBgn0085376,FBpp0288485,FBtr0290046,5740668,CG34347,Dm.28804,A8JPC8
FBgn0040717,FBgn0040717,FBpp0306800,FBtr0334759,50190,Nplp4,Dm.27493,C5WLP9
FBgn0030086,FBgn0030086,FBpp0071226,FBtr0071289,31838,CCT2,Dm.113,Q9W392
FBgn0050284,FBgn0050284,FBpp0071601,FBtr0071684,246527,CG30284,Dm.29108,Q8MKJ8
FBgn0035158,FBgn0035158,FBpp0072501,FBtr0072605,38087,CG13895,Dm.5860,M9PDR6
FBgn0037817,FBgn0037817,FBpp0290498,FBtr0301283,41272,Cyp12e1,Dm.24048,Q9VGZ0
FBgn0035720,FBgn0035720,FBpp0305296,FBtr0333083,38756,CG10077,Dm.7301,Q8MZI3
FBgn0015400,FBgn0015400,FBpp0079836,FBtr0080252,34582,kek2,Dm.2402,Q9VKG1
FBgn0051495,FBgn0051495,FBpp0311093,FBtr0344765,261626,CG31495,Dm.16897,Q8ING5
FBgn0086604,FBgn0086604,FBpp0271792,FBtr0273284,37310,CG12484,Dm.22096,A8DYJ6
FBgn0002031,FBgn0002031,FBpp0080708,FBtr0081165,49168,l(2)37Cc,Dm.10664,A0A023GQA5
FBgn0284082,FBgn0284082,FBpp0402853,FBtr0452098,19835256,CG46304,,A0A1W5PX42
FBgn0002930,FBgn0002930,FBpp0088123,FBtr0089052,45908,nec,Dm.1783,Q7JWX3
FBgn0031735,FBgn0031735,FBpp0078767,FBtr0079136,33804,CG11029,Dm.34157,Q9VMM8
FBgn0085319,FBgn0085319,FBpp0288806,FBtr0299531,5740609,CG34290,Dm.34760,A8JRA0
FBgn0034563,FBgn0034563,FBpp0071484,FBtr0071555,37371,CG15649,Dm.26986,Q4V664
Dmel_CG45784,,,,,,,
FBgn0037897,FBgn0037897,FBpp0081863,FBtr0082387,41370,CG5270,Dm.4560,Q9VGP1
FBgn0029167,FBgn0029167,FBpp0075495,FBtr0075753,39529,Hml,Dm.6887,M9PCE5
FBgn0034200,FBgn0034200,FBpp0086140,FBtr0086987,36937,Gbp2,Dm.4587,Q7K533
FBgn0031036,FBgn0031036,FBpp0074537,FBtr0074768,32954,CG14220,Dm.13471,Q9VWG2
FBgn0067782,FBgn0067782,FBpp0089077,FBtr0090034,2768673,att-ORFB,Dm.18589,Q7KSA5
FBgn0039808,FBgn0039808,FBpp0312354,FBtr0346757,43660,CG12071,,A0A126GV33
FBgn0029897,FBgn0029897,FBpp0311459,FBtr0345292,31613,RpL17,Dm.7261,Q9W3W8
FBgn0086356,FBgn0086356,FBpp0086767,FBtr0087641,36538,tum,,A1Z9I5
FBgn0035423,FBgn0035423,FBpp0072908,FBtr0073044,38398,eIF1,Dm.7229,A0A1B2AJV1
FBgn0052473,FBgn0052473,FBpp0082212,FBtr0082744,41636,CG32473,Dm.1180,Q8INH5
FBgn0039966,FBgn0039966,FBpp0307861,FBtr0336924,3355163,Rab21,Dm.11159,Q7PLE9
FBgn0261596,FBgn0261596,FBpp0071846,FBtr0071935,37589,RpS24,Dm.19983,Q9W229
FBgn0031188,FBgn0031188,FBpp0077059,FBtr0077367,33133,CG14613,Dm.4006,Q9VR55
FBgn0033315,FBgn0033315,FBpp0087807,FBtr0088728,35848,beta3GalTII,Dm.30953,A1Z7G9
FBgn0050325,FBgn0050325,FBpp0086000,FBtr0086821,246541,CG30325,,A1ZB09
FBgn0264305,FBgn0264305,FBpp0303908,FBtr0331518,14462845,CG43783,Dm.4024,M9PEK7
FBgn0035999,FBgn0035999,FBpp0076191,FBtr0076463,39097,CG3552,Dm.5128,Q9VSZ5
CG6184,,,,,,,
FBgn0034588,FBgn0034588,FBpp0071495,FBtr0071567,37399,CG9394,Dm.33510,Q9W2L6
FBgn0038752,FBgn0038752,FBpp0083259,FBtr0083850,42376,CG4462,Dm.10179,Q9VDS0
FBgn0031737,FBgn0031737,FBpp0078795,FBtr0079164,33806,obst-E,Dm.2325,Q9VMM6
FBgn0025821,FBgn0025821,FBpp0081903,FBtr0082427,41414,I-t,Dm.27263,Q9VGJ2
FBgn0033247,FBgn0033247,FBpp0087936,FBtr0088860,35762,Nup44A,Dm.3965,Q7K2X8
FBgn0000719,FBgn0000719,FBpp0305382,FBtr0333180,33148,fog,Dm.2819,A4V4V8
FBgn0035147,FBgn0035147,FBpp0072455,FBtr0072556,38076,Gale,Dm.4155,M9ND19
FBgn0033264,FBgn0033264,FBpp0087861,FBtr0088783,35784,Nup50,Dm.519,Q7K0D8
FBgn0052537,FBgn0052537,FBpp0074456,FBtr0074687,318079,CG32537,Dm.17285,Q8IQX0
FBgn0035198,FBgn0035198,FBpp0100108,FBtr0100647,3772453,CG9133,Dm.21253,Q86BK2
FBgn0037525,FBgn0037525,FBpp0305962,FBtr0333828,40928,CG17816,Dm.1092,A8JQV2
FBgn0036590,FBgn0036590,FBpp0075223,FBtr0075468,39786,CG13065,Dm.5765,Q9VV13
FBgn0028569,FBgn0028569,FBpp0080683,FBtr0081139,35166,robl37BC,Dm.26839,Q9VJ18
FBgn0035998,FBgn0035998,FBpp0290254,FBtr0301032,39096,CG3437,Dm.4929,Q9VSZ4
FBgn0036217,FBgn0036217,FBpp0075803,FBtr0076071,39343,CG5906,Dm.13323,Q9VTQ1
FBgn0052666,FBgn0052666,FBpp0290242,FBtr0301020,32097,Drak,Dm.17507,Q0KHT7
FBgn0010015,FBgn0010015,FBpp0293124,FBtr0304582,43670,CanA1,Dm.1902,A0A0B4K6N5
FBgn0262854,FBgn0262854,FBpp0297289,FBtr0306159,12798438,CG43218,Dm.37552,C6SUT0
FBgn0040763,FBgn0040763,FBpp0087271,FBtr0088175,50236,CG18336,Dm.16171,A1Z8I5
FBgn0032535,FBgn0032535,FBpp0080131,FBtr0080554,34806,Ance-2,,Q9VJV2
FBgn0013263,FBgn0013263,FBpp0089418,FBtr0075706,2768981,Trl,Dm.7610,Q2PDY1
FBgn0040637,FBgn0040637,FBpp0077923,FBtr0078265,50110,CG11458,Dm.21436,Q9VP98
FBgn0030763,FBgn0030763,FBpp0074063,FBtr0074288,32632,CG9782,Dm.17373,Q9VXE4
FBgn0035099,FBgn0035099,FBpp0271860,FBtr0273352,38019,CG6845,Dm.791,B7Z0G8
FBgn0030836,FBgn0030836,FBpp0074219,FBtr0074445,32719,CG8664,Dm.19733,Q9VX58
FBgn0036621,FBgn0036621,FBpp0303600,FBtr0331173,39818,roq,Dm.11424,Q9VV48
FBgn0011746,FBgn0011746,FBpp0308393,FBtr0339284,35913,ana,Dm.7490,E1JH14
FBgn0024542,FBgn0024542,FBpp0076546,FBtr0076835,38795,Neos,Dm.869,Q9U9Q2
CG13606,,,,,,,
FBgn0031003,FBgn0031003,FBpp0074446,FBtr0074675,32916,CG7889,Dm.217,Q9VWJ9
FBgn0032968,FBgn0032968,FBpp0310412,FBtr0343880,35434,CG11634,,Q9V9P6
FBgn0035590,FBgn0035590,FBpp0076883,FBtr0077180,38600,Prpk,Dm.25444,Q9VRJ6
FBgn0033498,FBgn0033498,FBpp0087452,FBtr0088364,36077,CG12209,Dm.5233,Q8T4G7
FBgn0050356,FBgn0050356,FBpp0087796,FBtr0088717,246562,CG30356,,A1Z7I6
FBgn0031512,FBgn0031512,FBpp0077266,FBtr0077578,33537,CG15404,,Q9VQN1
FBgn0037828,FBgn0037828,FBpp0081792,FBtr0082316,41285,tomboy20,Dm.18746,Q9VGX9
FBgn0037018,FBgn0037018,FBpp0302832,FBtr0321286,40291,CG4042,Dm.5899,Q9VPC1
FBgn0028836,FBgn0028836,FBpp0087821,FBtr0088742,35816,CSN7,,N0A733
FBgn0033755,FBgn0033755,FBpp0086939,FBtr0087826,36381,ClC-b,Dm.5853,Q7JZ25
FBgn0032836,FBgn0032836,FBpp0304491,FBtr0332182,35282,CG10680,Dm.5808,Q9VIQ5
FBgn0263396,FBgn0263396,FBpp0082321,FBtr0082856,41666,sqd,Dm.7189,A0A0B4K6U6
FBgn0086253,FBgn0086253,FBpp0083713,FBtr0084320,326122,rumi,Dm.1286,A0A0B4KGR5
FBgn0032491,FBgn0032491,FBpp0271956,FBtr0273448,34725,CG16815,,Q9VK15
FBgn0034683,FBgn0034683,FBpp0071718,FBtr0071805,37509,CG13500,Dm.27779,Q9W2A4
FBgn0260392,FBgn0260392,FBpp0289886,FBtr0300662,8674039,CG42518,Dm.12104,E1JGK8
FBgn0085316,FBgn0085316,FBpp0111396,FBtr0112483,5740126,CG34287,Dm.34761,A2VEQ4
CG4662,,,,,,,
FBgn0034001,FBgn0034001,FBpp0086531,FBtr0087400,36688,mRpL41,Dm.6088,Q7JZM8
FBgn0037240,FBgn0037240,FBpp0078557,FBtr0078917,40553,Cont,Dm.12849,Q9VN14
FBgn0259228,FBgn0259228,FBpp0289071,FBtr0299793,31618,C3G,Dm.7970,B7Z132
