FLYBASE,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE,UNIPROT
FBgn0004638,FBgn0004638,FBpp0086817,FBtr0087698,36497,drk,Dm.3707,Q08012
FBgn0025725,FBgn0025725,FBpp0072694,FBtr0072812,38199,alphaCOP,Dm.2217,Q9W0B8
FBgn0031683,FBgn0031683,FBpp0078658,FBtr0079019,33743,CG4230,Dm.307,M9PEP4
FBgn0038795,FBgn0038795,FBpp0083302,FBtr0083894,42421,CG4335,,Q9VDM7
FBgn0002917,FBgn0002917,FBpp0311139,FBtr0344823,45338,na,,A8JUW5
FBgn0259243,FBgn0259243,FBpp0291781,FBtr0302641,40305,Pka-R1,Dm.15092,P16905
FBgn0036716,FBgn0036716,FBpp0075000,FBtr0075238,39937,CG13728,Dm.6133,Q9VVG1
FBgn0034346,FBgn0034346,FBpp0085870,FBtr0086691,37118,PIG-O,,A1ZB84
CG4630,,,,,,,
FBgn0034325,FBgn0034325,FBpp0298013,FBtr0307184,37096,CG18539,Dm.15926,A0A0B4LFZ1
FBgn0038790,FBgn0038790,FBpp0083292,FBtr0083884,42416,MtnC,Dm.27349,A0A1B3Q3M0
FBgn0263231,FBgn0263231,FBpp0081374,FBtr0081888,45826,bel,Dm.7823,A0A0B4KGU4
FBgn0023506,FBgn0023506,FBpp0071145,FBtr0071198,31780,Es2,Dm.31045,B5RIV5
FBgn0038820,FBgn0038820,FBpp0083343,FBtr0083935,42451,CG4000,Dm.4561,Q9VDJ7
FBgn0030410,FBgn0030410,FBpp0311951,FBtr0346122,32215,Aven,Dm.5327,Q9VYK8
FBgn0024555,FBgn0024555,FBpp0113096,FBtr0114604,41675,flfl,Dm.14510,Q9VFS5
FBgn0027513,FBgn0027513,FBpp0308416,FBtr0339310,35878,ana2,Dm.21568,A0A0B4LFU9
FBgn0035149,FBgn0035149,FBpp0072457,FBtr0072558,38078,MED30,Dm.798,Q9W0P3
FBgn0015799,FBgn0015799,FBpp0070141,FBtr0070146,31027,Rbf,Dm.4654,Q24472
FBgn0000166,FBgn0000166,FBpp0081167,FBtr0081667,40830,bcd,Dm.3237,P09081
FBgn0030320,FBgn0030320,FBpp0073381,FBtr0073536,32111,CG2247,Dm.17505,Q9VYW5
FBgn0260799,FBgn0260799,FBpp0110406,FBtr0111114,3355143,p120ctn,Dm.1722,Q7PLI0
FBgn0051708,FBgn0051708,FBpp0079378,FBtr0079777,34231,DIP-zeta,Dm.18201,M9MSH3
FBgn0260776,FBgn0260776,FBpp0290548,FBtr0301333,8674011,CG42570,Dm.37086,D0IQA3
FBgn0033479,FBgn0033479,FBpp0087517,FBtr0088431,36049,PIG-N,,A1Z838
FBgn0035279,FBgn0035279,FBpp0288836,FBtr0299561,38239,Cpr62Ba,Dm.27035,Q9W079
FBgn0036790,FBgn0036790,FBpp0088997,FBtr0089578,40020,AstC-R1,Dm.23463,Q9VVQ1
FBgn0028935,FBgn0028935,FBpp0297620,FBtr0306681,34935,CG7653,,Q9VJN2
FBgn0034580,FBgn0034580,FBpp0071463,FBtr0071534,37390,Cht8,Dm.30880,Q9W2M7
FBgn0085259,FBgn0085259,FBpp0111338,FBtr0112423,5740558,CG34230,Dm.33368,A8DYA9
FBgn0026179,FBgn0026179,FBpp0290817,FBtr0301602,40327,siz,Dm.1023,Q6U9V3
FBgn0041775,FBgn0041775,FBpp0304887,FBtr0332641,39430,tral,Dm.7674,Q9VTZ0
FBgn0263852,FBgn0263852,FBpp0079324,FBtr0079719,34159,Dad1,Dm.30817,A0A1B2AKP8
FBgn0030091,FBgn0030091,FBpp0071234,FBtr0071299,31844,CG7065,Dm.2048,Q7YZA2
FBgn0037478,FBgn0037478,FBpp0081087,FBtr0081568,40857,CG2656,Dm.1084,Q9VI70
FBgn0021761,FBgn0021761,FBpp0309199,FBtr0340224,34527,Nup154,Dm.404,Q9V463
FBgn0003751,,,,34376,trk,Dm.30825,Q24155
FBgn0036624,FBgn0036624,FBpp0305773,FBtr0333596,39821,RAF2,Dm.7165,Q9VV52
FBgn0034854,FBgn0034854,FBpp0071945,FBtr0072036,37702,Golgin245,,Q9W1R3
FBgn0020309,FBgn0020309,FBpp0079844,FBtr0080260,34592,crol,Dm.3562,O61360
FBgn0027507,FBgn0027507,FBpp0304298,FBtr0331967,35500,CG1344,Dm.7008,A1Z6G6
FBgn0031718,FBgn0031718,FBpp0113003,FBtr0114511,33784,CG14014,Dm.13485,Q9VMP8
FBgn0085320,FBgn0085320,FBpp0111400,FBtr0112487,5740331,CG34291,,A8JRD6
Dmel_CG42670,,,,,,,
FBgn0001965,FBgn0001965,FBpp0080118,FBtr0080541,34790,Sos,,P26675
FBgn0038536,FBgn0038536,FBpp0082912,FBtr0083479,42128,CG7655,Dm.1232,Q9VEG9
FBgn0034446,FBgn0034446,FBpp0309437,FBtr0340534,37236,Arl6,,A0A0B4LFW0
FBgn0015371,FBgn0015371,FBpp0293743,FBtr0305213,36678,chn,Dm.11696,Q7YU81
FBgn0001134,FBgn0001134,FBpp0074905,FBtr0075139,39984,Grd,Dm.2530,F3YDK8
FBgn0001149,FBgn0001149,FBpp0082077,FBtr0082607,41503,GstD1,Dm.2439,P20432
FBgn0263855,FBgn0263855,FBpp0085368,FBtr0086032,35522,BubR1,Dm.6411,A1Z6I7
FBgn0263112,FBgn0263112,FBpp0298327,FBtr0307326,3885647,Mitf,Dm.23595,Q6WSQ9
FBgn0035107,FBgn0035107,FBpp0072382,FBtr0072480,38028,mri,Dm.11508,X2J8G3
FBgn0036614,FBgn0036614,FBpp0075186,FBtr0075428,39810,Golgin104,Dm.4421,Q9VV40
FBgn0033312,FBgn0033312,FBpp0302640,FBtr0310502,35845,CG8642,,A1Z7G6
FBgn0036979,FBgn0036979,FBpp0077842,FBtr0078184,40247,CG13247,Dm.7706,Q9VPG9
FBgn0034842,FBgn0034842,FBpp0071954,FBtr0072045,37690,Prosbeta5R1,Dm.5579,Q9W1S5
FBgn0038589,FBgn0038589,FBpp0082991,FBtr0083569,42188,CG18598,Dm.16742,Q9VEA7
FBgn0023090,FBgn0023090,FBpp0081044,FBtr0081516,318856,dtr,Dm.23706,Q8INT5
FBgn0051139,FBgn0051139,FBpp0308605,FBtr0339522,42698,CG31139,Dm.31333,A0A0B4KHN6
FBgn0038009,FBgn0038009,FBpp0082037,FBtr0082565,41490,CG17738,Dm.34075,Q9VGB1
FBgn0030803,FBgn0030803,FBpp0302656,FBtr0310519,32680,CG4880,Dm.14809,M9PHD6
FBgn0029154,FBgn0029154,FBpp0291083,FBtr0301869,3772542,Menl-1,Dm.20804,Q86NT5
FBgn0037131,FBgn0037131,FBpp0078089,FBtr0078435,40425,CG14564,Dm.27889,Q9VNY3
FBgn0264989,FBgn0264989,FBpp0307444,FBtr0335467,14462776,CG44140,Dm.38924,M9PBB7
FBgn0037307,FBgn0037307,FBpp0078462,FBtr0078820,40632,Tim17a2,Dm.29768,Q9VN97
FBgn0026079,FBgn0026079,FBpp0070637,FBtr0070669,45064,Nsun2,Dm.3580,Q9W4M9
FBgn0038087,FBgn0038087,FBpp0308009,FBtr0337093,41578,beat-Va,Dm.16932,Q9VG24
FBgn0069913,FBgn0069913,FBpp0072248,FBtr0301624,37928,CG4681,Dm.5627,Q9W144
FBgn0029789,FBgn0029789,FBpp0070812,FBtr0070847,31487,PGAP1,,Q9W495
FBgn0032693,FBgn0032693,FBpp0080627,FBtr0081077,35115,Cyp310a1,Dm.457,Q9VJ71
FBgn0259189,FBgn0259189,FBpp0288951,FBtr0299673,7354417,Ir7e,Dm.37087,B7Z0X5
FBgn0027506,FBgn0027506,FBpp0086114,FBtr0086958,36959,EDTP,Dm.665,Q9NDR1
FBgn0036764,FBgn0036764,FBpp0271785,FBtr0273277,39990,CG5535,Dm.11676,Q9VVM0
FBgn0026602,FBgn0026602,FBpp0088121,FBtr0089050,44750,Ady43A,Dm.1446,Q7JWW6
FBgn0031733,FBgn0031733,FBpp0304813,FBtr0332555,33802,CG14006,Dm.30809,Q9VMN0
FBgn0039311,FBgn0039311,FBpp0112997,FBtr0114505,43051,CG10513,Dm.4595,Q9VBT7
FBgn0004629,FBgn0004629,FBpp0082439,FBtr0082980,41767,Cys,Dm.1197,P23779
CG43203,,,,,,,
FBgn0029834,FBgn0029834,FBpp0293888,FBtr0305345,31537,CG5937,Dm.26469,Q9W444
CG44259,,,,,,,
FBgn0032373,FBgn0032373,FBpp0307446,FBtr0335471,34587,Vha100-5,Dm.18113,Q9VKF6
FBgn0041623,FBgn0041623,FBpp0076714,FBtr0077006,318013,Or65c,Dm.26518,E5AJI4
FBgn0260456,FBgn0260456,FBpp0072239,FBtr0072332,37948,CG4806,Dm.2200,Q9W124
FBgn0063667,FBgn0063667,FBpp0271924,FBtr0273416,261663,CG32335,Dm.5186,Q8SXQ8
FBgn0051637,FBgn0051637,FBpp0078917,FBtr0079287,33914,CG31637,Dm.327,Q9VMC3
FBgn0010042,FBgn0010042,FBpp0082045,FBtr0082573,48339,GstD6,,Q9VG94
FBgn0030345,FBgn0030345,FBpp0303439,FBtr0330413,32144,CG1847,Dm.144,Q9VYT2
FBgn0264542,FBgn0264542,FBpp0305358,FBtr0333155,32202,hwt,Dm.17487,M9PEE4
FBgn0037603,FBgn0037603,FBpp0306431,FBtr0334317,41023,CG11753,Dm.20157,A0A0B4KFH6
FBgn0259789,FBgn0259789,FBpp0074576,FBtr0074807,32994,zld,Dm.22844,X2BZL0
FBgn0039043,FBgn0039043,FBpp0083754,FBtr0084361,42721,CG17121,Dm.4883,Q9VCR9
FBgn0034937,FBgn0034937,FBpp0072055,FBtr0072146,37808,fzr2,Dm.4571,Q9W1F6
FBgn0085265,FBgn0085265,FBpp0290233,FBtr0301011,5740183,CG34236,Dm.34774,A2VEM8
FBgn0031174,FBgn0031174,FBpp0076891,FBtr0077190,33108,CG1486,Dm.2324,Q9VRG8
FBgn0038527,FBgn0038527,FBpp0082925,FBtr0083500,42119,CG14324,Dm.6525,Q9VEH8
FBgn0034627,FBgn0034627,FBpp0071534,FBtr0071608,37444,eEFSec,Dm.5830,Q9W2H0
FBgn0039622,FBgn0039622,FBpp0084713,FBtr0085344,43422,eIF4E6,Dm.14090,Q9VAR1
FBgn0033572,FBgn0033572,FBpp0087294,FBtr0088198,36161,polyph,Dm.23909,Q4V5R4
FBgn0259950,FBgn0259950,FBpp0309922,FBtr0343241,8674116,CG42460,Dm.24509,C9QNZ6
FBgn0017590,FBgn0017590,FBpp0083730,FBtr0084337,42707,klg,Dm.1287,Q9VCT4
FBgn0035761,FBgn0035761,FBpp0076596,FBtr0076886,38806,RhoGEF4,Dm.3393,Q9VS45
FBgn0259703,FBgn0259703,FBpp0289233,FBtr0299956,7354373,CG42357,Dm.36955,B7Z0I0
FBgn0261955,FBgn0261955,FBpp0070872,FBtr0070907,31579,kdn,Dm.8,Q9W401
FBgn0051088,FBgn0051088,FBpp0082695,FBtr0083241,318590,CG31088,,Q8INC8
FBgn0032400,FBgn0032400,FBpp0079890,FBtr0080306,34621,CG6770,Dm.7111,Q9VKC5
FBgn0259143,FBgn0259143,FBpp0288833,FBtr0299558,32196,CG42258,Dm.12832,X2JEY3
FBgn0035009,FBgn0035009,FBpp0072204,FBtr0072297,37904,CG16837,Dm.33704,Q9W168
FBgn0038353,FBgn0038353,FBpp0306144,FBtr0334027,41900,CG5399,Dm.16837,Q9VF46
FBgn0032338,FBgn0032338,FBpp0293128,FBtr0304586,34539,CG16854,Dm.11653,M9ND65
FBgn0028675,FBgn0028675,FBpp0402894,FBtr0452144,34350,Sur,,A0A1W5PZ45
FBgn0085471,FBgn0085471,FBpp0111658,FBtr0112746,5740603,CG34442,Dm.34583,Q29QT4
FBgn0034708,FBgn0034708,FBpp0071685,FBtr0071771,37536,Vps35,Dm.9290,Q7KVL7
FBgn0037647,FBgn0037647,FBpp0081491,FBtr0082013,41071,RagA-B,Dm.1110,Q9VHJ4
FBgn0011785,FBgn0011785,FBpp0083988,FBtr0084604,42898,BRWD3,Dm.5099,Q9VC96
FBgn0002709,FBgn0002709,FBpp0292855,FBtr0303847,3772646,mei-218,Dm.20309,Q0KHR4
FBgn0030377,FBgn0030377,FBpp0073467,FBtr0073634,32180,CG1924,Dm.27555,Q9I7S9
FBgn0085457,FBgn0085457,FBpp0111641,FBtr0112729,5740867,CG34428,Dm.36145,A8JNS2
FBgn0085358,FBgn0085358,FBpp0310706,FBtr0344305,50358,Diedel3,,Q9VWM9
FBgn0042186,FBgn0042186,FBpp0307159,FBtr0335163,59224,CG17239,Dm.27638,Q9VQ98
FBgn0260873,FBgn0260873,FBpp0290785,FBtr0301570,8674103,CG42583,,E1JJR7
FBgn0029840,FBgn0029840,FBpp0305180,FBtr0332964,31543,raptor,Dm.2949,Q9W437
FBgn0038204,FBgn0038204,FBpp0290495,FBtr0301280,41716,CG14357,Dm.27293,Q9VFN1
FBgn0023180,FBgn0023180,FBpp0087566,FBtr0088482,36017,Orc6,Dm.3117,Q9Y1B2
FBgn0027495,FBgn0027495,FBpp0087091,FBtr0087983,36299,Smyd4-4,Dm.572,Q7KMH5
FBgn0263094,FBgn0263094,FBpp0297949,FBtr0307109,12798006,CG43362,Dm.37737,M9NF92
FBgn0003892,FBgn0003892,FBpp0088443,FBtr0089427,35851,ptc,,P18502
FBgn0040729,FBgn0040729,FBpp0085671,FBtr0086475,50202,CG15126,Dm.27494,A1ZBP6
FBgn0001215,FBgn0001215,FBpp0084668,FBtr0085299,43385,Hrb98DE,Dm.7147,A4V3J5
FBgn0038170,FBgn0038170,FBpp0082287,FBtr0082819,41676,CG14367,Dm.20185,Q9VFS4
FBgn0053306,FBgn0053306,FBpp0080141,FBtr0080564,2768915,CG33306,Dm.30837,Q7KTA2
CG44296,,,,,,,
FBgn0030525,FBgn0030525,FBpp0073667,FBtr0073836,32345,CG10996,Dm.31088,Q9VY83
FBgn0015818,FBgn0015818,FBpp0070859,FBtr0070894,31558,Spx,Dm.2947,Q9W424
FBgn0038894,FBgn0038894,FBpp0083512,FBtr0084113,42552,CG15497,Dm.27363,Q9VD91
FBgn0085205,FBgn0085205,FBpp0111282,FBtr0112367,5740391,CG34176,Dm.34783,A8DYU5
FBgn0035019,FBgn0035019,FBpp0307897,FBtr0336954,37917,Ir60e,Dm.27794,Q9W155
FBgn0033817,FBgn0033817,FBpp0086857,FBtr0087744,36467,GstE14,Dm.5788,Q7JYX0
FBgn0015359,FBgn0015359,FBpp0072756,FBtr0072877,38287,CG2034,Dm.31135,Q24050
FBgn0030989,FBgn0030989,FBpp0074467,FBtr0074698,32901,Inx5,Dm.5292,Q9VWL5
FBgn0041231,FBgn0041231,FBpp0075849,FBtr0076118,39324,Gr68a,Dm.27850,C9QPG7
CG42857,,,,,,,
FBgn0044323,FBgn0044323,FBpp0297142,FBtr0306000,34096,Cka,Dm.5272,D3DML3
FBgn0050499,FBgn0050499,FBpp0301728,FBtr0310025,35692,CG30499,Dm.3717,Q95RV5
FBgn0032331,FBgn0032331,FBpp0111948,FBtr0113035,34532,CG14913,,A8DYZ1
FBgn0032850,FBgn0032850,FBpp0304006,FBtr0331616,35300,Kua,Dm.12027,Q9V3B5
FBgn0033762,FBgn0033762,FBpp0086957,FBtr0087844,36393,ZnT49B,Dm.6173,A1Z936
FBgn0037697,FBgn0037697,FBpp0081520,FBtr0082042,41133,GstZ2,Dm.1121,Q9VHD2
FBgn0003742,FBgn0003742,FBpp0088560,FBtr0089615,36619,tra2,Dm.4216,P19018
FBgn0030731,FBgn0030731,FBpp0073988,FBtr0074209,32582,Mfe2,Dm.4585,Q9VXJ0
FBgn0085383,FBgn0085383,FBpp0310700,FBtr0344296,5740528,CG34354,,A8JPX0
FBgn0030930,FBgn0030930,FBpp0074395,FBtr0074624,32836,GalNAc-T2,Dm.7692,Q8MV48
FBgn0259676,FBgn0259676,FBpp0077899,FBtr0078241,44915,DNApol-alpha60,Dm.7051,I1WYG8
FBgn0032033,FBgn0032033,FBpp0304317,FBtr0331995,34157,CG13392,Dm.18218,Q9VLM7
FBgn0031374,FBgn0031374,FBpp0305221,FBtr0333006,33367,Wdr62,Dm.264,Q0E8U7
FBgn0264090,FBgn0264090,FBpp0303583,FBtr0331156,32889,CG43759,Dm.4349,M9PF59
FBgn0024889,FBgn0024889,FBpp0074650,FBtr0074881,40160,Kap-alpha1,Dm.29732,O76521
FBgn0053544,FBgn0053544,FBpp0099770,FBtr0091510,3346188,Vkor,Dm.27762,A1ZAJ5
FBgn0033241,FBgn0033241,FBpp0087954,FBtr0088878,35754,CG2915,,Q0E9F9
FBgn0038150,FBgn0038150,FBpp0082227,FBtr0082759,41651,yellow-e3,Dm.6129,Q9VFV3
FBgn0033590,FBgn0033590,FBpp0087290,FBtr0088194,36180,CG13217,Dm.20600,Q7JWM4
FBgn0037255,FBgn0037255,FBpp0078568,FBtr0078928,40569,Fip1,Dm.1059,Q9VN31
FBgn0267967,FBgn0267967,FBpp0074259,FBtr0074485,32739,corolla,Dm.195,X2JKX2
FBgn0004053,FBgn0004053,FBpp0081170,FBtr0081670,40828,zen,Dm.27227,P09089
FBgn0024509,FBgn0024509,FBpp0083801,FBtr0084409,44437,Sec13,Dm.7682,Q9V3J4
FBgn0250850,FBgn0250850,FBpp0085564,FBtr0086252,37335,rig,Dm.29482,Q86BY9
FBgn0025720,FBgn0025720,FBpp0085626,FBtr0086317,37288,Ate1,Dm.4513,A0A0B4KFD5
FBgn0034739,FBgn0034739,FBpp0071764,FBtr0071853,37576,CG3927,,Q9W240
FBgn0041171,FBgn0041171,FBpp0073101,FBtr0073245,38516,ago,Dm.2559,Q9VZF4
FBgn0035445,FBgn0035445,FBpp0072939,FBtr0073077,38423,Ids,Dm.15756,Q9VZP8
FBgn0004623,FBgn0004623,FBpp0074717,FBtr0074949,40148,Gbeta76C,Dm.9760,P29829
CG44037,,,,,,,
FBgn0032428,FBgn0032428,FBpp0079948,FBtr0080366,34654,CG6405,Dm.3936,Q9VK91
FBgn0032845,FBgn0032845,FBpp0080873,FBtr0081341,35295,CG10747,Dm.30856,Q9VIP3
FBgn0036697,FBgn0036697,FBpp0075042,FBtr0075282,39917,rogdi,Dm.4011,Q9VVE2
FBgn0036230,FBgn0036230,FBpp0075797,FBtr0076065,39357,CG11570,Dm.27853,Q9VTR5
FBgn0051406,FBgn0051406,FBpp0081713,FBtr0082235,318715,CG31406,Dm.14971,Q8INM2
FBgn0036485,FBgn0036485,FBpp0075394,FBtr0075641,39653,FucTA,Dm.4691,I0DHK8
FBgn0030521,FBgn0030521,FBpp0311925,FBtr0346091,32341,CtsB1,Dm.3926,Q9VY87
FBgn0038927,FBgn0038927,FBpp0083581,FBtr0084183,42593,CG6015,Dm.20226,Q9VD52
FBgn0034415,FBgn0034415,FBpp0085780,FBtr0086596,37194,CG15116,Dm.30995,Q4V6H2
FBgn0264979,FBgn0264979,FBpp0307157,FBtr0335159,33405,CG4267,Dm.11975,Q9VQ96
FBgn0037993,FBgn0037993,FBpp0308709,FBtr0339647,41473,dpr15,Dm.13690,Q9VGD0
FBgn0002940,FBgn0002940,FBpp0083266,FBtr0083857,42367,ninaE,Dm.6744,P06002
FBgn0260657,FBgn0260657,FBpp0305762,FBtr0333585,38562,CG42540,Dm.2237,M9NF13
FBgn0261599,FBgn0261599,FBpp0081614,FBtr0082136,41200,RpS29,Dm.14936,A0A0C4DHE8
FBgn0032223,FBgn0032223,FBpp0079583,FBtr0079993,34395,GATAd,Dm.3471,Q9VKZ0
FBgn0001321,FBgn0001321,FBpp0081672,FBtr0082194,47137,knk,Dm.6066,Q9VH23
FBgn0038422,FBgn0038422,FBpp0082770,FBtr0083320,41986,CG14880,Dm.6127,Q9VEW1
FBgn0036612,FBgn0036612,FBpp0075136,FBtr0075377,39808,CG4998,Dm.13277,Q0E8E2
Dmel_CG18410,,,,,,,
FBgn0033919,FBgn0033919,FBpp0308989,FBtr0339968,36586,CG8547,,Q0E980
FBgn0263352,FBgn0263352,FBpp0311664,FBtr0345595,38963,Unr,Dm.4454,B7Z0E2
CG10543,,,,,,,
FBgn0033960,FBgn0033960,FBpp0086601,FBtr0087472,36639,CG10151,Dm.7788,B7YZH1
FBgn0034387,FBgn0034387,FBpp0085792,FBtr0086609,37163,Cyp12b2,Dm.23937,Q9V8M2
FBgn0053271,FBgn0053271,FBpp0075881,FBtr0076150,2768972,CG33271,Dm.31189,Q7KUG4
FBgn0033287,FBgn0033287,FBpp0087819,FBtr0088740,35812,CG8701,Dm.3922,Q7K2U6
FBgn0086698,FBgn0086698,FBpp0305725,FBtr0333545,33349,frtz,Dm.23388,M9PBR4
FBgn0033031,FBgn0033031,FBpp0085372,FBtr0086036,35503,CG8245,Dm.7680,A1Z6G9
FBgn0033389,FBgn0033389,FBpp0290742,FBtr0301527,35937,Rad51D,,A1Z7R8
FBgn0052732,FBgn0052732,FBpp0070998,FBtr0071039,31638,CG32732,Dm.7994,Q9W3U1
FBgn0261524,FBgn0261524,FBpp0073551,FBtr0073720,32257,lic,Dm.2945,O62602
FBgn0002525,FBgn0002525,FBpp0297901,FBtr0307058,33782,Lam,Dm.312,M9NE89
FBgn0262103,FBgn0262103,FBpp0309334,FBtr0340388,37152,Sik3,Dm.690,A8DYI4
FBgn0000414,FBgn0000414,FBpp0303223,FBtr0330190,39866,Dab,Dm.2851,E1JI13
FBgn0051719,FBgn0051719,FBpp0079630,FBtr0080040,34438,RluA-1,Dm.11052,M9PCT9
FBgn0029722,FBgn0029722,FBpp0070680,FBtr0070712,31407,CG7024,Dm.17708,Q9W4H4
FBgn0035989,FBgn0035989,FBpp0076211,FBtr0076483,39086,CG3967,Dm.7851,M9PEN1
FBgn0035667,FBgn0035667,FBpp0076775,FBtr0077067,38685,Jon65Ai,Dm.11314,Q9VRS9
FBgn0086519,FBgn0086519,FBpp0087279,FBtr0088183,36196,Cpr47Eg,Dm.6161,A0A1B2AKF3
FBgn0034569,FBgn0034569,FBpp0271922,FBtr0273414,37377,dgt3,Dm.4126,Q9W2P0
FBgn0040795,FBgn0040795,FBpp0075187,FBtr0075429,50268,CG13038,Dm.24910,Q4V434
FBgn0053120,FBgn0053120,FBpp0080663,FBtr0081118,326260,CG33120,Dm.4200,Q9VJ41
FBgn0029703,FBgn0029703,FBpp0311749,FBtr0345705,31372,CG12692,Dm.17717,Q9W4L5
FBgn0030936,FBgn0030936,FBpp0074391,FBtr0074620,32843,CG6481,Dm.21513,Q9VWS9
FBgn0019972,FBgn0019972,FBpp0084848,FBtr0085482,43514,Drice,Dm.2333,O01382
FBgn0259716,FBgn0259716,FBpp0289246,FBtr0299969,33893,CG42370,Dm.36909,Q9VME2
FBgn0086448,FBgn0086448,FBpp0309273,FBtr0340312,117366,PIG-Q,,Q8IR17
FBgn0015271,FBgn0015271,FBpp0080120,FBtr0080543,34794,Orc5,Dm.30749,Q24169
FBgn0033636,FBgn0033636,FBpp0305284,FBtr0333071,36241,tou,Dm.2658,A8DYA3
FBgn0001970,FBgn0001970,FBpp0080202,FBtr0080629,48775,Pgant35A,Dm.1528,F5XVG5
FBgn0034942,FBgn0034942,FBpp0297709,FBtr0306797,37813,CG13566,,Q9W1F0
FBgn0004003,FBgn0004003,FBpp0309412,FBtr0340470,37206,wbl,Dm.23938,A0A0B4LGZ1
FBgn0022960,FBgn0022960,FBpp0085514,FBtr0086182,35609,vimar,Dm.1917,A1Z6S6
FBgn0029646,FBgn0029646,FBpp0070531,FBtr0070556,31287,CG14423,Dm.14934,Q9W4U4
FBgn0034878,FBgn0034878,FBpp0072022,FBtr0072113,37730,pita,Dm.3686,Q95RQ8
CG42693,,,,,,,
FBgn0046294,FBgn0046294,FBpp0289986,FBtr0300762,36944,CG12699,Dm.4974,Q8SXP1
FBgn0030221,FBgn0030221,FBpp0071436,FBtr0071507,31993,Rab9Db,Dm.27545,Q9W2S9
FBgn0011576,FBgn0011576,FBpp0311678,FBtr0345609,31192,Cyp4d2,Dm.1696,Q27589
FBgn0031574,FBgn0031574,FBpp0077191,FBtr0077502,33609,CG3964,Dm.4387,Q9VQV6
FBgn0033257,FBgn0033257,FBpp0087858,FBtr0088780,35777,sand,Dm.6080,Q7JZM1
FBgn0037940,FBgn0037940,FBpp0081904,FBtr0082428,41415,CG14720,Dm.27264,Q9VGJ1
FBgn0024360,FBgn0024360,FBpp0089095,FBtr0070237,31081,MTPAP,Dm.10897,O46102
FBgn0026565,FBgn0026565,FBpp0307951,FBtr0337022,40812,CG1315,Dm.20149,A0A0B4KFC7
FBgn0031365,FBgn0031365,FBpp0077567,FBtr0077901,33358,CG17650,Dm.18432,Q9VQ44
FBgn0266129,FBgn0266129,FBpp0072360,FBtr0072458,38007,lov,Dm.6651,A0A0B4LGK1
FBgn0011559,FBgn0011559,FBpp0309468,FBtr0340581,35096,Acp36DE,Dm.29426,Q9V3R1
FBgn0037292,FBgn0037292,FBpp0290527,FBtr0301312,40615,plh,Dm.27205,Q9VN75
FBgn0015614,FBgn0015614,FBpp0301600,FBtr0309866,46456,CanB2,Dm.1774,A0A0B4K833
FBgn0004872,FBgn0004872,FBpp0309202,FBtr0340227,34521,piwi,,Q9VKM1
FBgn0086358,FBgn0086358,FBpp0304258,FBtr0331925,37216,Tab2,Dm.3281,Q6NQZ7
FBgn0030733,FBgn0030733,FBpp0073995,FBtr0074216,32586,UQCR-14,Dm.31027,Q9VXI6
FBgn0038645,FBgn0038645,FBpp0083101,FBtr0083686,42250,CG7714,Dm.1245,Q9VE40
FBgn0038570,FBgn0038570,FBpp0100080,FBtr0100620,3771951,Prx5,Dm.4424,Q960M4
FBgn0031055,FBgn0031055,FBpp0300794,FBtr0308570,32975,et,Dm.23830,M9NE35
FBgn0036333,FBgn0036333,FBpp0075632,FBtr0075898,39475,MICAL-like,Dm.4420,Q9VU34
FBgn0285911,FBgn0285911,FBpp0081459,FBtr0081979,41107,Vps16A,Dm.5838,Q9VHG1
FBgn0051546,FBgn0051546,FBpp0078386,FBtr0078737,40691,CG31546,Dm.4979,Q9VNF4
FBgn0010078,FBgn0010078,FBpp0071808,FBtr0071897,37628,RpL23,Dm.6664,P48159
FBgn0027094,FBgn0027094,FBpp0089366,FBtr0079722,34156,AlaRS,Dm.354,Q9VLM8
FBgn0032216,FBgn0032216,FBpp0079650,FBtr0080061,34387,Usp14,Dm.14741,Q9VKZ8
FBgn0267823,FBgn0267823,FBpp0071816,FBtr0071905,37638,Gmer,Dm.739,B6IDX2
FBgn0263322,FBgn0263322,FBpp0300927,FBtr0308746,12798530,CG43403,Dm.37960,M9NCQ5
FBgn0026144,FBgn0026144,FBpp0089293,FBtr0071053,31669,CBP,Dm.2943,M9PHB8
FBgn0031333,FBgn0031333,FBpp0077612,FBtr0077947,33321,CG5561,Dm.30795,Q9VQ02
FBgn0039728,FBgn0039728,FBpp0084911,FBtr0085545,43552,CG7896,Dm.4240,Q9VAD1
FBgn0032401,FBgn0032401,FBpp0079889,FBtr0080305,34622,Plzf,Dm.4104,Q9VKC4
FBgn0035139,FBgn0035139,FBpp0072465,FBtr0072566,38066,CG13891,Dm.15940,Q9W0Q5
FBgn0000355,FBgn0000355,FBpp0076299,FBtr0076572,38999,Cp15,Dm.27087,P07185
FBgn0039631,FBgn0039631,FBpp0084733,FBtr0085364,43433,Sirt7,Dm.1364,Q9VAQ1
FBgn0030263,FBgn0030263,FBpp0073284,FBtr0073428,32041,CG2076,Dm.11319,Q9VZ34
FBgn0037000,FBgn0037000,FBpp0077878,FBtr0078220,40271,ZnT77C,Dm.6007,Q9VPE3
FBgn0025864,FBgn0025864,FBpp0071165,FBtr0071219,31800,Crag,Dm.7132,Q9W3D3
FBgn0052685,FBgn0052685,FBpp0071418,FBtr0071489,31942,ZAP3,,M9NF08
