SGD,COMMON,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,UNIPROT
S000002492,AFR1,YDR085C,YDR085C_mRNA,YDR085C_mRNA,851658,P33304
S000001288,IRR1,YIL026C,YIL026C_mRNA,YIL026C_mRNA,854786,P40541
S000002170,,YDL012C,YDL012C_mRNA,YDL012C_mRNA,851550,Q12489
S000002251,PMT5,YDL093W,YDL093W_mRNA,YDL093W_mRNA,851464,P52867
S000001650,MRP49,YKL167C,YKL167C_mRNA,YKL167C_mRNA,853687,P32388
S000006252,NAPDH-dependent diflavin reductase,YPR048W,YPR048W_mRNA,YPR048W_mRNA,856161,Q12181
S000006169,GAL4,YPL248C,YPL248C_mRNA,YPL248C_mRNA,855828,P04386
S000000127,SHE1,YBL031W,YBL031W_mRNA,YBL031W_mRNA,852249,P38200
S000002676,MSW1,YDR268W,YDR268W_mRNA,YDR268W_mRNA,851861,P04803
S000002297,RGT2,YDL138W,YDL138W_mRNA,YDL138W_mRNA,851417,Q12300
S000000779,MAK10,YEL053C,YEL053C_mRNA,YEL053C_mRNA,856657,Q02197
S000005903,,,,,854558,
S000000151,3'-5'-exodeoxyribonuclease,YBL055C,YBL055C_mRNA,YBL055C_mRNA,852225,P34220
S000000695,GIT1,YCR098C,YCR098C_mRNA,YCR098C_mRNA,850462,P25346
S000004467,ERG6,YML008C,YML008C_mRNA,YML008C_mRNA,855003,P25087
S000002516,putative phosphotransferase,YDR109C,YDR109C_mRNA,YDR109C_mRNA,851687,Q04585
S000004106,BBP,YLR116W,YLR116W_mRNA,YLR116W_mRNA,850807,Q12186
S000006238,ARP7,YPR034W,YPR034W_mRNA,YPR034W_mRNA,856146,Q12406
S000005963,CDK8,YPL042C,YPL042C_mRNA,YPL042C_mRNA,856065,P39073
S000001160,ORC6,YHR118C,YHR118C_mRNA,YHR118C_mRNA,856518,P38826
S000003163,AAS103,YGL195W,YGL195W_mRNA,YGL195W_mRNA,852680,P33892
S000003631,BCK1,YJL095W,YJL095W_mRNA,YJL095W_mRNA,853350,Q01389
S000000888,ILV1,YER086W,YER086W_mRNA,YER086W_mRNA,856819,P00927
S000000049,FLC2,YAL053W,YAL053W_mRNA,YAL053W_mRNA,851246,P39719
S000003376,ESP35,YGR144W,YGR144W_mRNA,YGR144W_mRNA,853047,P32318
S000004841,MTF1,YMR228W,YMR228W_mRNA,YMR228W_mRNA,855268,P14908
S000005728,HIS10,YOR202W,YOR202W_mRNA,YOR202W_mRNA,854377,P06633
S000000469,3-dehydrosphinganine reductase,YBR265W,YBR265W_mRNA,YBR265W_mRNA,852568,P38342
S000005347,epoxide hydrolase,YNR064C,YNR064C_mRNA,YNR064C_mRNA,855801,P53750
S000000762,ANP1,YEL036C,YEL036C_mRNA,YEL036C_mRNA,856675,P32629
S000000969,BCK2,YER167W,YER167W_mRNA,YER167W_mRNA,856914,P33306
S000000742,NPP2,YEL016C,YEL016C_mRNA,YEL016C_mRNA,856699,P39997
S000004649,gag protein,,,,855063,Q04215
S000005657,putative haloacid dehalogenase-like hydrolase,YOR131C,YOR131C_mRNA,YOR131C_mRNA,854299,Q12486
S000001759,,YKR051W,YKR051W_mRNA,YKR051W_mRNA,853925,P36142
S000000808,NUG1,YER006W,YER006W_mRNA,YER006W_mRNA,856723,P40010
S000003030,PYC1,YGL062W,YGL062W_mRNA,YGL062W_mRNA,852818,P11154
S000002202,MTF2,YDL044C,YDL044C_mRNA,YDL044C_mRNA,851517,P10849
S000001123,LRP1,YHR081W,YHR081W_mRNA,YHR081W_mRNA,856481,P38801
S000003441,LMA1,YGR209C,YGR209C_mRNA,YGR209C_mRNA,853123,P22803
S000003618,IML2,YJL082W,YJL082W_mRNA,YJL082W_mRNA,853363,P47031
S000004096,AAA family ATPase midasin,YLR106C,YLR106C_mRNA,YLR106C_mRNA,850796,Q12019
S000005732,NOC2,YOR206W,YOR206W_mRNA,YOR206W_mRNA,854381,P39744
S000005177,BNI4,YNL233W,YNL233W_mRNA,YNL233W_mRNA,855488,P53858
S000003099,DNA-binding E3 ubiquitin-protein ligase SNT2,YGL131C,YGL131C_mRNA,YGL131C_mRNA,852746,P53127
S000002186,MPS1,YDL028C,YDL028C_mRNA,YDL028C_mRNA,851533,P54199
S000002206,STP4,YDL048C,YDL048C_mRNA,YDL048C_mRNA,851512,Q07351
S000002404,HLT2,YDL245C,YDL245C_mRNA,YDL245C_mRNA,851352,P54854
S000001921,HIS2,YFR025C,YFR025C_mRNA,YFR025C_mRNA,850581,P38635
S000002525,APC4,YDR118W,YDR118W_mRNA,YDR118W_mRNA,851696,Q04601
S000000145,MOH1,YBL049W,YBL049W_mRNA,YBL049W_mRNA,852231,P38191
S000006138,BMS1,YPL217C,YPL217C_mRNA,YPL217C_mRNA,855884,Q08965
S000001887,BLM10,YFL007W,YFL007W_mRNA,YFL007W_mRNA,850541,P43583
S000001471,DAL3,YIR032C,YIR032C_mRNA,YIR032C_mRNA,854850,P32459
S000002835,NAS7,YDR427W,YDR427W_mRNA,YDR427W_mRNA,852037,Q04062
S000005399,P2A,YOL039W,YOL039W_mRNA,YOL039W_mRNA,854118,P05319
S000001716,RSC4,YKR008W,YKR008W_mRNA,YKR008W_mRNA,853877,Q02206
S000000757,COD1,YEL031W,YEL031W_mRNA,YEL031W_mRNA,856681,P39986
S000028856,,YOR034C-A,YOR034C-A_mRNA,YOR034C-A_mRNA,1466482,Q3E735
S000007386,gag protein,,,,855434,Q12391
S000001865,CAK1,YFL029C,YFL029C_mRNA,YFL029C_mRNA,850515,P43568
S000003003,CAT4,YGL035C,YGL035C_mRNA,YGL035C_mRNA,852848,P27705
S000002619,GCD6,YDR211W,YDR211W_mRNA,YDR211W_mRNA,851797,P32501
S000001943,BNA6,YFR047C,YFR047C_mRNA,YFR047C_mRNA,850608,P43619
S000004643,YET2,YMR040W,YMR040W_mRNA,YMR040W_mRNA,855056,Q04210
S000005215,BNI1,YNL271C,YNL271C_mRNA,YNL271C_mRNA,855450,P41832
S000002372,NOP6,YDL213C,YDL213C_mRNA,YDL213C_mRNA,851313,Q07623
S000000059,FLO9,YAL063C,YAL063C_mRNA,YAL063C_mRNA,851236,P39712
S000003252,H(+)-transporting V1 sector ATPase subunit F,YGR020C,YGR020C_mRNA,YGR020C_mRNA,852903,P39111
S000003757,FSP2,YIL172C,YIL172C_mRNA,YIL172C_mRNA,853235,P0CW40
S000000544,GID7,YCL039W,YCL039W_mRNA,YCL039W_mRNA,850318,P25569
S000007651,YOS1,YER074W-A,YER074W-A_mRNA,YER074W-A_mRNA,856806,Q3E834
S000002719,TFB1,YDR311W,YDR311W_mRNA,YDR311W_mRNA,851906,P32776
S000003586,ATP-dependent RNA helicase MTR4,YJL050W,YJL050W_mRNA,YJL050W_mRNA,853397,P47047
S000000172,ILS1,YBL076C,YBL076C_mRNA,YBL076C_mRNA,852202,P09436
S000001453,,YIR014W,YIR014W_mRNA,YIR014W_mRNA,854831,P40570
S000000111,ACH1,YBL015W,YBL015W_mRNA,YBL015W_mRNA,852266,P32316
S000006304,MRPL51,YPR100W,YPR100W_mRNA,YPR100W_mRNA,856214,Q06090
S000000846,BUD18,YER044C,YER044C_mRNA,YER044C_mRNA,856767,P40030
S000005206,DNA polymerase epsilon catalytic subunit,YNL262W,YNL262W_mRNA,YNL262W_mRNA,855459,P21951
S000004396,FLD1,YLR404W,YLR404W_mRNA,YLR404W_mRNA,851120,Q06058
S000007239,,YER138W-A,YER138W-A_mRNA,YER138W-A_mRNA,856881,P0C270
S000000156,Arf family guanine nucleotide exchange factor YEL1,YBL060W,YBL060W_mRNA,YBL060W_mRNA,852219,P34225
S000005153,Hsp70 family ATPase SSB2,YNL209W,YNL209W_mRNA,YNL209W_mRNA,855512,P40150
S000000894,IES5,YER092W,YER092W_mRNA,YER092W_mRNA,856827,P40060
S000004596,RSC9,YML127W,YML127W_mRNA,YML127W_mRNA,854912,Q03124
S000003411,OKP1,YGR179C,YGR179C_mRNA,YGR179C_mRNA,853090,P53298
S000003524,MAL12,YGR292W,YGR292W_mRNA,YGR292W_mRNA,853209,P53341
S000004654,gag protein,,,,855071,P0CX65
S000004422,CIK3,YLR430W,YLR430W_mRNA,YLR430W_mRNA,851150,Q00416
S000003979,,YLL056C,YLL056C_mRNA,YLL056C_mRNA,850670,Q12177
S000001853,FET5,YFL041W,YFL041W_mRNA,YFL041W_mRNA,850502,P43561
S000004670,SOV1,YMR066W,YMR066W_mRNA,YMR066W_mRNA,855088,Q04748
S000003486,ENO1,YGR254W,YGR254W_mRNA,YGR254W_mRNA,853169,P00924
S000003941,AspRS,YLL018C,YLL018C_mRNA,YLL018C_mRNA,850643,P04802
S000004054,PER33,YLR064W,YLR064W_mRNA,YLR064W_mRNA,850753,Q12144
S000000463,,YBR259W,YBR259W_mRNA,YBR259W_mRNA,852562,P38338
S000004198,ANU3,YLR208W,YLR208W_mRNA,YLR208W_mRNA,850905,Q04491
S000004950,MRP7,YNL005C,YNL005C_mRNA,YNL005C_mRNA,855727,P12687
S000001108,SSF1,YHR066W,YHR066W_mRNA,YHR066W_mRNA,856463,P38789
S000004435,ECM7,YLR443W,YLR443W_mRNA,YLR443W_mRNA,851164,Q06200
S000001331,RPS24B,YER074W,YER074W_mRNA,YER074W_mRNA,854741,P0CX31
S000005920,ERR1,YOR393W,YOR393W_mRNA,YOR393W_mRNA,854575,P0CX10
S000000341,,YBR137W,YBR137W_mRNA,YBR137W_mRNA,852434,P38276
S000003104,21S rRNA (uridine2791-2'-O) methyltransferase,YGL136C,YGL136C_mRNA,YGL136C_mRNA,852741,P53123
S000004923,FKS3,YMR306W,YMR306W_mRNA,YMR306W_mRNA,855353,Q04952
S000001339,,YIL077C,YIL077C_mRNA,YIL077C_mRNA,854733,P40508
S000005403,NTG2,YOL043C,YOL043C_mRNA,YOL043C_mRNA,854114,Q08214
S000001760,Fe(2+) transporter,YKR052C,YKR052C_mRNA,YKR052C_mRNA,853926,P23500
S000000677,GIG1,YCR081W,YCR081W_mRNA,YCR081W_mRNA,850442,P25648
S000000270,NRG2,YBR066C,YBR066C_mRNA,YBR066C_mRNA,852358,P38082
S000001122,LAM4,YHR080C,YHR080C_mRNA,YHR080C_mRNA,856480,P38800
S000000972,ADK2,YER170W,YER170W_mRNA,YER170W_mRNA,856917,P26364
S000002308,APG9,YDL149W,YDL149W_mRNA,YDL149W_mRNA,851406,Q12142
S000000164,PRS4,YBL068W,YBL068W_mRNA,YBL068W_mRNA,852211,P38063
S000000860,PET117,YER058W,YER058W_mRNA,YER058W_mRNA,856786,Q02771
S000006305,NTC25,YPR101W,YPR101W_mRNA,YPR101W_mRNA,856216,Q06091
S000004796,ADD37,YMR184W,YMR184W_mRNA,YMR184W_mRNA,855222,Q03233
S000002444,GCD5,YDR037W,YDR037W_mRNA,YDR037W_mRNA,851607,P15180
S000006362,CUR1,YPR158W,YPR158W_mRNA,YPR158W_mRNA,856281,Q06469
S000003466,YHB1,YGR234W,YGR234W_mRNA,YGR234W_mRNA,853149,P39676
S000003625,SIP4,YJL089W,YJL089W_mRNA,YJL089W_mRNA,853356,P46954
S000002689,PHM6,YDR281C,YDR281C_mRNA,YDR281C_mRNA,851875,Q05637
S000004722,ASC1,YMR116C,YMR116C_mRNA,YMR116C_mRNA,855143,P38011
S000003836,HOC1,YJR075W,YJR075W_mRNA,YJR075W_mRNA,853538,P47124
S000005945,NCE4,YPL024W,YPL024W_mRNA,YPL024W_mRNA,856083,Q02685
S000005667,ARP8,YOR141C,YOR141C_mRNA,YOR141C_mRNA,854309,Q12386
S000000836,,YER034W,YER034W_mRNA,YER034W_mRNA,856756,P40022
S000004036,RLA1,YLR046C,YLR046C_mRNA,YLR046C_mRNA,850735,Q12253
S000004350,,YLR358C,YLR358C_mRNA,YLR358C_mRNA,851072,O13565
S000003787,gag protein,,,,853483,P0CX74
S000003215,RAI1,YGL246C,YGL246C_mRNA,YGL246C_mRNA,852646,P53063
S000001190,MRPL6,YHR147C,YHR147C_mRNA,YHR147C_mRNA,856552,P32904
S000004360,DSG1,YLR368W,YLR368W_mRNA,YLR368W_mRNA,851083,Q05930
S000001257,,YAR066W,YAR066W_mRNA,YAR066W_mRNA,856621,P0CX18
S000006430,MRP10,YDL045W-A,YDL045W-A_mRNA,YDL045W-A_mRNA,851515,O75012
S000003015,ALG13,YGL047W,YGL047W_mRNA,YGL047W_mRNA,852835,P53178
S000004041,FCF2,YLR051C,YLR051C_mRNA,YLR051C_mRNA,850740,Q12035
S000003355,PPT1,YGR123C,YGR123C_mRNA,YGR123C_mRNA,853023,P53043
S000004664,MAS37,YMR060C,YMR060C_mRNA,YMR060C_mRNA,855082,P50110
S000003325,DRN1,YGR093W,YGR093W_mRNA,YGR093W_mRNA,852985,P53255
S000000273,TAP1,YBR069C,YBR069C_mRNA,YBR069C_mRNA,852361,P38085
S000003174,CHC1,YGL206C,YGL206C_mRNA,YGL206C_mRNA,852666,P22137
S000002567,RAA1,YDR160W,YDR160W_mRNA,YDR160W_mRNA,851738,Q03770
S000004120,ZRT2,YLR130C,YLR130C_mRNA,YLR130C_mRNA,850821,Q12436
S000007603,TFB5,YDR079C-A,YDR079C-A_mRNA,YDR079C-A_mRNA,851652,Q3E7C1
S000001906,UBP6,YFR010W,YFR010W_mRNA,YFR010W_mRNA,850562,P43593
S000002497,,YDR090C,YDR090C_mRNA,YDR090C_mRNA,851664,Q03193
S000004477,TAF11,YML015C,YML015C_mRNA,YML015C_mRNA,854993,Q04226
S000001753,,YKR045C,YKR045C_mRNA,YKR045C_mRNA,853919,P36138
S000006204,Y' element ATP-dependent helicase protein 1 copy 7,YGR296W,YGR296W_mRNA,YGR296W_mRNA,855846,P0CX14
S000000009,SWC1,YAL011W,YAL011W_mRNA,YAL011W_mRNA,851222,P31376
S000003350,RPS23A,YGR118W,YGR118W_mRNA,YGR118W_mRNA,853015,P0CX29
S000006131,SRP72,YPL210C,YPL210C_mRNA,YPL210C_mRNA,855891,P38688
S000004200,B-type cyclin CLB4,YLR210W,YLR210W_mRNA,YLR210W_mRNA,850907,P24871
S000001180,,YHR138C,YHR138C_mRNA,YHR138C_mRNA,856540,P38841
S000005129,MRPL19,YNL185C,YNL185C_mRNA,YNL185C_mRNA,855536,P53875
S000002984,KAP122,YGL016W,YGL016W_mRNA,YGL016W_mRNA,852868,P32767
S000000400,CDC30,YBR196C,YBR196C_mRNA,YBR196C_mRNA,852495,P12709
S000005600,CDC21,YOR074C,YOR074C_mRNA,YOR074C_mRNA,854241,P06785
S000006149,CES5,YPL228W,YPL228W_mRNA,YPL228W_mRNA,855873,O13297
S000004007,MEU1,YLR017W,YLR017W_mRNA,YLR017W_mRNA,850704,Q07938
S000000253,DNA-binding protein REB1,YBR049C,YBR049C_mRNA,YBR049C_mRNA,852338,P21538
S000000406,CDC47,YBR202W,YBR202W_mRNA,YBR202W_mRNA,852501,P38132
S000001687,EAP1,YKL204W,YKL204W_mRNA,YKL204W_mRNA,853631,P36041
S000004013,IZH3,YLR023C,YLR023C_mRNA,YLR023C_mRNA,850710,Q07959
S000001454,RPR2,YIR015W,YIR015W_mRNA,YIR015W_mRNA,854832,P40571
S000001360,FMC1,YIL098C,YIL098C_mRNA,YIL098C_mRNA,854709,P40491
S000002695,INM2,YDR287W,YDR287W_mRNA,YDR287W_mRNA,851881,Q05533
S000002419,L2B,YDR012W,YDR012W_mRNA,YDR012W_mRNA,851575,P49626
S000001369,PFK-2,YIL107C,YIL107C_mRNA,YIL107C_mRNA,854699,P40433
S000004012,SDO1,YLR022C,YLR022C_mRNA,YLR022C_mRNA,850709,Q07953
S000004215,,YLR225C,YLR225C_mRNA,YLR225C_mRNA,850922,Q05948
S000006144,GRE1,YPL223C,YPL223C_mRNA,YPL223C_mRNA,855878,Q08969
S000000403,KTR4,YBR199W,YBR199W_mRNA,YBR199W_mRNA,852498,P38131
S000005181,YTP1,YNL237W,YNL237W_mRNA,YNL237W_mRNA,855484,P53584
S000004741,ERG29,YMR134W,YMR134W_mRNA,YMR134W_mRNA,855164,P40207
S000001425,,YIL163C,YIL163C_mRNA,YIL163C_mRNA,854643,P40448
S000004660,AAC1,YMR056C,YMR056C_mRNA,YMR056C_mRNA,855078,P04710
S000001727,IRS4,YKR019C,YKR019C_mRNA,YKR019C_mRNA,853889,P36115
S000000154,SHP1,YBL058W,YBL058W_mRNA,YBL058W_mRNA,852222,P34223
S000006379,DNA polymerase epsilon noncatalytic subunit,YPR175W,YPR175W_mRNA,YPR175W_mRNA,856305,P24482
S000001166,NDT80,YHR124W,YHR124W_mRNA,YHR124W_mRNA,856524,P38830
S000003659,MTC1,YJL123C,YJL123C_mRNA,YJL123C_mRNA,853319,P47018
S000003403,MSM1,YGR171C,YGR171C_mRNA,YGR171C_mRNA,853081,P22438
S000006342,MEP3,YPR138C,YPR138C_mRNA,YPR138C_mRNA,856260,P53390
S000000199,RTG3,YBL103C,YBL103C_mRNA,YBL103C_mRNA,852171,P38165
S000007278,,,,,,
S000001193,PEX28,YHR150W,YHR150W_mRNA,YHR150W_mRNA,856555,P38848
S000006139,Arf family GTPase SAR1,YPL218W,YPL218W_mRNA,YPL218W_mRNA,855883,P20606
S000005641,TRS33,YOR115C,YOR115C_mRNA,YOR115C_mRNA,854282,Q99394
S000005134,,YNL190W,YNL190W_mRNA,YNL190W_mRNA,855531,P53872
S000001301,TED1,YIL039W,YIL039W_mRNA,YIL039W_mRNA,854772,P40533
S000004320,NMA1,YLR328W,YLR328W_mRNA,YLR328W_mRNA,851039,Q06178
S000001056,SPO13,YHR014W,YHR014W_mRNA,YHR014W_mRNA,856405,P23624
S000001414,,YIL152W,YIL152W_mRNA,YIL152W_mRNA,854654,P40455
S000004693,putative ADP-ribose 1''-phosphate phosphatase,YMR087W,YMR087W_mRNA,YMR087W_mRNA,855112,Q04299
S000001030,CBP2,YHL038C,YHL038C_mRNA,YHL038C_mRNA,856347,P03874
S000006170,GYP5,YPL249C,YPL249C_mRNA,YPL249C_mRNA,855827,Q12344
S000002401,,,,,851355,
S000000533,RNQ1,YCL028W,YCL028W_mRNA,YCL028W_mRNA,850329,P25367
S000006034,glyoxylate reductase,YPL113C,YPL113C_mRNA,YPL113C_mRNA,855990,Q02961
S000001526,PHD1,YKL043W,YKL043W_mRNA,YKL043W_mRNA,853823,P36093
S000002564,,,,,851735,
S000001622,CTK1,YKL139W,YKL139W_mRNA,YKL139W_mRNA,853718,Q03957
S000005656,ARG11,YOR130C,YOR130C_mRNA,YOR130C_mRNA,854297,Q12375
S000004620,PEX9,YMR018W,YMR018W_mRNA,YMR018W_mRNA,855032,Q04364
S000001593,KTI12,YKL110C,YKL110C_mRNA,YKL110C_mRNA,853750,P34253
S000006225,AGC1,YPR021C,YPR021C_mRNA,YPR021C_mRNA,856132,Q12482
S000005272,MDJ2,YNL328C,YNL328C_mRNA,YNL328C_mRNA,855388,P42834
S000004234,MAP1,YLR244C,YLR244C_mRNA,YLR244C_mRNA,850945,Q01662
S000004509,PRP39,YML046W,YML046W_mRNA,YML046W_mRNA,854960,P39682
S000005421,MAM3,YOL060C,YOL060C_mRNA,YOL060C_mRNA,854094,Q12296
S000006086,SET6,YPL165C,YPL165C_mRNA,YPL165C_mRNA,855938,Q12529
S000005645,RIO1,YOR119C,YOR119C_mRNA,YOR119C_mRNA,854286,Q12196
S000028588,,YPL038W-A,YPL038W-A_mRNA,YPL038W-A_mRNA,1466521,Q3E7B4
S000005000,OMP2,YNL055C,YNL055C_mRNA,YNL055C_mRNA,855669,P04840
S000000366,TOS1,YBR162C,YBR162C_mRNA,YBR162C_mRNA,852459,P38288
S000002987,CKB1,YGL019W,YGL019W_mRNA,YGL019W_mRNA,852865,P43639
S000003542,CDC35,YJL005W,YJL005W_mRNA,YJL005W_mRNA,853452,P08678
S000001194,MTC6,YHR151C,YHR151C_mRNA,YHR151C_mRNA,856556,P38849
S000000740,,,,,856701,
S000004406,PUN1,YLR414C,YLR414C_mRNA,YLR414C_mRNA,851132,Q06991
S000001359,FYV10,YIL097W,YIL097W_mRNA,YIL097W_mRNA,854710,P40492
S000004833,ERG8,YMR220W,YMR220W_mRNA,YMR220W_mRNA,855260,P24521
S000005305,MRPL50,YNR022C,YNR022C_mRNA,YNR022C_mRNA,855756,P53724
S000000284,AAA family ATPase SEC18,YBR080C,YBR080C_mRNA,YBR080C_mRNA,852372,P18759
S000006113,PRM3,YPL192C,YPL192C_mRNA,YPL192C_mRNA,855909,Q08931
S000002975,BRP1,,,,852877,
S000005137,,YNL193W,YNL193W_mRNA,YNL193W_mRNA,855528,P53870
S000000364,CDC28,YBR160W,YBR160W_mRNA,YBR160W_mRNA,852457,P00546
S000001714,MRPL13,YKR006C,YKR006C_mRNA,YKR006C_mRNA,853875,Q02204
S000005783,CDC31,YOR257W,YOR257W_mRNA,YOR257W_mRNA,854431,P06704
S000003634,SAP185,YJL098W,YJL098W_mRNA,YJL098W_mRNA,853347,P40856
S000002602,ATP-dependent RNA helicase,YDR194C,YDR194C_mRNA,YDR194C_mRNA,851775,P15424
S000000523,3-isopropylmalate dehydrogenase,YCL018W,YCL018W_mRNA,YCL018W_mRNA,850342,P04173
S000002384,7-Sep,YDL225W,YDL225W_mRNA,YDL225W_mRNA,851373,Q07657
S000006009,aldo-keto reductase superfamily protein,YPL088W,YPL088W_mRNA,YPL088W_mRNA,856017,Q02895
S000004184,NCW2,YLR194C,YLR194C_mRNA,YLR194C_mRNA,850891,Q05777
S000005309,SEC12,YNR026C,YNR026C_mRNA,YNR026C_mRNA,855760,P11655
S000003409,ATF2,YGR177C,YGR177C_mRNA,YGR177C_mRNA,853088,P53296
S000001235,LNP1,YHR192W,YHR192W_mRNA,YHR192W_mRNA,856599,P38878
S000001461,SEC11,YIR022W,YIR022W_mRNA,YIR022W_mRNA,854840,P15367
S000001222,NADPH dehydrogenase,YHR179W,YHR179W_mRNA,YHR179W_mRNA,856584,Q03558
S000005886,VTS1,YOR359W,YOR359W_mRNA,YOR359W_mRNA,854541,Q08831
S000002395,4-nitrophenylphosphatase,YDL236W,YDL236W_mRNA,YDL236W_mRNA,851362,P19881
S000000291,RFC5,YBR087W,YBR087W_mRNA,YBR087W_mRNA,852383,P38251
S000006198,,YPL277C,YPL277C_mRNA,YPL277C_mRNA,855852,Q08989
S000004037,FRE8,YLR047C,YLR047C_mRNA,YLR047C_mRNA,850736,Q12209
S000001072,BYC2,YHR030C,YHR030C_mRNA,YHR030C_mRNA,856425,Q00772
S000003447,RSM27,YGR215W,YGR215W_mRNA,YGR215W_mRNA,853129,P53305
S000004718,MED11,,,,855139,Q99278
S000003510,CWC22,YGR278W,YGR278W_mRNA,YGR278W_mRNA,853195,P53333
S000004778,CBF3,YMR168C,YMR168C_mRNA,YMR168C_mRNA,855204,P40969
S000005294,DEAH-box RNA-dependent ATPase PRP2,YNR011C,YNR011C_mRNA,YNR011C_mRNA,855745,P20095
S000002239,P1A,YDL081C,YDL081C_mRNA,YDL081C_mRNA,851478,P05318
S000002228,BDF2,YDL070W,YDL070W_mRNA,YDL070W_mRNA,851488,Q07442
S000003158,CDC55,YGL190C,YGL190C_mRNA,YGL190C_mRNA,852685,Q00362
S000006275,,YPR071W,YPR071W_mRNA,YPR071W_mRNA,856184,Q12346
S000006344,TAZ1,YPR140W,YPR140W_mRNA,YPR140W_mRNA,856262,Q06510
S000005553,Hsp90 cochaperone STI1,YOR027W,YOR027W_mRNA,YOR027W_mRNA,854192,P15705
S000004428,ECM30,YLR436C,YLR436C_mRNA,YLR436C_mRNA,851156,Q06673
S000003484,AAS104,YGR252W,YGR252W_mRNA,YGR252W_mRNA,853167,Q03330
S000004844,END1,YMR231W,YMR231W_mRNA,YMR231W_mRNA,855271,P12868
S000000031,FUN53,YAL033W,YAL033W_mRNA,YAL033W_mRNA,851200,P28005
S000001897,LOC1,YFR001W,YFR001W_mRNA,YFR001W_mRNA,850551,P43586
S000005924,ENR2,YPL003W,YPL003W_mRNA,YPL003W_mRNA,856104,Q12059
S000005227,STA3,YNL283C,YNL283C_mRNA,YNL283C_mRNA,855438,P53832
S000006088,PSO1,YPL167C,YPL167C_mRNA,YPL167C_mRNA,855936,P14284
S000001945,KGD4,YFR049W,YFR049W_mRNA,YFR049W_mRNA,850610,P19955
S000004507,RRN11,YML043C,YML043C_mRNA,YML043C_mRNA,854964,Q04712
S000004206,CPR6,YLR216C,YLR216C_mRNA,YLR216C_mRNA,850914,P53691
S000006357,24-May,YPR153W,YPR153W_mRNA,YPR153W_mRNA,856276,Q06537
S000005587,CKA2,YOR061W,YOR061W_mRNA,YOR061W_mRNA,854227,P19454
S000003654,,YJL118W,YJL118W_mRNA,YJL118W_mRNA,853323,P47022
S000002793,EFT2,YDR385W,YDR385W_mRNA,YDR385W_mRNA,851993,P32324
S000002912,SPG3,YDR504C,YDR504C_mRNA,YDR504C_mRNA,852115,Q04398
S000003265,FMP17,YGR033C,YGR033C_mRNA,YGR033C_mRNA,852921,P53220
S000004393,DUS3,YLR401C,YLR401C_mRNA,YLR401C_mRNA,851117,Q06053
S000003857,aldo-keto reductase superfamily protein,YJR096W,YJR096W_mRNA,YJR096W_mRNA,853559,P47137
S000007242,putative hydrolase,YKL033W-A,YKL033W-A_mRNA,YKL033W-A_mRNA,853833,Q86ZR7
S000001139,,YHR097C,YHR097C_mRNA,YHR097C_mRNA,856497,P38809
S000003034,SCA7,YGL066W,YGL066W_mRNA,YGL066W_mRNA,852814,P53165
S000001400,TPM2,YIL138C,YIL138C_mRNA,YIL138C_mRNA,854668,P40414
S000000130,STU1,YBL034C,YBL034C_mRNA,YBL034C_mRNA,852246,P38198
S000005625,KTR1,YOR099W,YOR099W_mRNA,YOR099W_mRNA,854266,P27810
S000001842,DNA-binding domain containing protein,YFL052W,YFL052W_mRNA,YFL052W_mRNA,850492,P43551
S000004812,CLN1,YMR199W,YMR199W_mRNA,YMR199W_mRNA,855239,P20437
S000005747,MCT1,YOR221C,YOR221C_mRNA,YOR221C_mRNA,854396,Q12283
S000006408,Y' -Help1,YPR204W,YPR204W_mRNA,YPR204W_mRNA,856334,Q08995
S000004310,EST2,YLR318W,YLR318W_mRNA,YLR318W_mRNA,851028,Q06163
S000006371,MET16,YPR167C,YPR167C_mRNA,YPR167C_mRNA,856296,P18408
S000001629,AVT3,YKL146W,YKL146W_mRNA,YKL146W_mRNA,853710,P36062
S000003379,NAT2,YGR147C,YGR147C_mRNA,YGR147C_mRNA,853050,P37293
S000001203,PEX18,YHR160C,YHR160C_mRNA,YHR160C_mRNA,856565,P38855
S000001485,CHM2,YKL002W,YKL002W_mRNA,YKL002W_mRNA,853868,P36108
S000005256,BUF1,YNL312W,YNL312W_mRNA,YNL312W_mRNA,855404,P26754
S000005934,MRPS16,YPL013C,YPL013C_mRNA,YPL013C_mRNA,856094,Q02608
S000004658,H(+)-transporting V0 sector ATPase subunit a,YMR054W,YMR054W_mRNA,YMR054W_mRNA,855076,P37296
S000005378,TLG2,YOL018C,YOL018C_mRNA,YOL018C_mRNA,854142,Q08144
S000005597,NRT1,YOR071C,YOR071C_mRNA,YOR071C_mRNA,854237,Q08485
S000028823,,,,,,
S000000167,,YBL071C,YBL071C_mRNA,YBL071C_mRNA,852208,P38185
S000003797,HUL4,YJR036C,YJR036C_mRNA,YJR036C_mRNA,853494,P40985
S000003844,CSN12,YJR084W,YJR084W_mRNA,YJR084W_mRNA,853546,P47130
S000003587,IRC8,YJL051W,YJL051W_mRNA,YJL051W_mRNA,853396,P47046
S000005409,GSH2,YOL049W,YOL049W_mRNA,YOL049W_mRNA,854108,Q08220
S000004231,CSC1,YLR241W,YLR241W_mRNA,YLR241W_mRNA,850942,Q06538
